# fsae control log — tag=mpc_standalone
# t0_epoch_s=1786568961.4789  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# ── run configuration (enough to reproduce this exact run) ──
# controller=mpc_standalone
# use_nmpc=0
# launch.map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/speed_profile.csv'
# launch.path_map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/raceline.csv'
# launch.use_precomputed_heading_profile=True
# launch.enable_dynamic_speed_cap=False
# launch.dynamic_cap_a_lat_max=3.2
# launch.dynamic_cap_safety=0.9
# launch.v_max=18.0
# launch.v_min=1.5
# mpc_params.q_e_y=6.35
# mpc_params.q_e_yd=0.5
# mpc_params.q_e_psi=2.0
# mpc_params.q_r=1.0
# mpc_params.q_e_v=5.35
# mpc_params.r_delta=1.8
# mpc_params.r_a_accel=2.5
# mpc_params.r_a_brake=0.5
# mpc_params.r_rate_delta=2.0
# mpc_params.r_rate_a=2.35
# mpc_params.terminal_q_scale=1.0
# mpc_params.adaptive_q_scaling_enabled=False
# mpc_params.steer_rate_anti_hunt_enabled=True
# mpc_params.adaptive_r_rate_enable_in_corners=True
# mpc_params.delay_compensation_enabled=True
# mpc_params.ref_heading_rate_limit_enabled=False
# mpc_params.ref_heading_rise_rate_deg_s=90.0
# mpc_params.max_delay_compensation_steps=3
# mpc_params.predict_epsi_clip=0.5
# mpc_params.pose_age_lp_alpha=0.15
# mpc_params.n_delay_hysteresis=0.25
# mpc_params.adaptive_r_rate_during_floor=0.625
# mpc_params.anti_hunt_boost_max=6.0
# mpc_params.corner_factor_k=8.0
# mpc_params.q_ey_straight=4.5
# mpc_params.q_ey_corner=9.0
# mpc_params.q_epsi_straight=1.5
# mpc_params.q_epsi_corner=3.0
# mpc_params.q_r_straight=1.0
# mpc_params.q_r_corner=0.5
# mpc_params.rrate_steer_straight=2.0
# mpc_params.rrate_steer_corner=1.25
# mpc_params.r_steer_corner_mid=1.35
# mpc_params.low_speed_corner_boost_v_half=4.0
# mpc_params.low_speed_corner_boost_max_extra=0.3
# mpc_params.epsi_ra_half_rad=0.17453292519943295
# mpc_params.epsi_ra_accel_boost_max=2.0
# mpc_params.epsi_ra_brake_floor=0.5
# mpc_params.nmpc_q_e_y=-1.0
# mpc_params.nmpc_q_e_yd=-1.0
# mpc_params.nmpc_q_e_psi=-1.0
# mpc_params.nmpc_q_epsi_dot=-1.0
# mpc_params.nmpc_q_e_v=-1.0
# mpc_params.nmpc_r_delta=-1.0
# mpc_params.nmpc_r_a_accel=-1.0
# mpc_params.nmpc_r_a_brake=-1.0
# mpc_params.nmpc_r_rate_delta=-1.0
# mpc_params.nmpc_r_rate_a=-1.0
# mpc_params.nmpc_terminal_scale=-1.0
# lap_time_s=54.7168
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.694870
# n_steps=1147
# rmse=0.454972
# peak_lateral_error_m=1.635958
# speed_rmse_mps=3.308505
# yaw_rms_radps=0.492049
# max_yaw_rate_radps=1.702515
# control_smooth_rms=0.197785
# jerk_rms=0.225066
# steer_rms=0.184021
# accel_rms_mps2=1.855325
# max_steering_rad=0.436332
# max_accel_mps2=12.000000
# steering_sat_ratio=0.064516
# steering_reversal_rms=0.072696
# steering_reversal_rate=0.260680
# steering_reversals=299
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,kappa_growth_rate,kappa_max_abs_effective,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_R_steer_relax,m_Rrate_corner,m_Rrate_antihunt,m_Rrate_lowspeed,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff,kappa_horizon_end,w_epsi_sum,nmpc_iters,nmpc_status,nmpc_cost,nmpc_s0,nmpc_kappa_horizon_end,nmpc_pred_ey_end,nmpc_pred_epsi_end,nmpc_pred_ey_max_abs
10.8133,46.5764,59.2987,1.69137,14.253,12.415,-5.176,0.7549,-4.635,0.0453,-0.090342,-0.9279,0,0,0.0287,0.0000,1,9.067,10.785,0.00935,,,,,,,,,,,,,1.00000,,,,,,,,2.05563,,,0.97273,1.05207,,4.83362,1.61121,0.96293,3.52589,1.94440,3.28101,0.42190,,,,,,,,,,
10.8633,46.5217,59.7695,1.69167,14.224,12.304,3.824,0.7450,-4.849,0.0090,0.066738,-1.2089,0,0,0.0526,0.0000,1,9.548,10.788,0.01033,,,,,,,,,,,,,1.00000,,,,,,,,2.05499,,,0.96994,1.04498,,4.86614,1.62205,0.95932,3.50785,1.93898,3.39249,0.41075,,,,,,,,,,
10.9158,46.4095,60.5905,1.69686,14.058,12.137,-5.176,0.7434,-5.044,0.0938,-0.090342,-1.2869,0,0,0.0365,0.0000,1,10.784,11.776,0.01079,,,,,,,,,,,,,1.00000,,,,,,,,2.05130,,,0.96865,1.04941,,4.88130,1.62710,0.95763,3.49387,1.93645,3.29389,0.42061,,,,,,,,,,
10.9637,46.3540,61.0378,1.69895,13.934,12.017,3.824,0.7326,-4.924,0.0596,0.066738,-1.3161,0,0,0.0571,0.0000,1,10.580,11.324,0.01079,,,,,,,,,,,,,1.00000,,,,,,,,2.04850,,,0.96865,1.04546,,4.88146,1.62715,0.95762,3.48917,1.93642,3.38223,0.41178,,,,,,,,,,
11.0132,46.2315,61.8692,1.70774,13.634,11.844,-5.176,0.7313,-4.956,0.1362,-0.090342,-1.1237,0,0,0.0376,0.0000,1,8.907,10.673,0.01178,,,,,,,,,,,,,1.00000,,,,,,,,2.04161,,,0.96586,1.04966,,4.91397,1.63799,0.95400,3.46103,1.93101,3.27046,0.42295,,,,,,,,,,
11.0630,46.1692,62.3125,1.71219,13.439,11.715,3.824,0.7244,-4.985,0.1325,0.066738,-0.9466,0,0,0.0619,0.0000,1,9.467,10.637,0.01224,,,,,,,,,,,,,1.00000,,,,,,,,2.03701,,,0.96458,1.04412,,4.92895,1.64298,0.95234,3.44578,1.92851,3.37290,0.41271,,,,,,,,,,
11.1122,46.0451,63.0774,1.72317,13.075,11.636,-5.176,0.7263,-4.957,0.1484,-0.090342,-0.5418,0,0,0.0389,0.0000,1,7.959,9.556,0.01369,,,,,,,,,,,,,1.00000,,,,,,,,2.02817,,,0.96056,1.04684,,4.97532,1.65844,0.94719,3.40770,1.92078,3.26780,0.42322,,,,,,,,,,
11.1623,45.9783,63.5007,1.72867,12.861,11.473,3.496,0.7221,-4.959,0.1457,0.061018,-0.2276,0,0,0.0579,0.0000,1,9.148,9.809,0.01378,,,,,,,,,,,,,1.00000,,,,,,,,2.02282,,,0.96029,1.04217,,4.97872,1.65957,0.94681,3.39734,1.92021,3.36655,0.41334,,,,,,,,,,
11.2139,45.8341,64.2938,1.74231,12.449,11.215,-5.504,0.7294,-4.851,0.1903,-0.096061,0.1666,0,0,0.0449,0.0000,1,9.122,10.469,0.01479,,,,,,,,,,,,,1.00000,,,,,,,,2.01218,,,0.95751,1.04558,,5.01086,1.67029,0.94324,3.36400,1.91486,3.25306,0.42469,,,,,,,,,,
11.2637,45.7634,64.6953,1.74761,12.228,10.999,2.539,0.7266,-4.905,0.1986,0.044317,0.3269,0,0,0.0684,0.0000,1,9.175,10.428,0.01605,,,,,,,,,,,,,1.00000,,,,,,,,2.00626,,,0.95405,1.03923,,5.04999,1.68333,0.93889,3.33489,1.90833,3.35750,0.41425,,,,,,,,,,
11.3111,45.6543,65.3217,1.75209,11.938,10.871,-6.461,0.7123,-5.021,0.0643,-0.112762,0.4914,0,0,0.0536,0.0000,1,7.980,8.669,0.01660,,,,,,,,,,,,,1.00000,,,,,,,,1.99826,,,0.95256,1.04081,,5.06734,1.68911,0.93696,3.31360,1.90544,3.31461,0.41854,,,,,,,,,,
11.3614,45.5902,65.7090,1.75227,11.776,10.835,2.539,0.6963,-5.402,0.0066,0.044317,0.5493,0,0,0.0762,0.0000,1,8.202,8.963,0.01772,,,,,,,,,,,,,1.00000,,,,,,,,1.99370,,,0.94952,1.03481,,5.10121,1.70040,0.93320,3.28956,1.89980,3.45438,0.40456,,,,,,,,,,
11.4224,45.4338,66.7085,1.74251,11.514,10.644,0.878,0.6273,-6.804,-0.1938,0.015332,0.6599,0,0,0.0348,0.0000,1,9.277,17.550,0.01919,,,,,,,,,,,,,1.00000,,,,,,,,1.98613,,,0.94556,1.03371,,5.14525,1.71508,0.92831,3.25598,1.89246,3.53609,0.39639,,,,,,,,,,
11.4704,45.3899,67.0253,1.73599,11.490,10.994,4.370,0.5949,-7.632,-0.2416,0.076269,0.6241,0,0,0.0470,0.0000,1,14.428,16.395,0.02009,,,,,,,,,,,,,1.00000,,,,,,,,1.98541,,,0.94315,1.03222,,5.17138,1.72379,0.92540,3.24197,1.88810,3.60716,0.38928,,,,,,,,,,
11.5243,45.3016,67.7124,1.71663,11.492,10.936,5.582,0.5053,-9.219,-0.3774,0.097416,0.5356,0,0,0.0375,0.0000,1,19.772,20.644,0.02282,,,,,,,,,,,,,1.00000,,,,,,,,1.98548,,,0.93593,1.03257,,5.24852,1.74951,0.91683,3.20395,1.87525,3.70185,0.37982,,,,,,,,,,
11.5618,45.2541,68.0408,1.70923,11.509,11.286,5.114,0.4671,-10.142,-0.2442,0.089252,0.4565,0,0,0.0455,0.0000,1,8.337,9.304,0.02475,,,,,,,,,,,,,1.00000,,,,,,,,1.98597,,,0.93087,1.03352,,5.30139,1.76713,0.91096,3.17855,1.86643,3.72815,0.37719,,,,,,,,,,
11.6202,45.1430,68.7688,1.70157,11.590,11.281,8.573,0.3841,-11.101,-0.0646,0.149621,0.3327,0,0,0.0359,0.0000,1,11.997,17.237,0.02842,,,,,,,,,,,,,1.00000,,,,,,,,1.98834,,,0.92143,1.03847,,5.39779,1.79926,0.90025,3.13430,1.85037,3.76515,0.37348,,,,,,,,,,
11.6637,45.0779,69.1510,1.70396,11.618,11.078,4.307,0.3475,-11.529,0.0894,0.075175,0.2329,0,0,0.0507,0.0000,1,10.149,11.151,0.03051,,,,,,,,,,,,,1.00000,,,,,,,,1.98916,,,0.91614,1.04244,,5.45077,1.81692,0.89436,3.10923,1.84154,3.74880,0.37512,,,,,,,,,,
11.7133,44.9516,69.8424,1.71834,11.666,10.872,11.187,0.2888,-12.051,0.3391,0.195254,0.1132,0,0,0.0469,0.0000,1,8.607,10.427,0.03591,,,,,,,,,,,,,1.00000,,,,,,,,1.99055,,,0.90274,1.04898,,5.58129,1.86043,0.87986,3.04644,1.81979,3.77833,0.37217,,,,,,,,,,
11.7611,44.8211,70.4740,1.74173,11.638,10.446,2.187,0.2423,-11.492,0.3487,0.038174,0.0321,0,0,0.0320,0.0000,1,7.879,8.567,0.03924,,,,,,,,,,,,,1.00000,,,,,,,,1.98974,,,0.89468,1.05983,,5.65764,1.88588,0.87137,3.00747,1.80706,3.69586,0.38041,,,,,,,,,,
11.8139,44.7378,70.8533,1.75867,11.642,10.223,11.187,0.2161,-11.375,0.5934,0.195254,-0.1099,0,0,0.0553,0.0000,1,10.196,11.172,0.04252,,,,,,,,,,,,,1.00000,,,,,,,,1.98986,,,0.88687,1.06792,,5.72982,1.90994,0.86335,2.97182,1.79503,3.71970,0.37803,,,,,,,,,,
11.8610,44.5839,71.4764,1.78956,11.538,9.993,2.187,0.1785,-10.533,0.4494,0.038174,-0.2029,0,0,0.0390,0.0000,1,7.656,8.415,0.04558,,,,,,,,,,,,,1.00000,,,,,,,,1.98683,,,0.87971,1.08317,,5.79527,1.93176,0.85608,2.93548,1.78412,3.61790,0.38821,,,,,,,,,,
11.9169,44.4863,71.8467,1.80881,11.481,9.761,11.187,0.1559,-10.433,0.6069,0.195254,-0.3320,0,0,0.0586,0.0000,1,13.730,14.463,0.04871,,,,,,,,,,,,,1.00000,,,,,,,,1.98514,,,0.87249,1.09897,,5.85974,1.95325,0.84892,2.90147,1.77338,3.65539,0.38446,,,,,,,,,,
11.9607,44.2978,72.5250,1.84149,11.315,9.531,2.871,0.1081,-10.804,0.4461,0.050115,-0.3683,0,0,0.0462,0.0000,1,7.364,8.151,0.05549,,,,,,,,,,,,,1.00000,,,,,,,,1.98022,,,0.85729,1.14424,,5.99190,1.99730,0.83423,2.83025,1.75135,3.64254,0.38575,,,,,,,,,,
12.0109,44.1905,72.8831,1.85753,11.210,9.306,11.871,0.0810,-11.129,0.5856,0.207194,-0.4324,0,0,0.0658,0.0000,1,7.456,8.439,0.05821,,,,,,,,,,,,,1.00000,,,,,,,,1.97704,,,0.85132,1.17729,,6.04264,2.01421,0.82860,2.80151,1.74289,3.70360,0.37964,,,,,,,,,,
12.0630,43.9936,73.4896,1.88329,11.000,9.089,5.006,0.0270,-10.980,0.3714,0.087364,-0.3996,0,0,0.0515,0.0000,1,9.313,10.440,0.06149,,,,,,,,,,,,,1.00000,,,,,,,,1.97059,,,0.84427,1.09431,,6.10237,2.03412,0.82196,2.76473,1.73294,3.65774,0.38423,,,,,,,,,,
12.1183,43.7678,74.1201,1.90941,10.757,8.697,13.982,-0.0317,-10.894,0.3946,0.244038,-0.3000,0,0,0.0342,0.0000,1,14.833,15.780,0.06494,,,,,,,,,,,,,1.00000,,,,,,,,1.96290,,,0.83694,1.04942,,6.16368,2.05456,0.81515,2.72607,1.72272,3.68849,0.38115,,,,,,,,,,
12.1646,43.6514,74.4191,1.92216,10.634,8.526,5.860,-0.0581,-11.657,0.3482,0.102283,-0.3069,0,0,0.0547,0.0000,1,10.252,12.012,0.06825,,,,,,,,,,,,,1.00000,,,,,,,,1.95894,,,0.83004,1.04182,,6.21961,2.07320,0.80893,2.69453,1.71340,3.68582,0.38142,,,,,,,,,,
12.2119,43.3944,75.0284,1.95104,10.369,8.373,14.860,-0.1080,-13.243,0.4979,0.259363,-0.1950,0,0,0.0404,0.0000,1,8.603,9.330,0.07383,,,,,,,,,,,,,1.00000,,,,,,,,1.95017,,,0.81867,1.02331,,6.31051,2.10350,0.79883,2.64114,1.69825,3.81298,0.36870,,,,,,,,,,
12.2608,43.2744,75.2922,1.96514,10.248,8.237,8.599,-0.1372,-12.435,0.3944,0.150088,-0.1992,0,0,0.0616,0.0000,1,7.311,8.311,0.07383,,,,,,,,,,,,,1.00000,,,,,,,,1.94608,,,0.81867,1.02523,,6.31169,2.10390,0.79870,2.63618,1.69805,3.72277,0.37772,,,,,,,,,,
12.3115,42.9995,75.8564,1.99911,9.992,8.114,17.599,-0.1819,-14.067,0.4810,0.307168,-0.0749,0,0,0.0522,0.0000,1,8.042,8.869,0.07878,,,,,,,,,,,,,1.00000,,,,,,,,1.93723,,,0.80883,1.01642,,6.38894,2.12965,0.79012,2.58997,1.68518,3.84040,0.36596,,,,,,,,,,
12.3603,42.7232,76.3673,2.03483,9.754,7.998,10.543,-0.2290,-13.926,0.6184,0.184002,0.0456,0,0,0.0403,0.0000,1,7.070,7.757,0.08130,,,,,,,,,,,,,1.00000,,,,,,,,1.92873,,,0.80393,1.01588,,6.42806,2.14269,0.78577,2.56265,1.67866,3.77441,0.37256,,,,,,,,,,
12.4186,42.4310,76.8551,2.07473,9.521,7.777,16.535,-0.2695,-13.603,0.8557,0.288598,0.1264,0,0,0.0377,0.0000,1,13.464,15.798,0.08499,,,,,,,,,,,,,1.00000,,,,,,,,1.92013,,,0.79684,1.01373,,6.48292,2.16097,0.77968,2.52813,1.66951,3.76785,0.37321,,,,,,,,,,
12.4625,42.2939,77.0681,2.09397,9.417,7.777,13.888,-0.2794,-14.522,0.7319,0.242384,0.1067,0,0,0.0530,0.0000,1,9.012,9.963,0.08754,,,,,,,,,,,,,1.00000,,,,,,,,1.91623,,,0.79200,1.01254,,6.51925,2.17308,0.77564,2.50725,1.66346,3.80156,0.36984,,,,,,,,,,
12.5131,41.9778,77.5212,2.13933,9.199,7.663,15.368,-0.3101,-14.013,0.8886,0.268224,0.1567,0,0,0.0363,0.0000,1,9.720,10.575,0.09102,,,,,,,,,,,,,1.00000,,,,,,,,1.90787,,,0.78550,1.01185,,6.56849,2.18950,0.77017,2.47615,1.65525,3.76972,0.37303,,,,,,,,,,
12.5642,41.8182,77.7325,2.16265,9.098,7.544,12.452,-0.3259,-12.677,0.6199,0.217334,0.1343,0,0,0.0558,0.0000,1,9.250,11.831,0.09102,,,,,,,,,,,,,1.00000,,,,,,,,1.90388,,,0.78550,1.01291,,6.56982,2.18994,0.77002,2.47165,1.65503,3.69738,0.38026,,,,,,,,,,
12.6107,41.4529,78.1749,2.21655,8.899,7.418,17.763,-0.3334,-13.997,0.9321,0.310015,0.1704,0,0,0.0386,0.0000,1,7.395,8.104,0.09826,,,,,,,,,,,,,1.00000,,,,,,,,1.89593,,,0.77234,1.01046,,6.66472,2.22157,0.75948,2.42043,1.63921,3.77628,0.37237,,,,,,,,,,
12.6717,41.0850,78.5711,2.27133,8.721,7.285,11.483,-0.3423,-13.184,1.0802,0.200411,0.2074,0,0,0.0351,0.0000,1,14.953,18.986,0.10116,,,,,,,,,,,,,1.00000,,,,,,,,1.88862,,,0.76718,1.01161,,6.70268,2.23423,0.75526,2.39631,1.63289,3.68546,0.38145,,,,,,,,,,
12.7142,40.9127,78.7420,2.29681,8.669,7.150,14.805,-0.3484,-11.724,0.9758,0.258401,0.1455,0,0,0.0502,0.0000,1,10.674,11.666,0.10116,,,,,,,,,,,,,1.00000,,,,,,,,1.88644,,,0.76718,1.01244,,6.70347,2.23449,0.75517,2.39395,1.63276,3.62535,0.38746,,,,,,,,,,
12.7632,40.5353,79.0844,2.35292,8.520,7.015,9.953,-0.3428,-10.917,1.1242,0.173713,0.1375,0,0,0.0438,0.0000,1,9.248,10.307,0.10448,,,,,,,,,,,,,1.00000,,,,,,,,1.88017,,,0.76135,1.01404,,6.74521,2.24840,0.75053,2.36932,1.62580,3.53352,0.39665,,,,,,,,,,
12.8112,40.1606,79.3874,2.40870,8.404,6.887,14.313,-0.3303,-10.210,0.8591,0.249814,0.1158,0,0,0.0329,0.0000,1,7.796,8.648,0.10771,,,,,,,,,,,,,1.00000,,,,,,,,1.87517,,,0.75579,1.01393,,6.78427,2.26142,0.74619,2.34723,1.61929,3.54003,0.39600,,,,,,,,,,
12.8619,39.9390,79.5496,2.44210,8.327,6.887,10.808,-0.3155,-10.866,1.2020,0.188641,0.0682,0,0,0.0556,0.0000,1,8.494,9.451,0.11118,,,,,,,,,,,,,1.00000,,,,,,,,1.87184,,,0.74988,1.01410,,6.82455,2.27485,0.74172,2.32620,1.61257,3.53932,0.39607,,,,,,,,,,
12.9124,39.5628,79.8046,2.49715,8.239,6.773,13.770,-0.2962,-10.358,0.7802,0.240333,0.0252,0,0,0.0424,0.0000,1,9.137,9.907,0.11369,,,,,,,,,,,,,1.00000,,,,,,,,1.86793,,,0.74567,1.01413,,6.85357,2.28452,0.73849,2.30983,1.60774,3.56262,0.39374,,,,,,,,,,
12.9697,39.3293,79.9465,2.53009,8.174,6.684,11.457,-0.2743,-11.191,1.1716,0.199956,-0.0408,0,0,0.0633,0.0000,1,13.817,17.243,0.11920,,,,,,,,,,,,,1.00000,,,,,,,,1.86505,,,0.73659,1.01404,,6.91311,2.30437,0.73188,2.28079,1.59782,3.57822,0.39218,,,,,,,,,,
13.0133,38.9228,80.1689,2.58799,8.047,6.628,12.531,-0.2446,-10.667,0.8231,0.218715,-0.0665,0,0,0.0500,0.0000,1,9.699,10.597,0.12116,,,,,,,,,,,,,1.00000,,,,,,,,1.85931,,,0.73341,1.01504,,6.93555,2.31185,0.72938,2.26605,1.59408,3.58386,0.39161,,,,,,,,,,
13.0741,38.6832,80.2846,2.62261,7.958,6.609,5.489,-0.2324,-8.684,1.2354,0.095803,-0.1041,0,0,0.0674,0.0000,1,19.304,21.687,0.12116,,,,,,,,,,,,,1.00000,,,,,,,,1.85523,,,0.73341,1.02175,,6.93719,2.31240,0.72920,2.26195,1.59380,3.35246,0.41475,,,,,,,,,,
13.1130,38.2455,80.4704,2.68523,7.798,6.633,10.895,-0.1907,-7.968,0.9670,0.190155,-0.0478,0,0,0.0520,0.0000,1,9.185,10.572,0.11733,,,,,,,,,,,,,1.00000,,,,,,,,1.84772,,,0.73965,1.02455,,6.90042,2.30014,0.73329,2.27190,1.59993,3.38289,0.41171,,,,,,,,,,
13.1618,38.0033,80.5586,2.71923,7.707,6.633,7.779,-0.1593,-8.986,1.1320,0.135775,-0.0299,0,0,0.0716,0.0000,1,7.648,9.196,0.11006,,,,,,,,,,,,,1.00000,,,,,,,,1.84342,,,0.75177,1.02729,,6.82301,2.27434,0.74189,2.30214,1.61283,3.44005,0.40599,,,,,,,,,,
13.2107,37.5639,80.6946,2.78297,7.527,6.700,8.339,-0.1085,-8.404,0.8219,0.145539,0.0684,0,0,0.0527,0.0000,1,7.325,8.112,0.10385,,,,,,,,,,,,,1.00000,,,,,,,,1.83466,,,0.76245,1.03663,,6.75470,2.25157,0.74948,2.32415,1.62422,3.44285,0.40571,,,,,,,,,,
13.2609,37.1047,80.8138,2.84777,7.368,6.814,4.535,-0.0622,-7.755,1.0766,0.079158,0.1685,0,0,0.0399,0.0000,1,7.597,8.392,0.09765,,,,,,,,,,,,,1.00000,,,,,,,,1.82677,,,0.77342,1.06074,,6.68199,2.22733,0.75756,2.34839,1.63634,3.35568,0.41443,,,,,,,,,,
13.3220,36.6683,80.9029,2.90490,7.221,6.973,6.481,-0.0210,-7.402,0.9794,0.113112,0.2738,0,0,0.0312,0.0000,1,18.789,19.561,0.09222,,,,,,,,,,,,,1.00000,,,,,,,,1.81925,,,0.78329,1.09001,,6.61479,2.20493,0.76502,2.37016,1.64754,3.37259,0.41274,,,,,,,,,,
13.3601,36.4553,80.9371,2.93285,7.140,7.176,1.355,-0.0043,-5.801,0.9798,0.023642,0.3502,0,0,0.0465,0.0000,1,6.359,7.651,0.09222,,,,,,,,,,,,,1.00000,,,,,,,,1.81504,,,0.78329,1.16459,,6.61628,2.20543,0.76486,2.36551,1.64729,3.17873,0.43213,,,,,,,,,,
13.4160,36.0217,81.0030,2.98151,7.061,7.418,0.226,0.0216,-3.541,0.9896,0.003945,0.4423,0,0,0.0412,0.0000,1,10.637,12.874,0.08677,,,,,,,,,,,,,1.00000,,,,,,,,1.81093,,,0.79345,1.36450,,6.54387,2.18129,0.77290,2.39231,1.65936,2.91107,0.45889,,,,,,,,,,
13.4612,35.8322,81.0253,2.99968,7.020,7.418,0.532,0.0366,-2.500,0.6246,0.009294,0.5011,0,0,0.0546,0.0000,1,7.802,8.711,0.08264,,,,,,,,,,,,,1.00000,,,,,,,,1.80875,,,0.80133,1.30100,,6.48607,2.16202,0.77933,2.41465,1.66899,2.83702,0.46630,,,,,,,,,,
13.5155,35.3982,81.0649,3.03743,6.975,7.694,-4.230,0.0534,-0.337,0.5866,-0.073820,0.5851,0,0,0.0495,0.0000,1,10.716,11.601,0.07693,,,,,,,,,,,,,1.00000,,,,,,,,1.80636,,,0.81248,1.28697,,6.40191,2.13397,0.78868,2.44781,1.68302,2.60969,0.48903,,,,,,,,,,
13.5672,35.0034,81.1033,3.06290,6.973,7.992,4.770,0.0458,-8.558,0.2600,0.083260,0.5728,0,0,0.0304,0.0000,1,13.855,14.663,0.07348,,,,,,,,,,,,,1.00000,,,,,,,,1.80624,,,0.81938,1.16514,,6.34812,2.11604,0.79465,2.47041,1.69198,3.65508,0.38449,,,,,,,,,,
13.6123,34.7708,81.1210,3.07613,6.992,8.306,11.302,0.0313,-7.799,0.4567,0.197266,0.6117,0,0,0.0497,0.0000,1,8.922,9.729,0.07348,,,,,,,,,,,,,1.00000,,,,,,,,1.80728,,,0.81938,1.19180,,6.34780,2.11593,0.79469,2.47164,1.69203,3.52921,0.39708,,,,,,,,,,
13.6650,34.3576,81.1602,3.08593,7.051,8.306,9.526,-0.0115,-9.459,0.1135,0.166267,0.6125,0,0,0.0348,0.0000,1,7.427,12.437,0.06909,,,,,,,,,,,,,1.00000,,,,,,,,1.81042,,,0.82831,1.09378,,6.27584,2.09195,0.80268,2.50550,1.70403,3.63032,0.38697,,,,,,,,,,
13.7123,34.1194,81.1746,3.08818,7.154,8.572,9.693,-0.0395,-9.330,0.0787,0.169175,0.5906,0,0,0.0574,0.0000,1,8.412,9.788,0.06909,,,,,,,,,,,,,1.00000,,,,,,,,1.81582,,,0.82831,1.07019,,6.27423,2.09141,0.80286,2.51207,1.70430,3.60986,0.38901,,,,,,,,,,
13.7631,33.7161,81.1829,3.09621,7.238,8.781,13.569,-0.0740,-10.968,0.1033,0.236821,0.5802,0,0,0.0423,0.0000,1,9.727,10.618,0.06653,,,,,,,,,,,,,1.00000,,,,,,,,1.82013,,,0.83362,1.04400,,6.23001,2.07667,0.80778,2.53570,1.71167,3.71349,0.37865,,,,,,,,,,
13.8110,33.4728,81.1792,3.10564,7.287,8.781,12.301,-0.0863,-12.414,0.3481,0.214698,0.5971,0,0,0.0641,0.0000,1,7.678,8.485,0.06369,,,,,,,,,,,,,1.00000,,,,,,,,1.82266,,,0.83958,1.03874,,6.18045,2.06015,0.81328,2.55977,1.71993,3.76164,0.37384,,,,,,,,,,
13.8605,33.0662,81.1608,3.12697,7.366,8.931,14.333,-0.1039,-13.076,0.3365,0.250157,0.6023,0,0,0.0467,0.0000,1,7.002,8.044,0.06093,,,,,,,,,,,,,1.00000,,,,,,,,1.82666,,,0.84546,1.03364,,6.13035,2.04345,0.81885,2.58586,1.72827,3.79772,0.37023,,,,,,,,,,
13.9137,32.5964,81.1183,-3.11911,7.428,9.017,10.451,-0.1107,-12.745,0.7081,0.182399,0.6248,0,0,0.0321,0.0000,1,9.819,11.168,0.05909,,,,,,,,,,,,,1.00000,,,,,,,,1.82973,,,0.84942,1.03673,,6.09614,2.03205,0.82265,2.60416,1.73398,3.73858,0.37614,,,,,,,,,,
13.9615,32.3909,81.0926,-3.09995,7.460,9.037,11.629,-0.1120,-11.647,0.5220,0.202965,0.6690,0,0,0.0521,0.0000,1,8.131,9.081,0.05909,,,,,,,,,,,,,1.00000,,,,,,,,1.83134,,,0.84942,1.03881,,6.09571,2.03190,0.82270,2.60621,1.73405,3.69653,0.38035,,,,,,,,,,
14.0141,31.9189,81.0135,-3.04776,7.522,8.986,6.607,-0.0938,-10.378,0.8452,0.115319,0.6929,0,0,0.0345,0.0000,1,10.603,11.499,0.05560,,,,,,,,,,,,,1.00000,,,,,,,,1.83442,,,0.85704,1.05457,,6.02971,2.00990,0.83003,2.63841,1.74505,3.57271,0.39273,,,,,,,,,,
14.0616,31.6966,80.9684,-3.02044,7.589,8.986,11.638,-0.0777,-10.468,0.7222,0.203118,0.6911,0,0,0.0554,0.0000,1,7.953,9.055,0.05756,,,,,,,,,,,,,1.00000,,,,,,,,1.83769,,,0.85276,1.05220,,6.06565,2.02188,0.82604,2.62667,1.73906,3.62662,0.38734,,,,,,,,,,
