# fsae control log — tag=mpc_standalone
# t0_epoch_s=1786571022.5192  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# ── run configuration (enough to reproduce this exact run) ──
# controller=mpc_standalone
# use_nmpc=1
# launch.map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/speed_profile.csv'
# launch.path_map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/raceline.csv'
# launch.use_precomputed_heading_profile=True
# launch.enable_dynamic_speed_cap=False
# launch.dynamic_cap_a_lat_max=3.2
# launch.dynamic_cap_safety=0.9
# launch.v_max=18.0
# launch.v_min=1.5
# mpc_params.q_e_y=6.35
# mpc_params.q_e_yd=0.5
# mpc_params.q_e_psi=1.65
# mpc_params.q_r=1.0
# mpc_params.q_e_v=5.4
# mpc_params.r_delta=1.8
# mpc_params.r_a_accel=2.25
# mpc_params.r_a_brake=0.5
# mpc_params.r_rate_delta=2.5
# mpc_params.r_rate_a=2.25
# mpc_params.terminal_q_scale=1.0
# mpc_params.adaptive_q_scaling_enabled=False
# mpc_params.steer_rate_anti_hunt_enabled=True
# mpc_params.adaptive_r_rate_enable_in_corners=True
# mpc_params.delay_compensation_enabled=True
# mpc_params.ref_heading_rate_limit_enabled=False
# mpc_params.ref_heading_rise_rate_deg_s=90.0
# mpc_params.max_delay_compensation_steps=3
# mpc_params.predict_epsi_clip=0.5
# mpc_params.pose_age_lp_alpha=0.15
# mpc_params.n_delay_hysteresis=0.25
# mpc_params.adaptive_r_rate_during_floor=0.625
# mpc_params.anti_hunt_boost_max=6.0
# mpc_params.corner_factor_k=8.0
# mpc_params.q_ey_straight=4.5
# mpc_params.q_ey_corner=9.0
# mpc_params.q_epsi_straight=1.5
# mpc_params.q_epsi_corner=3.0
# mpc_params.q_r_straight=1.0
# mpc_params.q_r_corner=0.5
# mpc_params.rrate_steer_straight=2.0
# mpc_params.rrate_steer_corner=1.25
# mpc_params.r_steer_corner_mid=1.35
# mpc_params.low_speed_corner_boost_v_half=4.0
# mpc_params.low_speed_corner_boost_max_extra=0.3
# mpc_params.epsi_ra_half_rad=0.17453292519943295
# mpc_params.epsi_ra_accel_boost_max=2.0
# mpc_params.epsi_ra_brake_floor=0.5
# mpc_params.nmpc_q_e_y=-1.0
# mpc_params.nmpc_q_e_yd=-1.0
# mpc_params.nmpc_q_e_psi=-1.0
# mpc_params.nmpc_q_epsi_dot=-1.0
# mpc_params.nmpc_q_e_v=-1.0
# mpc_params.nmpc_r_delta=-1.0
# mpc_params.nmpc_r_a_accel=-1.0
# mpc_params.nmpc_r_a_brake=-1.0
# mpc_params.nmpc_r_rate_delta=-1.0
# mpc_params.nmpc_r_rate_a=-1.0
# mpc_params.nmpc_terminal_scale=-1.0
# nmpc_params.use_nmpc=True
# nmpc_params.nmpc_horizon=20
# nmpc_params.nmpc_sqp_iters=1
# nmpc_params.nmpc_solve_budget_ms=25.0
# nmpc_params.nmpc_rk_substeps=2
# nmpc_params.nmpc_jac_substeps=1
# nmpc_params.nmpc_trust_delta_rad=0.15707963267948966
# nmpc_params.nmpc_trust_a=0.6
# nmpc_params.nmpc_backtrack_max=2
# nmpc_params.nmpc_track_halfwidth=3.5
# nmpc_params.nmpc_slack_weight=10000.0
# nmpc_params.nmpc_curvature_dense_step=0.5
# nmpc_params.nmpc_curvature_smooth_w=3
# nmpc_params.nmpc_kappa_clip=0.5
# nmpc_params.nmpc_alat_ceiling_enabled=True
# nmpc_params.nmpc_osqp_max_iter=500
# nmpc_params.nmpc_osqp_eps=0.0001
# nmpc_effective.w_out=[6.35, 0.5, 1.65, 1.0, 5.4]
# nmpc_effective.r_delta=1.8
# nmpc_effective.r_a_accel=2.25
# nmpc_effective.r_a_brake=0.5
# nmpc_effective.r_rate=[2.5, 2.25]
# nmpc_effective.terminal_scale=1.0
# lap_time_s=52.3495
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.532012
# n_steps=1214
# rmse=0.378183
# peak_lateral_error_m=1.179072
# speed_rmse_mps=3.220934
# yaw_rms_radps=0.447572
# max_yaw_rate_radps=1.375391
# control_smooth_rms=0.226654
# jerk_rms=0.246474
# steer_rms=0.143954
# accel_rms_mps2=1.881400
# max_steering_rad=0.436331
# max_accel_mps2=12.000000
# steering_sat_ratio=0.005766
# steering_reversal_rms=0.056059
# steering_reversal_rate=0.186161
# steering_reversals=226
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,kappa_growth_rate,kappa_max_abs_effective,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_R_steer_relax,m_Rrate_corner,m_Rrate_antihunt,m_Rrate_lowspeed,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff,kappa_horizon_end,w_epsi_sum,nmpc_iters,nmpc_status,nmpc_cost,nmpc_s0,nmpc_kappa_horizon_end,nmpc_pred_ey_end,nmpc_pred_epsi_end,nmpc_pred_ey_max_abs
10.9568,43.7009,74.9356,2.01463,11.676,8.373,9.261,-0.2867,-4.341,0.5254,0.161633,-0.3943,0,0,0.0597,0.0000,1,18.440,18.814,0.06155,0.11662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,395.24195,114.62231,0.10105,-2.67389,-0.03965,2.67389
11.0003,43.3688,75.5466,2.05549,11.410,8.237,12.991,-0.2864,-4.520,0.8397,0.226741,-0.9123,0,0,0.0529,0.0000,1,12.234,12.545,0.06764,0.11666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,410.47518,115.30202,0.09717,-2.80430,-0.29401,2.80430
11.0501,43.0424,76.0904,2.09462,11.148,8.114,12.992,-0.2884,-4.781,0.6672,0.226750,-0.5065,0,0,0.0444,0.0000,1,11.993,12.257,0.07214,0.11667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,636.73975,115.92855,0.09438,-2.59151,0.29426,2.59151
11.0986,42.8427,76.3979,2.11816,10.991,7.998,5.851,-0.2869,-4.928,0.9367,0.102117,-0.8639,0,0,0.0627,0.0000,1,10.423,10.711,0.07359,0.11712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,373.35073,116.28656,0.08780,-2.63206,-0.30828,2.63206
11.1529,42.4923,76.9011,2.15911,10.717,7.777,5.855,-0.2876,-5.171,0.7638,0.102196,-0.7519,0,0,0.0572,0.0000,1,14.823,15.090,0.07594,0.11710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,564.60504,116.89171,0.08534,-2.48301,0.29986,2.48301
11.1978,42.1397,77.3645,2.19993,10.413,7.663,13.152,-0.2870,-5.374,0.5813,0.229540,-1.2381,0,0,0.0452,0.0000,1,9.688,9.977,0.07905,0.11716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,383.05748,117.46571,0.07988,-2.65202,-0.35273,2.65202
11.2531,41.9297,77.6205,2.22387,10.256,7.663,4.152,-0.2863,-5.486,0.8031,0.072463,-1.1745,0,0,0.0689,0.0000,1,14.742,15.147,0.08106,0.11668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,319.41431,117.78758,0.07796,-2.26617,-0.14011,2.26617
11.3035,41.5599,78.0489,2.26501,9.961,7.418,2.146,-0.2904,-5.769,0.6093,0.037460,-0.9624,0,0,0.0563,0.0000,1,15.133,15.503,0.08466,0.11652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,310.03654,118.34450,0.07389,-2.17636,0.02428,2.17636
11.3534,41.1417,78.4917,2.30925,9.648,7.285,8.028,-0.2958,-6.205,0.9383,0.140109,-1.0824,0,0,0.0514,0.0000,1,15.083,15.447,0.08874,0.11653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,276.03936,118.94416,0.07071,-2.01906,-0.13163,2.01906
11.3977,40.9855,78.6492,2.32520,9.523,7.285,16.833,-0.3031,-6.375,0.5065,0.293794,-1.4710,0,0,0.0719,0.0000,1,9.516,9.829,0.09024,0.11715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,247.69568,119.15454,0.06947,-1.90505,-0.10045,1.90505
11.4525,40.5821,79.0450,2.36262,9.197,7.015,10.342,-0.3308,-7.157,0.5541,0.180495,-1.3958,0,0,0.0663,0.0000,1,14.395,14.758,0.09474,0.11705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,202.91262,119.70697,0.06650,-1.64065,-0.07359,1.64065
11.5041,40.2167,79.3873,2.39075,8.917,6.887,8.856,-0.3716,-8.242,0.3980,0.154571,-1.0197,0,0,0.0547,0.0000,1,15.913,16.227,0.09972,0.11709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,239.68808,120.19170,0.06538,-1.65669,0.08761,1.65669
11.5538,39.8071,79.7313,2.42219,8.605,6.773,10.609,-0.4112,-9.469,0.6190,0.185159,-0.9415,0,0,0.0469,0.0000,1,15.654,15.935,0.10471,0.11709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,269.65016,120.70899,0.06404,-1.74811,-0.08892,1.74811
11.6025,39.6369,79.8643,2.43628,8.460,6.773,8.172,-0.4281,-9.842,0.4365,0.142620,-0.6136,0,0,0.0658,0.0000,1,14.160,14.584,0.10614,0.11671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,274.58015,120.90537,0.06349,-1.76347,-0.02348,1.76347
11.6492,39.2154,80.1689,2.47498,8.081,6.684,6.386,-0.4626,-10.697,0.7677,0.111452,-0.5376,0,0,0.0562,0.0000,1,11.168,11.424,0.10884,0.11665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,277.60481,121.40479,0.06223,-1.62167,-0.01299,1.62827
11.7069,38.8295,80.4202,2.51420,7.749,6.628,8.316,-0.4903,-11.205,0.7231,0.145138,-0.2521,0,0,0.0526,0.0000,1,18.671,18.993,0.11052,0.11666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,280.68977,121.84357,0.06114,-1.46464,0.02120,1.51402
11.7499,38.6248,80.5445,2.53642,7.584,6.609,4.273,-0.5032,-11.463,0.9941,0.074585,-0.0871,0,0,0.0705,0.0000,1,11.753,12.070,0.11172,0.11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,257.41560,122.08434,0.06008,-1.35743,0.02302,1.43146
11.7996,38.2755,80.7462,2.57440,7.356,6.619,13.273,-0.5332,-11.739,0.7290,0.231665,0.3515,0,0,0.0651,0.0000,1,11.514,11.786,0.11463,0.11685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,268.88175,122.46360,0.05918,-1.08420,0.22672,1.30385
11.8549,37.9239,80.9328,2.61102,7.164,6.552,9.958,-0.5661,-12.100,0.4950,0.173797,0.3264,0,0,0.0554,0.0000,1,16.802,17.119,0.11642,0.11678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,239.38797,122.83491,0.05850,-1.11423,0.04540,1.28751
11.9013,37.5485,81.1270,2.64590,7.021,6.513,6.952,-0.6182,-12.701,0.4671,0.121336,0.3767,0,0,0.0434,0.0000,1,13.043,13.384,0.11661,0.11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,206.67684,123.22558,0.05950,-0.92029,0.07712,1.20758
11.9514,37.3440,81.2218,2.66426,6.915,6.277,5.961,-0.6413,-13.151,0.6231,0.104039,0.3151,0,0,0.0683,0.0000,1,13.020,13.419,0.11606,0.11337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,215.73239,123.45081,0.06021,-0.98006,0.07246,1.26063
12.0004,36.9949,81.3666,2.69822,6.849,6.316,9.225,-0.6825,-13.455,0.4959,0.161014,0.3208,0,0,0.0553,0.0000,1,12.177,12.566,0.11302,0.11012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,234.84165,123.79592,0.06178,-0.99048,0.09548,1.33151
12.0557,36.5892,81.5190,2.73888,6.856,6.303,9.833,-0.7312,-13.662,0.6371,0.171627,0.2218,0,0,0.0504,0.0000,1,17.345,17.832,0.10930,0.10663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,220.97034,124.19455,0.06656,-0.95339,0.09945,1.31988
12.1001,36.3889,81.5902,2.75937,6.911,6.070,8.951,-0.7571,-13.584,0.8426,0.156220,0.1488,0,0,0.0675,0.0000,1,11.990,12.296,0.10775,0.10430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,198.48593,124.37057,0.06930,-0.82432,0.12629,1.29001
12.1545,36.0144,81.7085,2.79502,6.901,6.147,10.958,-0.8034,-13.902,0.6348,0.191256,0.0974,0,0,0.0595,0.0000,1,16.402,16.708,0.10319,0.09923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,218.16088,124.76278,0.07380,-0.89107,0.12538,1.36997
12.2008,35.6284,81.8070,2.83286,6.862,6.138,12.650,-0.8451,-13.827,0.5083,0.220779,0.0092,0,0,0.0442,0.0000,1,12.604,12.962,0.09851,0.09466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,229.30986,125.12443,0.07793,-0.93294,0.11948,1.41364
12.2524,35.4057,81.8553,2.85537,6.812,5.924,10.340,-0.8656,-13.599,0.7220,0.180464,-0.0462,0,0,0.0614,0.0000,1,14.086,14.496,0.09608,0.09185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,222.54894,125.31568,0.07927,-0.86381,0.13260,1.39907
12.3032,34.9762,81.9338,2.90271,6.727,6.044,6.040,-0.8993,-13.029,0.9872,0.105419,-0.0493,0,0,0.0556,0.0000,1,14.841,15.272,0.09019,0.08545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,210.04466,125.71824,0.08421,-0.72922,0.15765,1.36562
12.3513,34.6047,81.9805,2.94634,6.636,6.095,10.624,-0.9184,-12.433,0.7769,0.185424,0.0881,0,0,0.0500,0.0000,1,13.168,13.444,0.08457,0.08868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,208.49476,126.09622,0.08868,-0.70635,0.14076,1.35966
12.3996,34.3930,81.9999,2.97332,6.651,5.990,3.318,-0.9268,-11.739,1.1420,0.057903,-0.0245,0,0,0.0670,0.0000,1,11.314,11.667,0.08260,0.09227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,197.64532,126.27582,0.09227,-0.78448,0.11808,1.31234
12.4520,34.0200,82.0291,3.01901,6.558,6.133,12.317,-0.9431,-10.715,0.8123,0.214966,0.0492,0,0,0.0523,0.0000,1,13.931,14.223,0.07901,0.09969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,143.99543,126.61895,0.09969,-0.55060,0.04992,1.18649
12.4984,33.6041,82.0413,3.06672,6.446,6.187,5.979,-0.9559,-9.840,1.0123,0.104349,0.0794,0,0,0.0465,0.0000,1,10.234,10.525,0.07510,0.10607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,148.57745,127.03842,0.10607,-0.52975,0.05731,1.18459
12.5500,33.2483,82.0453,3.10437,6.365,6.216,14.979,-0.9742,-9.045,0.6656,0.261429,0.1426,0,0,0.0416,0.0000,1,11.626,12.089,0.07230,0.11308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,116.68330,127.36301,0.11308,-0.40433,0.03895,1.10922
12.6018,33.0524,82.0430,3.12185,6.259,6.107,6.967,-0.9839,-8.727,0.7293,0.121597,0.1997,0,0,0.0575,0.0000,1,13.649,13.956,0.07092,0.11495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,122.12772,127.52745,0.11495,-0.42736,0.01899,1.11612
12.6525,32.6972,82.0259,-3.13029,6.146,6.108,15.967,-0.9977,-8.366,0.5648,0.278676,0.2887,0,0,0.0446,0.0000,1,14.201,14.604,0.06839,0.11971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,127.05779,127.88461,0.11971,-0.38802,0.04114,1.13316
12.6984,32.5128,82.0110,-3.11308,6.170,6.025,7.363,-1.0013,-7.987,0.5163,0.128508,0.2589,0,0,0.0627,0.0000,1,10.182,10.584,0.06732,0.12515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,120.66657,128.03940,0.12515,-0.35181,0.04313,1.13318
12.7523,32.1206,81.9649,-3.07547,6.072,6.016,8.438,-0.9996,-7.335,0.7973,0.147274,0.2904,0,0,0.0549,0.0000,1,14.184,14.458,0.06479,0.13236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,114.99071,128.43700,0.13236,-0.31061,0.02870,1.11166
12.8007,31.7788,81.9125,-3.04143,5.975,5.993,9.050,-0.9958,-6.544,0.6265,0.157961,0.3143,0,0,0.0445,0.0000,1,12.544,12.825,0.06302,0.13837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,115.06292,128.75525,0.13837,-0.34186,0.02103,1.10266
12.8491,31.5917,81.8787,-3.02421,5.870,6.016,5.064,-0.9912,-6.145,0.6088,0.088384,0.4251,0,0,0.0590,0.0000,1,10.853,11.206,0.06214,0.14171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,110.80642,128.91796,0.14171,-0.20576,0.03162,1.07879
12.8980,31.2363,81.8047,-2.98865,5.822,5.959,6.907,-0.9781,-5.382,0.5513,0.120559,0.4377,0,0,0.0509,0.0000,1,9.902,10.175,0.06009,0.14406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,104.46171,129.28336,0.14406,-0.26956,0.00347,1.05551
12.9514,31.0473,81.7589,-2.96727,5.897,6.037,8.911,-0.9668,-4.740,0.8436,0.155530,0.3961,0,0,0.0674,0.0000,1,13.283,13.564,0.05913,0.14518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,93.07640,129.45221,0.14518,-0.20352,0.01422,1.03250
13.0044,30.7138,81.6744,-2.93219,5.889,5.967,12.190,-0.9482,-3.895,0.6369,0.212755,0.3613,0,0,0.0602,0.0000,1,16.312,16.591,0.05850,0.14463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,76.99175,129.79794,0.14238,-0.17877,-0.01643,0.98081
13.0518,30.5380,81.6246,-2.91559,5.793,6.075,9.441,-0.9393,-3.473,0.6446,0.164777,0.3705,0,0,0.0762,0.0000,1,13.578,13.935,0.05831,0.14430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,81.20289,129.95578,0.14208,-0.18110,-0.00862,0.97411
13.1081,30.2106,81.5190,-2.88318,5.770,5.935,3.832,-0.9097,-2.705,0.5224,0.066878,0.4206,0,0,0.0610,0.0000,1,19.806,20.183,0.05975,0.14433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,79.65746,130.27567,0.13766,-0.19571,-0.02527,0.94962
13.1596,29.8558,81.3846,-2.84372,5.735,5.894,5.563,-0.8662,-1.780,0.6692,0.097100,0.4270,0,0,0.0469,0.0000,1,21.022,21.369,0.06277,0.14466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,71.17045,130.65586,0.13346,-0.18910,-0.04065,0.90215
13.1989,29.7056,81.3225,-2.82509,5.821,6.130,8.363,-0.8421,-1.215,0.5122,0.145954,0.3777,0,0,0.0549,0.0000,1,10.608,10.982,0.06435,0.14444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,60.68543,130.79322,0.13221,-0.17316,-0.04644,0.87111
13.2524,29.5297,81.2445,-2.80473,5.752,6.034,6.889,-0.8148,-0.752,0.4885,0.120240,0.3593,0,0,0.0717,0.0000,1,13.913,14.347,0.06657,0.14495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,59.34291,130.98562,0.13155,-0.16115,-0.04657,0.84163
13.2989,29.1722,81.0907,-2.76497,5.784,6.176,12.673,-0.7685,0.068,0.4772,0.221181,0.3411,0,0,0.0506,0.0000,1,10.681,11.039,0.07170,0.14463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,44.07908,131.34913,0.12959,-0.11065,-0.07234,0.77325
13.3492,28.9952,81.0060,-2.74405,5.875,6.177,7.877,-0.7411,0.461,0.6250,0.137477,0.2892,0,0,0.0662,0.0000,1,10.929,11.308,0.07447,0.14519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,39.50354,131.54491,0.12865,-0.13075,-0.05900,0.74623
13.3982,28.6501,80.8253,-2.70498,5.887,6.075,8.560,-0.6819,1.093,0.7732,0.149396,0.2712,0,0,0.0529,0.0000,1,10.062,10.378,0.07954,0.14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,32.30663,131.90767,0.12714,-0.11112,-0.07929,0.68470
13.4468,28.3425,80.6477,-2.67000,5.906,6.361,5.084,-0.6225,1.541,0.5919,0.088732,0.2501,0,0,0.0425,0.0000,1,8.654,8.999,0.08459,0.14430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,28.52988,132.23622,0.12816,-0.09554,-0.05647,0.62857
13.4975,28.1767,80.5443,-2.65152,5.843,6.402,7.281,-0.5895,1.658,0.7073,0.127083,0.3094,0,0,0.0588,0.0000,1,9.283,9.640,0.08768,0.14507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.87427,132.43023,0.12821,-0.05439,-0.06642,0.59488
13.5467,27.8844,80.3511,-2.61648,5.844,6.555,5.193,-0.5257,1.970,0.5391,0.090636,0.3331,0,0,0.0415,0.0000,1,8.572,8.844,0.09313,0.14472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,24.90202,132.75475,0.12669,-0.10220,-0.07242,0.53102
13.6011,27.7185,80.2420,-2.59596,5.946,6.618,14.193,-0.4943,2.095,0.6240,0.247715,0.2756,0,0,0.0670,0.0000,1,12.116,12.629,0.09650,0.14495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.44937,132.95202,0.12469,-0.09057,-0.08662,0.48954
13.6507,27.4370,80.0469,-2.56522,5.896,6.532,6.117,-0.4444,2.016,0.4157,0.106767,0.3109,0,0,0.0514,0.0000,1,12.399,12.886,0.10242,0.14485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.26642,133.27138,0.12201,-0.05357,-0.08698,0.44075
13.6967,27.2798,79.9313,-2.54977,5.844,6.532,10.606,-0.4154,1.770,0.5100,0.185113,0.3763,0,0,0.0761,0.0000,1,8.448,8.828,0.10606,0.14495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.89504,133.46517,0.11915,-0.03087,-0.09406,0.41335
13.7489,27.0192,79.7321,-2.52200,5.830,6.374,6.885,-0.3715,1.416,0.3431,0.120173,0.3990,0,0,0.0568,0.0000,1,10.680,11.022,0.11229,0.14507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.10659,133.77217,0.11499,-0.07178,-0.09547,0.37278
13.7967,26.7191,79.4826,-2.49032,5.786,6.374,9.494,-0.3180,0.765,0.4478,0.165699,0.4451,0,0,0.0499,0.0000,1,8.526,8.851,0.12056,0.14493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.73562,134.14295,0.11169,-0.02004,-0.09012,0.32406
13.8478,26.5785,79.3590,-2.47329,5.863,6.262,5.412,-0.2909,0.426,0.6787,0.094456,0.3935,0,0,0.0657,0.0000,1,9.593,9.954,0.12527,0.14504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.55579,134.32931,0.11024,-0.07608,-0.08057,0.30116
13.8976,26.3292,79.1256,-2.44197,5.876,6.197,12.937,-0.2450,-0.180,0.5920,0.225795,0.3614,0,0,0.0594,0.0000,1,9.349,9.742,0.13342,0.14522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,13.33126,134.65426,0.10783,-0.08696,-0.09248,0.26534
13.9505,26.1994,78.9953,-2.42540,5.772,6.197,8.868,-0.2160,-0.551,0.6693,0.154772,0.4501,0,0,0.0740,0.0000,1,12.261,12.632,0.13765,0.14452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,19.07889,134.82417,0.10726,-0.06864,-0.08411,0.25232
14.0018,25.9621,78.7533,-2.39384,5.814,6.178,11.532,-0.1805,-1.450,0.5037,0.201268,0.4055,0,0,0.0650,0.0000,1,13.683,13.957,0.14309,0.14493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,12.96158,135.16335,0.10452,-0.09039,-0.11400,0.21062
14.0469,25.7243,78.5013,-2.36168,5.816,6.178,7.692,-0.1526,-2.370,0.3786,0.134249,0.3628,0,0,0.0481,0.0000,1,8.792,9.050,0.14527,0.14319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.89703,135.49974,0.10248,-0.03835,-0.07116,0.20021
14.0995,25.5968,78.3511,-2.34269,5.891,6.196,8.324,-0.1298,-2.900,0.5956,0.145277,0.3005,0,0,0.0734,0.0000,1,11.307,11.641,0.14383,0.14171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,10.65372,135.69692,0.10131,-0.04296,-0.06114,0.21603
14.1521,25.3900,78.0910,-2.31003,5.874,6.244,9.899,-0.1008,-3.690,0.4369,0.172778,0.2853,0,0,0.0534,0.0000,1,13.849,14.306,0.14126,0.13691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.67213,136.02238,0.09974,-0.03923,-0.06173,0.21803
