# fsae control log — tag=mpc_standalone
# t0_epoch_s=1786571022.5192  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# ── run configuration (enough to reproduce this exact run) ──
# controller=mpc_standalone
# use_nmpc=1
# launch.map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/speed_profile.csv'
# launch.path_map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/raceline.csv'
# launch.use_precomputed_heading_profile=True
# launch.enable_dynamic_speed_cap=False
# launch.dynamic_cap_a_lat_max=3.2
# launch.dynamic_cap_safety=0.9
# launch.v_max=18.0
# launch.v_min=1.5
# mpc_params.q_e_y=6.35
# mpc_params.q_e_yd=0.5
# mpc_params.q_e_psi=1.65
# mpc_params.q_r=1.0
# mpc_params.q_e_v=5.4
# mpc_params.r_delta=1.8
# mpc_params.r_a_accel=2.25
# mpc_params.r_a_brake=0.5
# mpc_params.r_rate_delta=2.5
# mpc_params.r_rate_a=2.25
# mpc_params.terminal_q_scale=1.0
# mpc_params.adaptive_q_scaling_enabled=False
# mpc_params.steer_rate_anti_hunt_enabled=True
# mpc_params.adaptive_r_rate_enable_in_corners=True
# mpc_params.delay_compensation_enabled=True
# mpc_params.ref_heading_rate_limit_enabled=False
# mpc_params.ref_heading_rise_rate_deg_s=90.0
# mpc_params.max_delay_compensation_steps=3
# mpc_params.predict_epsi_clip=0.5
# mpc_params.pose_age_lp_alpha=0.15
# mpc_params.n_delay_hysteresis=0.25
# mpc_params.adaptive_r_rate_during_floor=0.625
# mpc_params.anti_hunt_boost_max=6.0
# mpc_params.corner_factor_k=8.0
# mpc_params.q_ey_straight=4.5
# mpc_params.q_ey_corner=9.0
# mpc_params.q_epsi_straight=1.5
# mpc_params.q_epsi_corner=3.0
# mpc_params.q_r_straight=1.0
# mpc_params.q_r_corner=0.5
# mpc_params.rrate_steer_straight=2.0
# mpc_params.rrate_steer_corner=1.25
# mpc_params.r_steer_corner_mid=1.35
# mpc_params.low_speed_corner_boost_v_half=4.0
# mpc_params.low_speed_corner_boost_max_extra=0.3
# mpc_params.epsi_ra_half_rad=0.17453292519943295
# mpc_params.epsi_ra_accel_boost_max=2.0
# mpc_params.epsi_ra_brake_floor=0.5
# mpc_params.nmpc_q_e_y=-1.0
# mpc_params.nmpc_q_e_yd=-1.0
# mpc_params.nmpc_q_e_psi=-1.0
# mpc_params.nmpc_q_epsi_dot=-1.0
# mpc_params.nmpc_q_e_v=-1.0
# mpc_params.nmpc_r_delta=-1.0
# mpc_params.nmpc_r_a_accel=-1.0
# mpc_params.nmpc_r_a_brake=-1.0
# mpc_params.nmpc_r_rate_delta=-1.0
# mpc_params.nmpc_r_rate_a=-1.0
# mpc_params.nmpc_terminal_scale=-1.0
# nmpc_params.use_nmpc=True
# nmpc_params.nmpc_horizon=20
# nmpc_params.nmpc_sqp_iters=1
# nmpc_params.nmpc_solve_budget_ms=25.0
# nmpc_params.nmpc_rk_substeps=2
# nmpc_params.nmpc_jac_substeps=1
# nmpc_params.nmpc_trust_delta_rad=0.15707963267948966
# nmpc_params.nmpc_trust_a=0.6
# nmpc_params.nmpc_backtrack_max=2
# nmpc_params.nmpc_track_halfwidth=3.5
# nmpc_params.nmpc_slack_weight=10000.0
# nmpc_params.nmpc_curvature_dense_step=0.5
# nmpc_params.nmpc_curvature_smooth_w=3
# nmpc_params.nmpc_kappa_clip=0.5
# nmpc_params.nmpc_alat_ceiling_enabled=True
# nmpc_params.nmpc_osqp_max_iter=500
# nmpc_params.nmpc_osqp_eps=0.0001
# nmpc_effective.w_out=[6.35, 0.5, 1.65, 1.0, 5.4]
# nmpc_effective.r_delta=1.8
# nmpc_effective.r_a_accel=2.25
# nmpc_effective.r_a_brake=0.5
# nmpc_effective.r_rate=[2.5, 2.25]
# nmpc_effective.terminal_scale=1.0
# lap_time_s=52.3495
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.532012
# n_steps=1214
# rmse=0.378183
# peak_lateral_error_m=1.179072
# speed_rmse_mps=3.220934
# yaw_rms_radps=0.447572
# max_yaw_rate_radps=1.375391
# control_smooth_rms=0.226654
# jerk_rms=0.246474
# steer_rms=0.143954
# accel_rms_mps2=1.881400
# max_steering_rad=0.436331
# max_accel_mps2=12.000000
# steering_sat_ratio=0.005766
# steering_reversal_rms=0.056059
# steering_reversal_rate=0.186161
# steering_reversals=226
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,kappa_growth_rate,kappa_max_abs_effective,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_R_steer_relax,m_Rrate_corner,m_Rrate_antihunt,m_Rrate_lowspeed,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff,kappa_horizon_end,w_epsi_sum,nmpc_iters,nmpc_status,nmpc_cost,nmpc_s0,nmpc_kappa_horizon_end,nmpc_pred_ey_end,nmpc_pred_epsi_end,nmpc_pred_ey_max_abs
33.2979,-27.8386,68.0043,-1.06231,7.229,7.198,2.714,0.0197,-6.949,0.6431,0.047363,0.3564,0,0,0.0549,0.0000,1,9.729,10.045,0.09180,0.10196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.07129,288.49210,0.07207,-0.16918,-0.03300,0.27738
33.3491,-27.7106,67.8010,-1.04380,7.199,7.142,11.714,0.0124,-7.167,0.5276,0.204442,0.2800,0,0,0.0603,0.0000,1,10.877,11.259,0.09264,0.10245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,16.70536,288.73316,0.07066,-0.24340,-0.05217,0.27106
33.4032,-27.5779,67.5969,-1.02337,7.295,7.142,9.169,0.0061,-7.295,0.4601,0.160032,0.1584,0,0,0.0770,0.0000,1,14.959,15.307,0.09351,0.10225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,12.40362,288.97780,0.06873,-0.16907,-0.02681,0.28429
33.4476,-27.4397,67.3992,-1.00564,7.225,7.105,8.842,-0.0005,-7.598,0.5280,0.154321,0.1603,0,0,0.0906,0.0000,1,9.487,9.787,0.09521,0.10196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.98177,289.21991,0.06815,-0.15461,-0.00525,0.33974
33.4974,-27.1613,66.9954,-0.97391,7.341,7.090,17.842,-0.0357,-8.500,0.3097,0.311401,0.0339,0,0,0.0614,0.0000,1,9.232,9.511,0.09884,0.10229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,16.42162,289.70972,0.06531,-0.19328,-0.01253,0.35850
33.5497,-27.0136,66.7970,-0.95767,7.412,7.090,12.656,-0.0542,-8.962,0.4824,0.220890,-0.1537,0,0,0.0746,0.0000,1,11.623,11.930,0.10068,0.10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,23.14555,289.95500,0.06439,-0.26539,0.00901,0.44424
33.5982,-26.7035,66.4176,-0.92539,7.364,7.097,16.888,-0.0850,-9.945,0.3968,0.294750,-0.1328,0,0,0.0472,0.0000,1,9.993,10.307,0.10233,0.10132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,46.75758,290.44257,0.06330,-0.33011,0.07156,0.61088
33.6483,-26.5419,66.2373,-0.90719,7.242,7.128,7.888,-0.0946,-10.316,0.5528,0.137676,-0.1765,0,0,0.0614,0.0000,1,10.249,10.536,0.10176,0.10028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,52.61390,290.68578,0.06224,-0.39631,0.08482,0.65894
33.6990,-26.3775,66.0631,-0.88599,7.252,7.128,14.201,-0.1056,-10.476,0.5948,0.247856,-0.0106,0,0,0.0633,0.0000,1,10.616,10.958,0.10082,0.09866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,59.78186,290.92223,0.06179,-0.39496,0.06476,0.67626
33.7507,-26.0359,65.7325,-0.83764,7.092,7.256,5.201,-0.1147,-10.402,0.8015,0.090777,0.0697,0,0,0.0464,0.0000,1,12.272,12.695,0.09779,0.09580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,63.47330,291.39696,0.05872,-0.52654,0.04918,0.69582
33.8005,-25.8690,65.5833,-0.81245,6.969,7.256,8.678,-0.1141,-10.189,0.7157,0.151456,0.2967,0,0,0.0526,0.0000,1,12.356,12.625,0.09644,0.09463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,57.71020,291.61814,0.05749,-0.32787,0.03798,0.60567
33.8512,-25.6959,65.4283,-0.78529,6.952,7.348,10.926,-0.1223,-9.916,0.6256,0.190698,0.2968,0,0,0.0709,0.0000,1,13.066,13.432,0.09517,0.09343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,37.30639,291.85235,0.05406,-0.23633,0.02714,0.50777
33.9097,-25.5209,65.2824,-0.75867,6.818,7.348,8.782,-0.1235,-9.611,0.8328,0.153283,0.3161,0,0,0.0824,0.0000,1,21.248,21.643,0.09398,0.09234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,44.16596,292.07711,0.05302,-0.13429,0.06017,0.47893
33.9490,-25.1772,65.0056,-0.70919,6.680,7.451,13.510,-0.1369,-9.111,0.4956,0.235788,0.5430,0,0,0.0495,0.0000,1,10.727,11.099,0.09179,0.09019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,44.22384,292.51571,0.04870,-0.22256,-0.02280,0.39916
33.9990,-24.9963,64.8743,-0.68352,6.688,7.451,4.765,-0.1409,-8.810,0.7456,0.083161,0.5872,0,0,0.0618,0.0000,1,10.907,11.182,0.09067,0.08905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,51.90918,292.74117,0.04654,-0.17183,0.09297,0.46940
34.0508,-24.8143,64.7523,-0.65959,6.549,7.560,9.237,-0.1375,-8.586,0.6355,0.161210,0.7921,0,0,0.0662,0.0000,1,12.676,12.938,0.08958,0.08791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,59.58308,292.96216,0.04495,-0.30425,-0.04204,0.40432
34.1013,-24.4427,64.5217,-0.60877,6.477,7.671,9.237,-0.1315,-7.877,0.6688,0.161209,0.8941,0,0,0.0450,0.0000,1,12.980,13.293,0.08728,0.08561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,67.35852,293.39807,0.04121,-0.15271,0.05800,0.41544
34.1486,-24.2539,64.4087,-0.58279,6.587,7.671,5.104,-0.1330,-7.463,0.7431,0.089088,0.8810,0,0,0.0481,0.0000,1,10.420,10.718,0.08613,0.08443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,49.11560,293.61457,0.03779,-0.28656,-0.05313,0.30651
34.1986,-24.0659,64.2980,-0.56167,6.535,7.780,7.086,-0.1362,-7.324,0.4530,0.123679,0.9098,0,0,0.0664,0.0000,1,10.315,10.658,0.08497,0.08368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,47.51963,293.83372,0.03466,-0.02990,0.00067,0.28046
34.2515,-23.8713,64.1920,-0.53841,6.638,7.780,9.537,-0.1388,-7.050,0.7244,0.166455,0.8478,0,0,0.0803,0.0000,1,13.278,13.631,0.08395,0.08308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,43.69533,294.05139,0.03215,0.00499,0.03499,0.28904
34.2969,-23.4744,63.9940,-0.49798,6.892,7.887,3.876,-0.1406,-6.839,0.4341,0.067651,0.6611,0,0,0.0495,0.0000,1,8.687,9.033,0.08277,0.08126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,25.69431,294.49211,0.02490,-0.10398,0.00010,0.30772
34.3489,-23.2609,63.8969,-0.47837,7.023,7.990,5.305,-0.1395,-6.818,0.5756,0.092588,0.5394,0,0,0.0608,0.0000,1,10.764,11.046,0.08172,0.08006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,24.17997,294.72791,0.02188,-0.13310,0.02007,0.34056
34.3983,-23.0397,63.8023,-0.45800,7.205,7.990,7.169,-0.1401,-6.757,0.5275,0.125125,0.4181,0,0,0.0653,0.0000,1,10.088,10.420,0.08064,0.07859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.70178,294.96462,0.01824,-0.07887,0.04012,0.35350
34.4489,-22.5801,63.6200,-0.41636,7.501,8.090,11.484,-0.1398,-6.602,0.6263,0.200442,0.1581,0,0,0.0494,0.0000,1,10.617,10.953,0.07775,0.07465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,10.86641,295.45654,0.01160,-0.08171,0.02090,0.32020
34.5031,-22.3491,63.5338,-0.39696,7.592,8.191,10.478,-0.1407,-6.546,0.5716,0.182872,0.0583,0,0,0.0540,0.0000,1,14.853,15.241,0.07574,0.07261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,0.00000,10.95728,295.69922,0.00891,-0.07604,0.02309,0.33091
34.5531,-22.1071,63.4483,-0.37770,7.691,8.301,11.628,-0.1462,-6.553,0.4263,0.202955,0.0058,0,0,0.0712,0.0000,1,14.812,15.323,0.07348,0.07076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.63395,295.95685,0.00576,-0.03425,0.04163,0.33837
34.5966,-21.8624,63.3709,-0.35766,7.686,8.301,4.882,-0.1447,-6.448,0.6090,0.085209,0.0445,0,0,0.0867,0.0000,1,8.313,8.717,0.07163,0.06914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.12674,296.20988,0.00332,-0.04362,0.07236,0.35993
34.6469,-21.3697,63.2396,-0.31386,7.631,8.430,7.495,-0.1320,-5.979,0.5281,0.130813,0.1349,0,0,0.0590,0.0000,1,8.818,9.092,0.06844,0.06651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.91409,296.71858,-0.00107,-0.13926,0.01505,0.35605
34.6964,-21.1202,63.1842,-0.28906,7.643,8.586,1.826,-0.1192,-5.564,0.7294,0.031865,0.2072,0,0,0.0755,0.0000,1,8.076,8.485,0.06709,0.06521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.73520,296.97588,-0.00377,-0.08715,0.08443,0.35819
34.7483,-20.6259,63.0914,-0.23597,7.515,8.769,9.548,-0.0871,-4.417,0.5868,0.166648,0.4050,0,0,0.0486,0.0000,1,9.931,10.391,0.06457,0.06284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.33010,297.47845,-0.00884,-0.08982,0.00311,0.20288
34.8023,-20.3801,63.0517,-0.20889,7.457,8.769,3.203,-0.0716,-3.767,0.8480,0.055912,0.5609,0,0,0.0640,0.0000,1,13.946,14.459,0.06341,0.06153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,25.67175,297.72640,-0.01065,-0.13684,0.01125,0.20156
34.8487,-20.1458,63.0110,-0.18587,7.443,8.977,6.565,-0.0630,-3.313,0.6682,0.114582,0.6894,0,0,0.0655,0.0000,1,10.574,10.885,0.06230,0.06001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,24.60112,297.96496,-0.01341,0.00216,0.01381,0.11843
34.9057,-19.6588,62.9341,-0.14412,7.377,9.212,1.252,-0.0561,-2.628,0.6041,0.021851,0.8491,0,0,0.0466,0.0000,1,17.347,17.783,0.05925,0.05627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,37.34527,298.45566,-0.01631,-0.00349,-0.01376,0.07441
34.9581,-19.4152,62.9054,-0.12572,7.353,9.473,8.826,-0.0510,-2.384,0.5247,0.154040,0.9937,0,0,0.0478,0.0000,1,19.895,20.195,0.05729,0.05415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,49.37885,298.70148,-0.01763,-0.00537,-0.00787,0.07281
34.9979,-19.1695,62.8814,-0.10727,7.398,9.473,3.781,-0.0431,-2.129,0.3812,0.065986,1.0814,0,0,0.0584,0.0000,1,9.646,9.953,0.05523,0.05179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,55.27057,298.94758,-0.01883,-0.07702,-0.00911,0.07702
35.0467,-18.9246,62.8661,-0.09126,7.353,9.756,6.953,-0.0326,-1.963,0.4049,0.121361,1.2477,0,0,0.0713,0.0000,1,8.601,8.908,0.05297,0.04946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,75.43273,299.19338,-0.01971,-0.03084,-0.00171,0.05543
35.1004,-18.6756,62.8463,-0.07641,7.488,9.756,6.953,-0.0298,-1.860,0.3993,0.121360,1.2692,0,0,0.0738,0.0000,1,12.060,12.477,0.05061,0.04691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,68.42463,299.44266,-0.02093,-0.04104,-0.00302,0.04104
35.1526,-18.1671,62.8285,-0.04998,7.720,10.058,4.996,-0.0143,-1.750,0.4038,0.087190,1.2017,0,0,0.0505,0.0000,1,13.539,14.279,0.04558,0.04220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,55.47823,299.95173,-0.02274,-0.01036,0.00671,0.03158
35.1977,-17.9052,62.8294,-0.03627,7.848,10.370,4.370,-0.0001,-1.622,0.3415,0.076270,1.1910,0,0,0.0515,0.0000,1,9.522,9.796,0.04327,0.03969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,57.30568,300.21382,-0.02358,-0.01437,0.00629,0.03030
35.2504,-17.6368,62.8363,-0.02083,8.044,10.370,2.224,0.0168,-1.399,0.3220,0.038819,1.1257,0,0,0.0698,0.0000,1,12.277,12.594,0.04096,0.03676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,48.91969,300.48265,-0.02464,-0.02724,0.00518,0.03639
35.2989,-17.0891,62.8615,0.01334,8.491,10.720,-6.776,0.0573,-0.637,0.3817,-0.118261,0.8519,0,0,0.0434,0.0000,1,10.640,11.067,0.03523,0.03078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,20.75071,301.03170,-0.02655,-0.00268,0.00954,0.04393
35.3492,-16.7980,62.8784,0.03071,8.738,10.983,1.845,0.0775,-0.195,0.5466,0.032207,0.6790,0,0,0.0590,0.0000,1,11.079,11.434,0.03218,0.02740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.98015,301.32434,-0.02740,-0.00753,0.01193,0.06279
35.3991,-16.5137,62.8991,0.04698,8.961,11.277,-1.827,0.0986,0.234,0.4720,-0.031879,0.5935,0,0,0.0644,0.0000,1,10.852,11.155,0.02909,0.02805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,12.92938,301.60920,-0.02805,-0.09437,-0.00189,0.09460
35.4526,-15.8941,62.9392,0.07423,9.402,11.564,-2.511,0.1247,0.886,0.3343,-0.043830,0.3361,0,0,0.0462,0.0000,1,13.517,14.110,0.02228,0.02928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,2.78336,302.23250,-0.02928,0.02837,0.01601,0.13108
35.4976,-15.5759,62.9665,0.08491,9.576,11.843,-2.891,0.1396,1.108,0.3133,-0.050450,0.2603,0,0,0.0518,0.0000,1,9.228,9.606,0.01911,0.02990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,3.17828,302.55165,-0.02990,-0.00777,0.01187,0.14263
35.5534,-15.2525,62.9993,0.09492,9.751,12.116,-3.937,0.1563,1.360,0.2291,-0.068712,0.2464,0,0,0.0704,0.0000,1,15.282,15.550,0.01599,0.03054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,3.82506,302.87768,-0.03054,-0.01952,0.01064,0.15891
35.5971,-14.6127,63.0518,0.10454,9.965,12.383,-3.409,0.1664,1.426,0.0905,-0.059501,0.2226,0,0,0.0454,0.0000,1,8.968,9.275,0.00978,0.03089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,3.69982,303.52044,-0.03063,0.00488,0.01257,0.18071
35.6467,-14.2826,63.0764,0.10426,10.028,12.639,-2.995,0.1631,1.265,-0.0067,-0.052268,0.3292,0,0,0.0643,0.0000,1,8.574,8.834,0.00666,0.03090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,8.02870,303.85222,-0.02998,0.00539,0.01193,0.17847
35.6976,-13.9484,63.1007,0.10095,10.046,12.639,-2.882,0.1565,0.979,-0.1057,-0.050304,0.5007,0,0,0.0806,0.0000,1,9.476,9.760,0.00357,0.03076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,16.09313,304.18766,-0.02906,0.00166,0.01122,0.16924
35.7469,-13.3015,63.1401,0.08622,10.023,12.989,-1.122,0.1302,0.111,-0.1976,-0.019579,0.7386,0,0,0.0532,0.0000,1,8.806,9.075,-0.00237,0.03089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,31.79965,304.83580,-0.02808,-0.01001,0.00992,0.13558
35.7995,-12.9686,63.1582,0.07619,10.004,13.000,0.483,0.1126,-0.388,-0.3012,0.008434,0.9790,0,0,0.0698,0.0000,1,11.248,11.605,-0.00549,0.03080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,50.77737,305.16881,-0.02752,-0.01609,0.00858,0.11211
35.8465,-12.3040,63.1843,0.05387,9.996,13.169,1.938,0.0686,-1.343,-0.2694,0.033825,1.2079,0,0,0.0460,0.0000,1,8.432,8.701,-0.01150,0.03088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,72.35710,305.83275,-0.02638,-0.02440,0.00801,0.06097
35.8971,-11.9711,63.1980,0.04388,10.005,13.184,3.631,0.0498,-1.675,-0.3206,0.063369,1.4058,0,0,0.0632,0.0000,1,8.796,9.108,-0.01396,0.03085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,93.07861,306.16525,-0.02571,-0.01886,0.00829,0.04127
35.9527,-11.6566,63.2084,0.03527,10.101,13.184,2.306,0.0315,-1.908,-0.2621,0.040246,1.5098,0,0,0.0692,0.0000,1,14.566,14.862,-0.01587,0.03078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,99.50780,306.47925,-0.02502,0.00856,0.01136,0.03822
36.0022,-10.9796,63.2379,0.02538,10.309,13.079,0.161,0.0113,-1.795,-0.1109,0.002806,1.4805,0,0,0.0562,0.0000,1,12.659,13.537,-0.01880,0.03089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,86.89548,307.15632,-0.02362,0.04365,0.01549,0.04365
36.0472,-10.6600,63.2558,0.02562,10.431,13.079,-3.593,0.0121,-1.431,0.0072,-0.062714,1.4715,0,0,0.0552,0.0000,1,9.033,9.425,-0.01986,0.03080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,87.32031,307.47636,-0.02285,0.00981,0.01191,0.02529
36.1003,-10.3063,63.2775,0.02921,10.620,12.961,-7.236,0.0193,-0.807,0.0730,-0.126289,1.3921,0,0,0.0709,0.0000,1,12.106,12.455,-0.02096,0.03078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,74.09296,307.83057,-0.02181,-0.03249,0.00756,0.04009
36.1462,-9.9453,63.2976,0.03430,10.839,12.805,-0.800,0.0283,-0.071,0.1460,-0.013956,1.2455,0,0,0.0870,0.0000,1,8.093,8.343,-0.02195,0.03082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,55.86675,308.19212,-0.02134,-0.00996,0.00841,0.02055
36.1971,-9.2021,63.3247,0.03959,11.239,12.505,-0.796,0.0388,1.201,0.0226,-0.013886,0.9194,0,0,0.0613,0.0000,1,8.841,9.193,-0.02364,0.03091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,23.34456,308.93499,-0.01947,-0.08710,-0.00362,0.09318
36.2473,-8.8212,63.3304,0.03845,11.428,12.505,-9.795,0.0381,1.663,-0.0362,-0.170963,0.6922,0,0,0.0775,0.0000,1,9.261,9.515,-0.02454,0.03075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.91477,309.31555,-0.01814,0.07158,0.01168,0.09623
36.2987,-8.0611,63.3367,0.02988,11.840,12.219,-2.176,0.0373,2.274,-0.1122,-0.037981,0.3069,0,0,0.0552,0.0000,1,10.320,10.779,-0.02619,0.03086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,1.87711,310.07500,-0.01639,0.01024,0.00554,0.09395
36.3488,-7.6584,63.3439,0.02524,12.079,12.089,-8.399,0.0476,2.621,-0.1522,-0.146591,-0.0119,0,0,0.0732,0.0000,1,10.480,10.880,-0.02699,0.03091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,2.96562,310.47761,-0.01561,0.07938,0.01022,0.11338
36.3970,-7.2849,63.3500,0.02111,12.267,11.974,-5.914,0.0606,2.968,-0.1295,-0.103219,-0.3512,0,0,0.0772,0.0000,1,8.654,8.999,-0.02753,0.03076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,5.60529,310.85033,-0.01499,0.01908,0.00510,0.12426
36.4491,-6.4709,63.3485,0.00960,12.536,11.884,-10.593,0.0852,3.614,-0.1821,-0.184890,-0.8150,0,0,0.0591,0.0000,1,11.048,11.329,-0.02858,0.03090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,16.49699,311.66228,-0.01381,0.08693,0.00391,0.20955
36.4998,-6.0507,63.3438,0.00209,12.610,11.822,-10.365,0.1001,3.875,-0.2297,-0.180903,-1.0794,0,0,0.0655,0.0000,1,11.428,11.788,-0.02912,0.03074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.35732,312.08109,-0.01323,0.06050,0.00179,0.23741
