# fsae control log — tag=mpc_standalone
# t0_epoch_s=1786595532.3082  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# ── run configuration (enough to reproduce this exact run) ──
# controller=mpc_standalone
# use_nmpc=1
# launch.map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/speed_profile.csv'
# launch.path_map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/raceline.csv'
# launch.use_precomputed_heading_profile=True
# launch.enable_dynamic_speed_cap=False
# launch.dynamic_cap_a_lat_max=3.2
# launch.dynamic_cap_safety=0.9
# launch.v_max=18.0
# launch.v_min=1.5
# mpc_params.q_e_y=6.35
# mpc_params.q_e_yd=0.5
# mpc_params.q_e_psi=1.65
# mpc_params.q_r=1.0
# mpc_params.q_e_v=5.4
# mpc_params.r_delta=1.35
# mpc_params.r_a_accel=2.25
# mpc_params.r_a_brake=0.5
# mpc_params.r_rate_delta=2.8
# mpc_params.r_rate_a=2.25
# mpc_params.terminal_q_scale=1.0
# mpc_params.adaptive_q_scaling_enabled=False
# mpc_params.steer_rate_anti_hunt_enabled=True
# mpc_params.adaptive_r_rate_enable_in_corners=True
# mpc_params.delay_compensation_enabled=True
# mpc_params.ref_heading_rate_limit_enabled=False
# mpc_params.ref_heading_rise_rate_deg_s=90.0
# mpc_params.max_delay_compensation_steps=3
# mpc_params.predict_epsi_clip=0.5
# mpc_params.pose_age_lp_alpha=0.15
# mpc_params.n_delay_hysteresis=0.25
# mpc_params.adaptive_r_rate_during_floor=0.625
# mpc_params.anti_hunt_boost_max=6.0
# mpc_params.corner_factor_k=8.0
# mpc_params.q_ey_straight=4.5
# mpc_params.q_ey_corner=9.0
# mpc_params.q_epsi_straight=1.5
# mpc_params.q_epsi_corner=3.0
# mpc_params.q_r_straight=1.0
# mpc_params.q_r_corner=0.5
# mpc_params.rrate_steer_straight=2.0
# mpc_params.rrate_steer_corner=1.25
# mpc_params.r_steer_corner_mid=1.35
# mpc_params.low_speed_corner_boost_v_half=4.0
# mpc_params.low_speed_corner_boost_max_extra=0.3
# mpc_params.epsi_ra_half_rad=0.17453292519943295
# mpc_params.epsi_ra_accel_boost_max=2.0
# mpc_params.epsi_ra_brake_floor=0.5
# mpc_params.nmpc_q_e_y=-1.0
# mpc_params.nmpc_q_e_yd=-1.0
# mpc_params.nmpc_q_e_psi=-1.0
# mpc_params.nmpc_q_epsi_dot=-1.0
# mpc_params.nmpc_q_e_v=-1.0
# mpc_params.nmpc_r_delta=-1.0
# mpc_params.nmpc_r_a_accel=-1.0
# mpc_params.nmpc_r_a_brake=-1.0
# mpc_params.nmpc_r_rate_delta=-1.0
# mpc_params.nmpc_r_rate_a=-1.0
# mpc_params.nmpc_terminal_scale=-1.0
# nmpc_params.use_nmpc=True
# nmpc_params.nmpc_horizon=20
# nmpc_params.nmpc_sqp_iters=1
# nmpc_params.nmpc_solve_budget_ms=25.0
# nmpc_params.nmpc_rk_substeps=2
# nmpc_params.nmpc_jac_substeps=1
# nmpc_params.nmpc_trust_delta_rad=0.15707963267948966
# nmpc_params.nmpc_trust_a=0.6
# nmpc_params.nmpc_backtrack_max=2
# nmpc_params.nmpc_track_halfwidth=3.5
# nmpc_params.nmpc_slack_weight=10000.0
# nmpc_params.nmpc_curvature_dense_step=0.5
# nmpc_params.nmpc_curvature_smooth_w=3
# nmpc_params.nmpc_kappa_clip=0.5
# nmpc_params.nmpc_alat_ceiling_enabled=True
# nmpc_params.nmpc_spline_reference_enabled=True
# nmpc_params.nmpc_horizon_speed_profile_enabled=False
# nmpc_params.nmpc_friction_circle_enabled=False
# nmpc_params.nmpc_osqp_max_iter=500
# nmpc_params.nmpc_osqp_eps=0.0001
# nmpc_effective.w_out=[6.35, 0.5, 1.65, 1.0, 5.4]
# nmpc_effective.r_delta=1.35
# nmpc_effective.r_a_accel=2.25
# nmpc_effective.r_a_brake=0.5
# nmpc_effective.r_rate=[2.8, 2.25]
# nmpc_effective.terminal_scale=1.0
# lap_time_s=51.4966
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.474191
# n_steps=1107
# rmse=0.312563
# peak_lateral_error_m=0.967912
# speed_rmse_mps=2.814328
# yaw_rms_radps=0.466300
# max_yaw_rate_radps=1.365406
# control_smooth_rms=0.212689
# jerk_rms=0.272205
# steer_rms=0.140886
# accel_rms_mps2=1.448369
# max_steering_rad=0.436332
# max_accel_mps2=10.274637
# steering_sat_ratio=0.000903
# steering_reversal_rms=0.055556
# steering_reversal_rate=0.178862
# steering_reversals=198
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,corner_factor,low_speed_corner_boost,corner_frac,Q_ey_base,Q_epsi_base,Q_r_base,R_steer_corner_blend,Rrate_steer_corner_blend,m_Q_ey_soften,m_R_speed,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff,nmpc_iters,nmpc_status,nmpc_cost,nmpc_s0,nmpc_kappa_horizon_end,nmpc_pred_ey_end,nmpc_pred_epsi_end,nmpc_pred_ey_max_abs,nmpc_fyf_max_abs,nmpc_fyr_max_abs
12.9479,26.3126,79.0186,-2.47558,6.672,6.197,13.771,-0.1967,-2.643,0.8077,0.240345,0.3583,0,0,0.0547,0.0000,1,10.859,11.276,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.69617,134.73566,0.10393,-0.32716,-0.05804,0.37359,,
12.9969,26.1506,78.8795,-2.45683,6.738,6.197,13.515,-0.1873,-3.157,0.5446,0.235883,0.2174,0,0,0.0771,0.0000,1,9.948,10.342,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.18099,134.93806,0.10229,-0.14603,-0.03838,0.31314,,
13.0528,25.8477,78.5978,-2.41835,6.817,6.178,17.869,-0.1681,-4.301,0.4284,0.311878,0.0476,0,0,0.0584,0.0000,1,14.735,16.294,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,16.22417,135.34236,0.10057,-0.20124,-0.02503,0.36724,,
13.0997,25.6866,78.4351,-2.39707,6.858,6.196,14.216,-0.1597,-4.994,0.6505,0.248112,-0.1153,0,0,0.0818,0.0000,1,12.723,13.038,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,21.21999,135.57245,0.10002,-0.26395,-0.01225,0.43056,,
13.1498,25.4118,78.1313,-2.36086,6.859,6.244,17.894,-0.1450,-6.212,0.4907,0.312306,-0.2098,0,0,0.0578,0.0000,1,12.936,13.308,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,36.51255,135.97470,0.09864,-0.34674,0.04471,0.55620,,
13.1967,25.2666,77.9538,-2.33899,6.854,6.244,14.773,-0.1330,-6.717,0.5918,0.257835,-0.4227,0,0,0.0810,0.0000,1,9.959,10.224,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,41.61385,136.19737,0.09746,-0.44490,0.00860,0.60252,,
13.2524,25.0206,77.6249,-2.29106,6.775,6.312,12.801,-0.1071,-7.157,0.5924,0.223413,-0.3968,0,0,0.0617,0.0000,1,15.305,15.737,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,41.60224,136.60540,0.09638,-0.43122,0.00907,0.60337,,
13.2971,24.7767,77.2505,-2.23110,6.626,6.391,3.801,-0.0712,-7.143,1.1717,0.066334,-0.1415,0,0,0.0521,0.0000,1,10.365,10.625,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,38.17642,137.05298,0.09561,-0.40097,-0.00090,0.53083,,
13.3473,24.6920,77.1080,-2.20632,6.562,6.391,10.616,-0.0580,-6.994,0.7242,0.185284,-0.0198,0,0,0.0704,0.0000,1,10.583,10.847,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,32.36116,137.22101,0.09492,-0.42526,-0.05204,0.49059,,
13.3981,24.4955,76.7373,-2.14082,6.362,6.476,1.616,-0.0132,-6.418,1.3654,0.028204,0.1893,0,0,0.0604,0.0000,1,11.292,11.638,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,26.79782,137.64393,0.09340,-0.23148,-0.03585,0.33598,,
13.4475,24.3354,76.4093,-2.08285,6.218,6.562,10.616,0.0204,-5.835,0.9778,0.185284,0.3329,0,0,0.0491,0.0000,1,10.653,10.997,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.51942,138.01364,0.09239,-0.18494,-0.08525,0.18494,,
13.4962,24.2518,76.2207,-2.05442,6.169,6.649,6.498,0.0361,-5.730,1.0529,0.113411,0.4228,0,0,0.0644,0.0000,1,9.437,9.748,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,19.48499,138.22190,0.09209,-0.08281,-0.02772,0.18652,,
13.5503,24.1110,75.8811,-2.00459,6.059,6.649,8.710,0.0578,-5.589,0.7688,0.152013,0.5288,0,0,0.0566,0.0000,1,13.318,13.711,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.82136,138.59519,0.09146,-0.01674,-0.06529,0.06846,,
13.5962,24.0427,75.7015,-1.97771,5.999,6.736,4.793,0.0718,-5.456,1.0321,0.083652,0.5962,0,0,0.0708,0.0000,1,9.415,9.704,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,25.90119,138.79257,0.09136,-0.07130,-0.04292,0.11941,,
13.6484,23.9298,75.3664,-1.93260,5.933,6.824,5.300,0.0892,-5.403,0.8198,0.092502,0.6983,0,0,0.0617,0.0000,1,11.527,11.880,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.01078,139.14910,0.09154,0.03663,-0.06220,0.05253,,
13.6991,23.8736,75.1861,-1.91336,5.924,6.824,8.902,0.0932,-5.677,0.6996,0.155361,0.7034,0,0,0.0756,0.0000,1,12.342,12.630,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.67844,139.34393,0.09173,0.01458,-0.06357,0.05586,,
13.7498,23.7755,74.8394,-1.87664,5.932,6.912,6.418,0.1004,-6.108,0.5230,0.112022,0.6914,0,0,0.0632,0.0000,1,12.976,13.284,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.68821,139.71147,0.09128,0.03539,-0.05804,0.06348,,
13.7983,23.7251,74.6484,-1.85520,5.930,6.912,6.708,0.0993,-6.225,0.7341,0.117070,0.6899,0,0,0.0777,0.0000,1,11.457,11.757,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,29.73430,139.91014,0.09148,0.04460,-0.05345,0.06367,,
13.8549,23.6441,74.2840,-1.82168,5.981,6.999,6.621,0.0985,-6.806,0.5682,0.115559,0.6754,0,0,0.0570,0.0000,1,17.904,18.285,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,28.51134,140.29040,0.09357,-0.00904,-0.04856,0.06344,,
13.8989,23.6110,74.0844,-1.80483,6.051,7.085,6.039,0.1024,-7.168,0.4588,0.105400,0.6411,0,0,0.0816,0.0000,1,11.882,12.240,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,26.70116,140.49396,0.09300,-0.04554,-0.04560,0.11191,,
13.9462,23.5537,73.7211,-1.77107,6.304,7.166,12.024,0.0997,-7.611,0.3579,0.209866,0.4684,0,0,0.0545,0.0000,1,9.359,9.670,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,12.79137,140.86895,0.09068,-0.03170,-0.05356,0.11873,,
13.9989,23.5267,73.5071,-1.75168,6.455,7.166,10.660,0.0989,-7.885,0.5042,0.186047,0.3437,0,0,0.0769,0.0000,1,11.914,12.255,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,9.92903,141.09068,0.08957,-0.00885,-0.03649,0.14690,,
14.0500,23.4853,73.1043,-1.71720,6.663,7.240,14.450,0.0908,-8.426,0.4214,0.252196,0.1670,0,0,0.0531,0.0000,1,12.418,13.441,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,7.68953,141.50201,0.08598,-0.06616,-0.04475,0.18733,,
14.1040,23.4714,72.8808,-1.69901,6.699,7.303,9.566,0.0847,-8.711,0.5241,0.166954,0.1148,0,0,0.0677,0.0000,1,17.161,17.507,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.15492,141.72712,0.08500,-0.08285,-0.01850,0.25261,,
14.1467,23.4638,72.6557,-1.67654,6.736,7.303,8.584,0.0865,-8.787,0.6392,0.149812,0.1131,0,0,0.0887,0.0000,1,9.686,10.074,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,12.55443,141.95815,0.08388,-0.10899,-0.02751,0.27346,,
14.1996,23.4667,72.2306,-1.63261,6.747,7.353,8.870,0.0906,-8.784,0.5455,0.154814,0.1112,0,0,0.0585,0.0000,1,12.839,13.176,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.16773,142.39113,0.07976,-0.11916,-0.01798,0.29119,,
14.2476,23.4784,72.0050,-1.60816,6.743,7.353,5.406,0.0937,-8.686,0.6426,0.094350,0.1310,0,0,0.0814,0.0000,1,10.661,11.024,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.06070,142.61933,0.07849,-0.14943,-0.00692,0.31187,,
14.2965,23.5070,71.5951,-1.55792,6.741,7.389,11.111,0.1016,-8.166,0.5842,0.193929,0.1822,0,0,0.0606,0.0000,1,9.620,9.983,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,10.83427,143.03888,0.07531,-0.10222,-0.04419,0.19267,,
14.3477,23.5569,71.1511,-1.50522,6.668,7.410,5.609,0.1090,-7.656,0.7056,0.097887,0.2666,0,0,0.0512,0.0000,1,10.772,11.109,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,13.71530,143.49436,0.07147,-0.09640,-0.02225,0.18591,,
14.3968,23.5842,70.9311,-1.47809,6.642,7.415,3.297,0.1107,-7.318,1.0544,0.057540,0.3619,0,0,0.0597,0.0000,1,10.055,10.314,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.25848,143.71773,0.06925,-0.07799,-0.06257,0.07799,,
14.4474,23.6075,70.7621,-1.46075,6.628,7.415,12.297,0.1053,-7.283,0.4199,0.214619,0.3752,0,0,0.0700,0.0000,1,10.486,10.856,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.17951,143.89380,0.06738,-0.03010,-0.05250,0.05885,,
14.4974,23.6464,70.5466,-1.43664,6.554,7.407,10.152,0.1077,-7.091,0.6054,0.177187,0.4733,0,0,0.0870,0.0000,1,10.183,10.500,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,20.58046,144.11429,0.06648,-0.06047,-0.01695,0.13586,,
14.5472,23.7288,70.1188,-1.39659,6.515,7.390,10.002,0.0969,-7.155,0.4930,0.174559,0.5662,0,0,0.0519,0.0000,1,10.322,10.631,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.89637,144.55625,0.06191,-0.02138,-0.05071,0.05554,,
14.6031,23.7756,69.9072,-1.38019,6.495,7.390,4.037,0.0880,-7.386,0.4031,0.070456,0.6091,0,0,0.0726,0.0000,1,16.265,16.610,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,21.43087,144.77736,0.06006,0.00831,-0.03648,0.06795,,
14.6504,23.8289,69.6985,-1.35987,6.452,7.370,5.352,0.0852,-7.368,0.6911,0.093418,0.6175,0,0,0.0797,0.0000,1,13.490,13.803,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,27.47086,144.99391,0.05882,-0.02206,-0.02603,0.09526,,
14.6986,23.9483,69.3119,-1.32296,6.436,7.354,6.811,0.0867,-7.397,0.5042,0.118879,0.6282,0,0,0.0547,0.0000,1,11.711,12.015,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,33.15420,145.40464,0.05548,-0.06118,-0.01447,0.15670,,
14.7500,24.0215,69.1086,-1.30322,6.458,7.354,2.953,0.0923,-7.427,0.6158,0.051548,0.6256,0,0,0.0578,0.0000,1,13.134,13.485,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,35.03476,145.62600,0.05374,-0.03919,0.00656,0.18841,,
14.7974,24.0897,68.9104,-1.28134,6.525,7.347,11.953,0.0908,-7.284,0.4667,0.208627,0.6451,0,0,0.0679,0.0000,1,10.609,11.015,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,25.92681,145.83697,0.05125,-0.15551,-0.05548,0.15551,,
14.8498,24.1645,68.7033,-1.26354,6.596,7.347,8.679,0.0867,-7.445,0.4470,0.151475,0.6066,0,0,0.0880,0.0000,1,12.889,13.257,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,21.48410,146.06168,0.04869,-0.03915,-0.00536,0.13318,,
14.8971,24.3230,68.3119,-1.22477,6.692,7.354,10.833,0.0837,-7.463,0.3729,0.189075,0.5340,0,0,0.0518,0.0000,1,10.322,10.590,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,17.77914,146.48974,0.04436,-0.15526,-0.04711,0.15526,,
14.9488,24.4173,68.1059,-1.20300,6.779,7.379,8.986,0.0840,-7.418,0.5301,0.156835,0.4635,0,0,0.0692,0.0000,1,12.059,12.325,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.81725,146.71792,0.04179,-0.05489,0.00420,0.17301,,
14.9999,24.5201,67.9009,-1.18193,6.857,7.379,7.189,0.0905,-7.447,0.6467,0.125471,0.3945,0,0,0.0747,0.0000,1,13.060,13.354,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.39170,146.95263,0.04051,-0.05350,0.01343,0.21361,,
15.0481,24.7413,67.4942,-1.13394,7.029,7.427,6.043,0.1037,-7.221,0.5819,0.105469,0.2653,0,0,0.0515,0.0000,1,11.063,11.464,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,9.73943,147.42375,0.03452,-0.06283,-0.00076,0.21103,,
15.0976,24.8622,67.2891,-1.10685,7.117,7.501,4.084,0.1116,-6.928,0.8733,0.071278,0.1724,0,0,0.0564,0.0000,1,10.819,11.088,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,7.86495,147.66395,0.03126,-0.03581,0.02995,0.18291,,
15.1485,24.9798,67.1000,-1.08319,7.159,7.501,12.990,0.1202,-6.760,0.5229,0.226726,0.1210,0,0,0.0648,0.0000,1,11.641,11.978,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,6.37657,147.89316,0.02872,-0.11423,-0.02614,0.15450,,
15.2010,25.1088,66.8966,-1.05539,7.211,7.603,5.961,0.1264,-6.408,0.6699,0.104047,0.0938,0,0,0.0745,0.0000,1,14.179,14.496,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,3.79129,148.13600,0.02626,-0.02934,0.00825,0.09560,,
15.2468,25.3733,66.4919,-1.00701,7.240,7.733,8.488,0.1265,-6.097,0.7883,0.148147,0.0745,0,0,0.0487,0.0000,1,9.910,10.262,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,1.67909,148.62697,0.02053,-0.03849,-0.02653,0.08548,,
15.2969,25.5064,66.3016,-0.98744,7.212,7.733,8.500,0.1236,-6.137,0.4481,0.148357,0.1022,0,0,0.0586,0.0000,1,10.121,10.440,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,2.54239,148.86498,0.01790,-0.00045,-0.00957,0.07942,,
15.3505,25.6503,66.1109,-0.96424,7.156,7.888,2.542,0.1272,-5.958,0.5778,0.044360,0.2039,0,0,0.0793,0.0000,1,13.331,13.765,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,5.70184,149.10524,0.01627,0.00445,0.01786,0.08040,,
15.3976,25.7975,65.9234,-0.94554,7.140,7.888,8.851,0.1263,-6.023,0.6283,0.154486,0.2775,0,0,0.0865,0.0000,1,10.742,11.006,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,6.56211,149.34925,0.01409,-0.01480,-0.01325,0.07910,,
15.4485,26.0870,65.5837,-0.90597,7.035,8.068,3.017,0.1348,-5.821,0.5077,0.052665,0.4347,0,0,0.0688,0.0000,1,11.602,11.956,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,15.72880,149.80280,0.01119,-0.01903,0.02825,0.08428,,
15.5010,26.2451,65.4121,-0.88175,6.982,8.271,-1.871,0.1453,-5.479,0.8125,-0.032649,0.5918,0,0,0.0757,0.0000,1,14.062,14.482,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,21.39423,150.03761,0.00864,0.03035,-0.00421,0.09776,,
15.5492,26.5458,65.0928,-0.84190,6.912,8.498,7.125,0.1527,-5.088,0.5406,0.124357,0.7363,0,0,0.0487,0.0000,1,12.235,12.584,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,30.38498,150.48332,0.00385,0.04586,-0.00614,0.11280,,
15.5972,26.7045,64.9261,-0.82572,6.902,8.498,5.701,0.1482,-5.122,0.4661,0.099508,0.8470,0,0,0.0544,0.0000,1,10.355,10.670,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,37.21222,150.71897,0.00192,-0.05841,-0.03173,0.11635,,
15.6451,26.8650,64.7620,-0.80607,6.881,8.747,5.052,0.1470,-4.932,0.4446,0.088165,0.9760,0,0,0.0643,0.0000,1,8.269,8.610,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,46.76810,150.94917,-0.00059,0.05415,-0.02113,0.11909,,
15.6997,27.0231,64.5957,-0.79425,6.883,8.747,10.541,0.1317,-5.151,0.2957,0.183982,1.0698,0,0,0.0830,0.0000,1,12.601,13.000,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,53.14822,151.18268,-0.00336,0.04601,-0.01554,0.10923,,
15.7478,27.3518,64.2860,-0.76787,6.969,9.014,4.129,0.1202,-5.331,0.2711,0.072065,1.1135,0,0,0.0514,0.0000,1,10.966,11.287,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,54.93799,151.63864,-0.00767,-0.01057,-0.01187,0.08370,,
15.7973,27.5307,64.1315,-0.75313,7.082,9.297,2.888,0.1206,-5.332,0.3731,0.050407,1.1222,0,0,0.0692,0.0000,1,10.406,10.740,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,54.13831,151.87578,-0.01168,0.03743,-0.00747,0.07918,,
15.8491,27.7157,63.9760,-0.73965,7.240,9.297,5.212,0.1178,-5.401,0.4153,0.090966,1.0650,0,0,0.0750,0.0000,1,12.344,12.635,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,47.10778,152.12138,-0.01562,-0.00913,-0.01071,0.07467,,
15.8967,28.1002,63.6676,-0.70848,7.587,9.591,2.064,0.1173,-5.220,0.3846,0.036025,0.8654,0,0,0.0563,0.0000,1,9.867,10.187,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,25.53518,152.61883,-0.02198,-0.01678,0.00298,0.07672,,
15.9471,28.3031,63.5048,-0.69387,7.795,9.893,8.244,0.1115,-5.183,0.4996,0.143888,0.7404,0,0,0.0626,0.0000,1,10.319,10.601,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,20.11393,152.88203,-0.02779,0.01292,0.00686,0.07399,,
16.0057,28.4871,63.3610,-0.68213,7.974,10.200,5.616,0.1031,-5.195,0.2744,0.098021,0.6637,0,0,0.0723,0.0000,1,18.908,19.181,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,18.12907,153.11571,-0.03141,-0.00043,0.00871,0.06489,,
16.0511,28.9290,63.0324,-0.65528,8.360,10.508,4.710,0.0882,-5.168,0.4085,0.082200,0.4691,0,0,0.0476,0.0000,1,14.136,14.470,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,6.43090,153.66931,-0.04030,-0.00566,0.01701,0.05085,,
16.0983,29.1453,62.8786,-0.64304,8.514,10.508,7.211,0.0809,-5.146,0.2806,0.125856,0.4021,0,0,0.0518,0.0000,1,11.526,11.806,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,6.78722,153.93669,-0.04458,-0.01240,0.01880,0.03808,,
16.1470,29.3848,62.7183,-0.62859,8.638,10.813,0.119,0.0794,-5.003,0.3173,0.002078,0.4194,0,0,0.0674,0.0000,1,10.181,10.477,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,9.29692,154.22553,-0.04908,-0.06432,0.01622,0.06432,,
16.1989,29.6307,62.5596,-0.61232,8.773,11.089,7.403,0.0788,-4.753,0.4594,0.129213,0.4500,0,0,0.0748,0.0000,1,12.199,12.487,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,10.45700,154.52048,-0.05419,-0.02932,0.02075,0.04026,,
16.2473,30.1392,62.2484,-0.57728,8.955,11.306,-0.363,0.0854,-3.940,0.4673,-0.006333,0.4583,0,0,0.0551,0.0000,1,10.297,10.646,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,11.22936,155.11954,-0.06257,-0.12286,0.01686,0.12286,,
16.2998,30.3961,62.0915,-0.56115,9.029,11.466,1.515,0.0827,-3.540,0.5194,0.026440,0.5408,0,0,0.0593,0.0000,1,12.997,13.311,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,14.58612,155.42224,-0.06702,0.02798,0.03032,0.05361,,
16.3485,30.6349,61.9429,-0.54868,9.062,11.466,5.971,0.0744,-3.272,0.2738,0.104214,0.6554,0,0,0.0594,0.0000,1,11.724,12.047,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,22.01361,155.70447,-0.07108,-0.01812,0.02245,0.05303,,
16.4034,30.8968,61.7901,-0.53636,9.094,11.568,4.914,0.0707,-3.028,0.2640,0.085757,0.7901,0,0,0.0780,0.0000,1,16.561,16.883,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,31.51045,156.00794,-0.07436,-0.02608,0.02077,0.06774,,
16.4465,31.1578,61.6337,-0.52656,9.125,11.568,6.930,0.0591,-2.832,0.2878,0.120944,0.9164,0,0,0.0858,0.0000,1,9.578,9.970,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,40.79430,156.31274,-0.07913,-0.04654,0.01945,0.06860,,
16.4949,31.6942,61.3400,-0.50834,9.177,11.602,4.225,0.0538,-2.418,0.2428,0.073743,1.0307,0,0,0.0628,0.0000,1,8.182,8.455,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,49.40365,156.92501,-0.08425,0.00179,0.02427,0.04366,,
16.5476,31.9689,61.2026,-0.49828,9.207,11.602,-1.021,0.0606,-2.071,0.3002,-0.017819,1.1452,0,0,0.0705,0.0000,1,10.743,11.079,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,60.00286,157.23283,-0.08762,-0.05353,0.01923,0.05353,,
16.5975,32.5316,60.9385,-0.47070,9.349,11.416,-10.021,0.0923,-0.843,0.3681,-0.174897,1.1320,0,0,0.0530,0.0000,1,10.759,11.068,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,52.66758,157.85514,-0.09381,-0.02237,0.02108,0.07431,,
16.6467,32.8206,60.8075,-0.45449,9.508,11.416,-1.357,0.1128,-0.003,0.5642,-0.023677,1.0499,0,0,0.0608,0.0000,1,9.964,10.237,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,43.40960,158.17260,-0.09582,-0.02761,0.03034,0.09408,,
16.6991,33.0747,60.6958,-0.44068,9.655,11.242,-1.364,0.1335,0.761,0.3240,-0.023803,0.9677,0,0,0.0711,0.0000,1,12.287,12.594,,,,,,,,,,,,,,,,,,,,1.00000,1.00000,37.07499,158.44994,-0.09678,-0.07796,0.01999,0.13481,,
