# x,y,psi,v_target -- minimum-time racing line exported by tuner.raceline_optimizer from a cone_recorder map.
# source_map=/home/Formula-Student-Driverless-Simulator/cone_map.json
# centreline_lap_time_s=38.372 raceline_lap_time_s=36.966 improvement_pct=3.66
x,y,psi,v_target
-16.4318,62.9298,-0.00668,13.9948
-15.9689,62.9304,0.00835,14.3862
-15.5052,62.9375,0.02142,14.7680
-15.0408,62.9503,0.03253,15.1408
-14.5760,62.9678,0.04171,15.5051
-14.1109,62.9891,0.04896,15.8613
-13.6456,63.0133,0.05434,16.2099
-13.1804,63.0397,0.05785,16.5513
-12.7152,63.0672,0.05953,16.7000
-12.2502,63.0951,0.05936,16.7000
-11.7854,63.1225,0.05727,16.7000
-11.3209,63.1484,0.05316,16.7000
-10.8566,63.1719,0.04746,16.7000
-10.3924,63.1925,0.04097,16.7000
-9.9284,63.2100,0.03391,16.7000
-9.4645,63.2240,0.02618,16.7000
-9.0007,63.2342,0.01773,16.7000
-8.5370,63.2404,0.00858,16.7000
-8.0735,63.2422,-0.00122,16.7000
-7.6101,63.2393,-0.01162,16.7000
-7.1469,63.2314,-0.02255,16.7000
-6.6840,63.2184,-0.03394,16.7000
-6.2214,63.2000,-0.04575,16.7000
-5.7591,63.1761,-0.05791,16.7000
-5.2973,63.1464,-0.07040,16.7000
-4.8360,63.1110,-0.08319,16.7000
-4.3754,63.0696,-0.09630,16.7000
-3.9153,63.0220,-0.10968,16.7000
-3.4559,62.9683,-0.12306,16.7000
-2.9972,62.9085,-0.13622,16.7000
-2.5392,62.8427,-0.14916,16.7000
-2.0820,62.7709,-0.16190,16.7000
-1.6257,62.6934,-0.17443,16.7000
-1.1702,62.6103,-0.18675,16.7000
-0.7156,62.5215,-0.19882,16.7000
-0.2620,62.4273,-0.21063,16.7000
0.1906,62.3277,-0.22215,16.7000
0.6421,62.2231,-0.23338,16.7000
1.0926,62.1133,-0.24429,16.7000
1.5419,61.9987,-0.25488,16.7000
1.9902,61.8795,-0.26515,16.7000
2.4374,61.7556,-0.27507,16.7000
2.8834,61.6274,-0.28467,16.7000
3.3283,61.4949,-0.29393,16.7000
3.7720,61.3584,-0.30286,16.7000
4.2146,61.2180,-0.31149,16.7000
4.6561,61.0737,-0.31981,16.7000
5.0965,60.9259,-0.32785,16.7000
5.5357,60.7746,-0.33563,16.7000
5.9739,60.6198,-0.34318,16.6402
6.4109,60.4618,-0.35053,16.4435
6.8468,60.3007,-0.35773,16.2445
7.2816,60.1364,-0.36481,16.0429
7.7153,59.9690,-0.37183,15.8388
8.1479,59.7986,-0.37884,15.6320
8.5792,59.6251,-0.38590,15.4224
9.0094,59.4486,-0.39307,15.2099
9.4382,59.2689,-0.40038,14.9944
9.8658,59.0861,-0.40783,14.7757
10.2920,58.9000,-0.41536,14.5537
10.7169,58.7107,-0.42291,14.3282
11.1402,58.5183,-0.43103,14.0992
11.5618,58.3222,-0.44048,13.8665
11.9810,58.1219,-0.45145,13.6299
12.3977,57.9169,-0.46387,13.3893
12.8112,57.7066,-0.47771,13.1445
13.2212,57.4906,-0.49302,12.8953
13.6272,57.2682,-0.50987,12.6415
14.0287,57.0391,-0.52834,12.3829
14.4249,56.8026,-0.54850,12.1193
14.8153,56.5583,-0.57042,11.8503
15.1993,56.3058,-0.59415,11.5757
15.5759,56.0445,-0.61971,11.2950
15.9446,55.7740,-0.64706,11.0080
16.3044,55.4941,-0.67608,10.7142
16.6547,55.2044,-0.70655,10.4206
16.9945,54.9050,-0.73852,10.1119
17.3227,54.5962,-0.77251,9.7949
17.6379,54.2781,-0.80874,9.4695
17.9387,53.9508,-0.84715,9.1698
18.2240,53.6147,-0.88772,8.8823
18.4925,53.2703,-0.93057,8.5913
18.7428,52.9183,-0.97599,8.2843
18.9737,52.5590,-1.02445,8.0140
19.1843,52.1922,-1.07527,7.8904
19.3750,51.8166,-1.12617,7.9112
19.5465,51.4320,-1.17621,7.9583
19.6987,51.0391,-1.22593,7.9769
19.8315,50.6387,-1.27561,7.9822
19.9444,50.2313,-1.32536,7.9853
20.0370,49.8180,-1.37516,7.9917
20.1092,49.3997,-1.42496,8.0033
20.1605,48.9773,-1.47470,8.0196
20.1909,48.5519,-1.52433,8.0381
20.2002,48.1246,-1.57383,8.0546
20.1883,47.6965,-1.62325,8.0624
20.1552,47.2687,-1.67275,8.0699
20.1009,46.8422,-1.72220,8.1139
20.0253,46.4173,-1.77091,8.2069
19.9290,45.9948,-1.81851,8.3132
19.8125,45.5757,-1.86516,8.4084
19.6762,45.1610,-1.91097,8.4944
19.5208,44.7517,-1.95605,8.5744
19.3468,44.3487,-2.00043,8.6501
19.1548,43.9529,-2.04415,8.7223
18.9455,43.5651,-2.08724,8.7911
18.7194,43.1862,-2.12974,8.8564
18.4774,42.8167,-2.17167,8.9177
18.2200,42.4575,-2.21307,8.9739
17.9481,42.1092,-2.25399,9.0218
17.6622,41.7722,-2.29452,9.0550
17.3631,41.4472,-2.33482,9.0625
17.0514,41.1347,-2.37516,9.0510
16.7275,40.8353,-2.41561,9.0704
16.3916,40.5490,-2.45561,9.1547
16.0441,40.2758,-2.49467,9.2764
15.6855,40.0157,-2.53275,9.4094
15.3165,39.7685,-2.56983,9.5539
14.9376,39.5344,-2.60585,9.7130
14.5494,39.3131,-2.64076,9.8890
14.1525,39.1047,-2.67450,10.0832
13.7476,38.9088,-2.70701,10.2965
13.3354,38.7254,-2.73825,10.5297
12.9163,38.5541,-2.76816,10.8130
12.4912,38.3946,-2.79673,11.2277
12.0606,38.2467,-2.82393,11.6847
11.6250,38.1098,-2.84976,12.1445
11.1851,37.9837,-2.87420,12.5886
10.7414,37.8677,-2.89727,13.0185
10.2942,37.7616,-2.91898,13.4354
9.8442,37.6646,-2.93936,13.8405
9.3916,37.5765,-2.95841,14.2346
8.9368,37.4966,-2.97619,14.6187
8.4802,37.4243,-2.99272,14.9934
8.0219,37.3593,-3.00804,15.3594
7.5624,37.3010,-3.02220,15.7171
7.1017,37.2489,-3.03524,16.0672
6.6400,37.2026,-3.04721,16.4101
6.1776,37.1615,-3.05815,16.7000
5.7145,37.1252,-3.06811,16.7000
5.2510,37.0932,-3.07710,16.7000
4.7870,37.0653,-3.08511,16.7000
4.3226,37.0408,-3.09213,16.7000
3.8581,37.0193,-3.09827,16.7000
3.3933,37.0005,-3.10390,16.7000
2.9285,36.9842,-3.10920,16.7000
2.4635,36.9703,-3.11413,16.7000
1.9985,36.9587,-3.11868,16.7000
1.5334,36.9490,-3.12284,16.7000
1.0683,36.9412,-3.12663,16.7000
0.6031,36.9351,-3.13009,16.7000
0.1379,36.9305,-3.13324,16.7000
-0.3273,36.9273,-3.13609,16.7000
-0.7926,36.9254,-3.13868,16.7000
-1.2578,36.9246,-3.14101,16.7000
-1.7231,36.9249,3.14007,16.7000
-2.1884,36.9260,3.13819,16.7000
-2.6537,36.9280,3.13652,16.7000
-3.1189,36.9308,3.13505,16.7000
-3.5842,36.9341,3.13377,16.7000
-4.0495,36.9380,3.13268,16.7000
-4.5148,36.9424,3.13176,16.7000
-4.9801,36.9472,3.13103,16.7000
-5.4454,36.9522,3.13046,16.7000
-5.9107,36.9575,3.13005,16.7000
-6.3759,36.9630,3.12981,16.7000
-6.8412,36.9685,3.12972,16.7000
-7.3065,36.9740,3.12979,16.7000
-7.7718,36.9795,3.13001,16.7000
-8.2371,36.9848,3.13038,16.7000
-8.7023,36.9899,3.13088,16.7000
-9.1676,36.9948,3.13153,16.7000
-9.6329,36.9993,3.13231,16.7000
-10.0982,37.0034,3.13322,16.7000
-10.5635,37.0071,3.13427,16.7000
-11.0287,37.0102,3.13546,16.7000
-11.4940,37.0128,3.13682,16.7000
-11.9593,37.0147,3.13835,16.7000
-12.4246,37.0158,3.13998,16.7000
-12.8898,37.0162,-3.14151,16.7000
-13.3551,37.0157,-3.13974,16.6142
-13.8204,37.0145,-3.13785,16.4170
-14.2857,37.0123,-3.13581,16.2174
-14.7509,37.0091,-3.13358,16.0153
-15.2162,37.0048,-3.13112,15.8106
-15.6814,36.9993,-3.12840,15.6033
-16.1466,36.9925,-3.12535,15.3931
-16.6118,36.9842,-3.12192,15.1801
-17.0770,36.9742,-3.11805,14.9640
-17.5422,36.9623,-3.11367,14.7447
-18.0073,36.9482,-3.10872,14.5221
-18.4723,36.9317,-3.10317,14.2960
-18.9373,36.9125,-3.09706,14.0663
-19.4022,36.8903,-3.09051,13.8327
-19.8671,36.8649,-3.08346,13.5951
-20.3316,36.8362,-3.07508,13.3533
-20.7956,36.8031,-3.06459,13.1072
-21.2588,36.7647,-3.05202,12.8566
-21.7208,36.7200,-3.03749,12.6013
-22.1814,36.6683,-3.02105,12.3412
-22.6400,36.6087,-3.00268,12.0760
-23.0962,36.5404,-2.98237,11.8056
-23.5494,36.4626,-2.96009,11.5298
-23.9989,36.3747,-2.93583,11.2482
-24.4442,36.2759,-2.90960,10.9607
-24.8843,36.1655,-2.88141,10.6670
-25.3186,36.0431,-2.85129,10.3666
-25.7464,35.9080,-2.81923,10.0592
-26.1668,35.7598,-2.78518,9.7440
-26.5793,35.5979,-2.74901,9.4319
-26.9832,35.4217,-2.71067,9.2242
-27.3787,35.2304,-2.67143,9.1975
-27.7664,35.0237,-2.63276,9.2689
-28.1464,34.8021,-2.59467,9.3252
-28.5183,34.5659,-2.55682,9.3523
-28.8816,34.3154,-2.51905,9.3689
-29.2359,34.0509,-2.48133,9.3860
-29.5805,33.7727,-2.44371,9.4089
-29.9150,33.4813,-2.40623,9.4394
-30.2389,33.1772,-2.36896,9.4778
-30.5516,32.8607,-2.33197,9.5237
-30.8530,32.5326,-2.29533,9.5764
-31.1424,32.1933,-2.25906,9.6350
-31.4197,31.8434,-2.22322,9.6972
-31.6846,31.4837,-2.18782,9.7587
-31.9368,31.1145,-2.15283,9.8112
-32.1762,30.7366,-2.11813,9.8427
-32.4025,30.3505,-2.08354,9.8747
-32.6155,29.9563,-2.04924,9.9739
-32.8154,29.5543,-2.01591,10.1594
-33.0026,29.1449,-1.98391,10.3797
-33.1773,28.7287,-1.95315,10.6034
-33.3398,28.3063,-1.92360,10.8883
-33.4904,27.8782,-1.89523,11.2538
-33.6295,27.4450,-1.86804,11.6481
-33.7573,27.0071,-1.84203,12.0750
-33.8741,26.5651,-1.81719,12.5211
-33.9805,26.1195,-1.79354,12.9528
-34.0767,25.6707,-1.77103,13.3712
-34.1632,25.2191,-1.74967,13.7777
-34.2405,24.7651,-1.72941,14.1732
-34.3088,24.3090,-1.71025,14.5584
-34.3688,23.8511,-1.69218,14.9342
-34.4207,23.3918,-1.67522,15.3011
-34.4652,22.9312,-1.65943,15.6598
-34.5027,22.4697,-1.64463,16.0107
-34.5335,22.0076,-1.63032,16.3541
-34.5578,21.5449,-1.61626,16.6906
-34.5756,21.0819,-1.60251,16.7000
-34.5872,20.6186,-1.58910,16.5219
-34.5926,20.1551,-1.57600,16.3244
-34.5920,19.6916,-1.56318,16.1244
-34.5855,19.2280,-1.55057,15.9218
-34.5732,18.7645,-1.53811,15.7167
-34.5552,18.3011,-1.52572,15.5088
-34.5314,17.8380,-1.51334,15.2980
-34.5019,17.3751,-1.50089,15.0843
-34.4666,16.9127,-1.48830,14.8675
-34.4255,16.4506,-1.47553,14.6475
-34.3784,15.9892,-1.46258,14.4241
-34.3253,15.5284,-1.44950,14.1972
-34.2661,15.0683,-1.43635,13.9666
-34.2010,14.6091,-1.42268,13.7322
-34.1293,14.1513,-1.40776,13.4939
-34.0506,13.6951,-1.39140,13.2516
-33.9642,13.2408,-1.37373,13.0050
-33.8697,12.7889,-1.35477,12.7541
-33.7664,12.3396,-1.33454,12.4985
-33.6541,11.8934,-1.31301,12.2381
-33.5321,11.4508,-1.29015,11.9727
-33.4001,11.0124,-1.26595,11.7019
-33.2577,10.5786,-1.24039,11.4255
-33.1044,10.1502,-1.21347,11.1432
-32.9399,9.7276,-1.18521,10.8546
-32.7640,9.3115,-1.15558,10.5593
-32.5763,8.9027,-1.12456,10.2925
-32.3765,8.5016,-1.09201,10.0195
-32.1643,8.1090,-1.05774,9.7870
-31.9391,7.7253,-1.02222,9.6903
-31.7006,7.3502,-0.98670,9.7239
-31.4489,6.9836,-0.95169,9.7822
-31.1844,6.6258,-0.91696,9.8169
-30.9073,6.2769,-0.88238,9.8414
-30.6181,5.9374,-0.84792,9.8668
-30.3169,5.6076,-0.81362,9.8992
-30.0043,5.2880,-0.77952,9.9412
-29.6806,4.9787,-0.74570,9.9936
-29.3462,4.6801,-0.71223,10.0563
-29.0016,4.3925,-0.67917,10.1292
-28.6474,4.1160,-0.64657,10.2117
-28.2840,3.8508,-0.61449,10.3023
-27.9120,3.5971,-0.58296,10.3974
-27.5318,3.3548,-0.55197,10.4899
-27.1440,3.1241,-0.52147,10.5677
-26.7489,2.9051,-0.49133,10.6424
-26.3470,2.6977,-0.46161,10.8090
-25.9383,2.5018,-0.43290,11.1733
-25.5233,2.3170,-0.40559,11.6306
-25.1024,2.1429,-0.37966,12.0914
-24.6762,1.9790,-0.35506,12.5364
-24.2451,1.8250,-0.33175,12.9671
-23.8097,1.6805,-0.30974,13.3849
-23.3704,1.5451,-0.28902,13.7909
-22.9277,1.4182,-0.26960,14.1860
-22.4818,1.2995,-0.25145,14.5711
-22.0333,1.1885,-0.23456,14.9468
-21.5823,1.0846,-0.21891,15.3138
-21.1294,0.9874,-0.20446,15.6726
-20.6747,0.8964,-0.19120,16.0237
-20.2185,0.8111,-0.17911,16.3676
-19.7610,0.7310,-0.16823,16.7000
-19.3025,0.6555,-0.15864,16.7000
-18.8432,0.5841,-0.15025,16.7000
-18.3832,0.5163,-0.14250,16.7000
-17.9227,0.4520,-0.13497,16.7000
-17.4617,0.3912,-0.12770,16.7000
-17.0003,0.3336,-0.12074,16.7000
-16.5386,0.2792,-0.11410,16.7000
-16.0765,0.2277,-0.10777,16.7000
-15.6140,0.1792,-0.10171,16.7000
-15.1513,0.1333,-0.09587,16.7000
-14.6883,0.0901,-0.09023,16.7000
-14.2251,0.0495,-0.08474,16.7000
-13.7617,0.0114,-0.07937,16.7000
-13.2981,-0.0242,-0.07411,16.7000
-12.8343,-0.0574,-0.06893,16.7000
-12.3704,-0.0883,-0.06381,16.7000
-11.9063,-0.1167,-0.05874,16.7000
-11.4420,-0.1429,-0.05371,16.7000
-10.9777,-0.1667,-0.04872,16.7000
-10.5132,-0.1881,-0.04376,16.7000
-10.0486,-0.2073,-0.03883,16.7000
-9.5840,-0.2242,-0.03393,16.7000
-9.1193,-0.2389,-0.02907,16.7000
-8.6545,-0.2513,-0.02424,16.7000
-8.1896,-0.2614,-0.01946,16.7000
-7.7247,-0.2694,-0.01473,16.7000
-7.2598,-0.2751,-0.01005,16.7000
-6.7948,-0.2787,-0.00542,16.7000
-6.3299,-0.2802,-0.00079,16.7000
-5.8649,-0.2795,0.00389,16.7000
-5.3999,-0.2765,0.00876,16.7000
-4.9349,-0.2713,0.01402,16.7000
-4.4699,-0.2635,0.01979,16.7000
-4.0049,-0.2529,0.02282,16.7000
