t,idx,x,y
18.5997,23,43.9458,46.8909
18.5997,24,43.8494,46.4003
18.5997,25,43.7260,45.9160
18.5997,26,43.5758,45.4392
18.5997,27,43.3964,44.9725
18.5997,28,43.1846,44.5197
18.5997,29,42.9463,44.0803
18.5997,30,42.6820,43.6560
18.5997,31,42.3882,43.2514
18.5997,32,42.0681,42.8676
18.5997,33,41.8724,42.6432
19.6495,0,43.2415,52.0460
19.6495,1,43.4303,51.5831
19.6495,2,43.5947,51.1111
19.6495,3,43.7350,50.6313
19.6495,4,43.8511,50.1451
19.6495,5,43.9426,49.6537
19.6495,6,44.0090,49.1583
19.6495,7,44.0498,48.6602
19.6495,8,44.0643,48.1606
19.6495,9,44.0517,47.6609
19.6495,10,44.0111,47.1628
19.6495,11,43.9416,46.6679
19.6495,12,43.8422,46.1781
19.6495,13,43.7119,45.6956
19.6495,14,43.5500,45.2228
19.6495,15,43.3566,44.7620
19.6495,16,43.1320,44.3155
19.6495,17,42.8763,43.8861
19.6495,18,42.5899,43.4764
19.6495,19,42.2745,43.0888
19.6495,20,41.9351,42.7218
19.6495,21,41.8584,42.6417
20.6998,0,43.6966,45.8026
20.6998,1,43.6419,45.3345
20.6998,2,43.4681,44.8726
20.6998,3,43.2346,44.4313
20.6998,4,42.9697,44.0085
20.6998,5,42.6840,43.6013
20.6998,6,42.3830,43.2077
20.6998,7,42.0488,42.8424
20.6998,8,41.6535,42.5409
20.6998,9,41.2390,42.2651
20.6998,10,40.8167,41.9999
20.6998,11,40.3875,41.7445
20.6998,12,39.9522,41.4992
20.6998,13,39.5106,41.2648
20.6998,14,39.0622,41.0439
20.6998,15,38.6151,40.8431
20.6998,16,38.3326,40.7758
20.6998,17,38.2904,40.8051
21.7496,0,40.0988,41.7796
21.7496,1,39.7190,41.4554
21.7496,2,39.2993,41.1854
21.7496,3,38.8460,40.9768
21.7496,4,38.3680,40.8333
21.7496,5,37.8751,40.7544
21.7496,6,37.3762,40.7367
21.7496,7,36.8783,40.7750
21.7496,8,36.3867,40.8635
21.7496,9,35.9053,40.9969
21.7496,10,35.4369,41.1705
21.7496,11,34.9836,41.3806
21.7496,12,34.5474,41.6243
21.7496,13,34.1304,41.8995
21.7496,14,33.7353,42.2055
21.7496,15,33.3644,42.5404
21.7496,16,33.0202,42.9028
21.7496,17,32.7078,43.2928
21.7496,18,32.4311,43.7089
21.7496,19,32.1966,44.1499
21.7496,20,32.0049,44.6115
21.7496,21,31.9879,44.6554
22.7496,0,35.2892,41.6689
22.7496,1,34.8210,41.8426
22.7496,2,34.3723,42.0601
22.7496,3,33.9478,42.3225
22.7496,4,33.5526,42.6284
22.7496,5,33.1886,42.9706
22.7496,6,32.8495,43.3373
22.7496,7,32.5352,43.7259
22.7496,8,32.2469,44.1343
22.7496,9,31.9765,44.5546
22.7496,10,31.7223,44.9851
22.7496,11,31.4843,45.4248
22.7496,12,31.2597,45.8714
22.7496,13,31.0456,46.3233
22.7496,14,30.8420,46.7799
22.7496,15,30.6472,47.2404
22.7496,16,30.4584,47.7034
22.7496,17,30.2750,48.1685
22.7496,18,30.0957,48.6352
22.7496,19,29.9184,49.1028
22.7496,20,29.7425,49.5708
22.7496,21,29.5664,50.0387
22.7496,22,29.3891,50.5062
22.7496,23,29.2096,50.9729
22.7496,24,29.0255,51.4378
22.7496,25,28.8369,51.9008
22.7496,26,28.6427,52.3615
22.7496,27,28.4401,52.8186
22.7496,28,28.2307,53.2726
22.7496,29,28.0137,53.7231
22.7496,30,27.7872,54.1688
22.7496,31,27.5522,54.6101
22.7496,32,27.3082,55.0464
22.7496,33,27.0537,55.4768
22.7496,34,26.7891,55.9010
22.7496,35,26.5145,56.3188
22.7496,36,26.2294,56.7295
22.7496,37,25.9324,57.1316
22.7496,38,25.6251,57.5260
22.7496,39,25.3073,57.9118
22.7496,40,24.9777,58.2877
22.7496,41,24.6402,58.6565
22.7496,42,24.2964,59.0194
22.7496,43,23.9379,59.3676
22.7496,44,23.5637,59.6985
22.7496,45,23.3332,59.9010
22.7496,46,23.1840,60.0342
22.7496,47,23.0309,60.1630
22.7496,48,22.8756,60.2888
22.7496,49,22.7172,60.4110
22.7496,50,22.6893,60.4324
23.7995,0,30.9860,47.0512
23.7995,1,30.7848,47.5089
23.7995,2,30.5848,47.9672
23.7995,3,30.3856,48.4257
23.7995,4,30.1861,48.8842
23.7995,5,29.9862,49.3425
23.7995,6,29.7855,49.8005
23.7995,7,29.5829,50.2576
23.7995,8,29.3783,50.7138
23.7995,9,29.1714,51.1690
23.7995,10,28.9611,51.6226
23.7995,11,28.7472,52.0745
23.7995,12,28.5296,52.5247
23.7995,13,28.3072,52.9724
23.7995,14,28.0794,53.4175
23.7995,15,27.8465,53.8599
23.7995,16,27.6074,54.2990
23.7995,17,27.3611,54.7341
23.7995,18,27.1084,55.1655
23.7995,19,26.8484,55.5925
23.7995,20,26.5794,56.0140
23.7995,21,26.3033,56.4308
23.7995,22,26.0196,56.8425
23.7995,23,25.7266,57.2476
23.7995,24,25.4263,57.6473
23.7995,25,25.1184,58.0412
23.7995,26,24.8015,58.4280
23.7995,27,24.4771,58.8084
23.7995,28,24.1451,59.1822
23.7995,29,23.8047,59.5484
23.7995,30,23.4566,59.9073
23.7995,31,23.1015,60.2591
23.7995,32,22.7385,60.6028
23.7995,33,22.3678,60.9383
23.7995,34,21.9910,61.2667
23.7995,35,21.6095,61.5898
23.7995,36,21.2245,61.9088
23.7995,37,20.8336,62.2203
23.7995,38,20.4352,62.5224
23.7995,39,20.0332,62.8196
23.7995,40,19.6365,63.0987
23.7995,41,19.4734,63.2145
23.7995,42,19.3076,63.3263
23.7995,43,19.2087,63.3927
24.7996,0,26.7723,55.8064
24.7996,1,26.4821,56.2135
24.7996,2,26.1846,56.6153
24.7996,3,25.8800,57.0118
24.7996,4,25.5677,57.4022
24.7996,5,25.2483,57.7869
24.7996,6,24.9230,58.1665
24.7996,7,24.5917,58.5411
24.7996,8,24.2540,58.9097
24.7996,9,23.9110,59.2736
24.7996,10,23.5634,59.6330
24.7996,11,23.2110,59.9876
24.7996,12,22.8536,60.3372
24.7996,13,22.4925,60.6831
24.7996,14,22.1277,61.0250
24.7996,15,21.7590,61.3627
24.7996,16,21.3871,61.6969
24.7996,17,21.0125,62.0281
24.7996,18,20.6351,62.3561
24.7996,19,20.2549,62.6808
24.7996,20,19.8728,63.0032
24.7996,21,19.4887,63.3233
24.7996,22,19.1027,63.6411
24.7996,23,18.7151,63.9570
24.7996,24,18.3264,64.2715
24.7996,25,17.9365,64.5846
24.7996,26,17.5457,64.8964
24.7996,27,17.1543,65.2075
24.7996,28,16.7625,65.5181
24.7996,29,16.3704,65.8284
24.7996,30,15.9781,66.1385
24.7996,31,15.5854,66.4479
24.7996,32,15.1915,66.7558
24.7996,33,14.7971,67.0632
24.7996,34,14.4033,67.3713
24.7996,35,14.0106,67.6808
24.7996,36,13.6195,67.9922
24.7996,37,13.2299,68.3056
24.7996,38,12.8403,68.6189
24.7996,39,12.4509,68.9326
24.7996,40,12.0638,69.2491
24.7996,41,11.6799,69.5694
24.7996,42,11.2956,69.8892
24.7996,43,10.9131,70.2112
24.7996,44,10.5986,70.4819
24.7996,45,10.4465,70.6117
24.7996,46,10.2952,70.7425
24.7996,47,10.1451,70.8747
24.7996,48,10.1135,70.9025
25.8497,0,16.7972,65.5076
25.8497,1,16.4065,65.8197
25.8497,2,16.0160,66.1320
25.8497,3,15.6257,66.4444
25.8497,4,15.2355,66.7571
25.8497,5,14.8453,67.0698
25.8497,6,14.4553,67.3826
25.8497,7,14.0653,67.6955
25.8497,8,13.6754,68.0085
25.8497,9,13.2854,68.3214
25.8497,10,12.8955,68.6344
25.8497,11,12.5055,68.9473
25.8497,12,12.1155,69.2602
25.8497,13,11.7253,69.5729
25.8497,14,11.3351,69.8855
25.8497,15,10.9448,70.1980
25.8497,16,10.5543,70.5103
25.8497,17,10.1637,70.8224
25.8497,18,9.7729,71.1343
25.8497,19,9.3819,71.4459
25.8497,20,8.9906,71.7573
25.8497,21,8.5992,72.0683
25.8497,22,8.2074,72.3790
25.8497,23,7.8153,72.6893
25.8497,24,7.4230,72.9992
25.8497,25,7.0303,73.3087
25.8497,26,6.6372,73.6177
25.8497,27,6.2438,73.9263
25.8497,28,5.8499,74.2343
25.8497,29,5.4557,74.5418
25.8497,30,5.0610,74.8488
25.8497,31,4.6658,75.1551
25.8497,32,4.2701,75.4608
25.8497,33,3.8740,75.7659
25.8497,34,3.4773,76.0702
25.8497,35,3.0801,76.3739
25.8497,36,2.6825,76.6771
25.8497,37,2.2842,76.9794
25.8497,38,1.8851,77.2805
25.8497,39,1.4856,77.5813
25.8497,40,1.0854,77.8809
25.8497,41,0.6846,78.1799
25.8497,42,0.3816,78.4051
25.8497,43,0.2208,78.5241
25.8497,44,0.1600,78.5691
26.8995,0,3.2932,76.2079
26.8995,1,2.8939,76.5088
26.8995,2,2.4946,76.8098
26.8995,3,2.0954,77.1108
26.8995,4,1.6961,77.4118
26.8995,5,1.2968,77.7127
26.8995,6,0.8974,78.0134
26.8995,7,0.4977,78.3139
26.8995,8,0.0978,78.6140
26.8995,9,-0.3025,78.9137
26.8995,10,-0.7030,79.2129
26.8995,11,-1.1041,79.5115
26.8995,12,-1.5056,79.8094
26.8995,13,-1.9077,80.1067
26.8995,14,-2.3103,80.4031
26.8995,15,-2.7137,80.6985
26.8995,16,-3.1178,80.9931
26.8995,17,-3.5225,81.2866
26.8995,18,-3.9283,81.5788
26.8995,19,-4.3348,81.8699
26.8995,20,-4.7422,82.1598
26.8995,21,-5.1507,82.4481
26.8995,22,-5.5602,82.7350
26.8995,23,-5.9707,83.0204
26.8995,24,-6.3824,83.3041
26.8995,25,-6.7954,83.5860
26.8995,26,-7.2096,83.8661
26.8995,27,-7.6250,84.1443
26.8995,28,-8.0420,84.4202
26.8995,29,-8.4602,84.6942
26.8995,30,-8.8798,84.9661
26.8995,31,-9.3010,85.2356
26.8995,32,-9.7237,85.5026
26.8995,33,-10.1485,85.7663
26.8995,34,-10.5754,86.0266
26.8995,35,-11.0047,86.2830
26.8995,36,-11.4354,86.5370
26.8995,37,-11.8676,86.7884
26.8995,38,-12.3018,87.0363
26.8995,39,-12.7380,87.2806
26.8995,40,-12.9448,87.3954
26.8995,41,-13.1203,87.4913
26.8995,42,-13.1367,87.5003
27.8996,0,-8.3240,84.6442
27.8996,1,-8.7428,84.9172
27.8996,2,-9.1620,85.1898
27.8996,3,-9.5819,85.4612
27.8996,4,-10.0031,85.7306
27.8996,5,-10.4262,85.9970
27.8996,6,-10.8513,86.2602
27.8996,7,-11.2791,86.5191
27.8996,8,-11.7099,86.7729
27.8996,9,-12.1435,87.0217
27.8996,10,-12.5812,87.2634
27.8996,11,-13.0229,87.4976
27.8996,12,-13.4682,87.7251
27.8996,13,-13.9189,87.9416
27.8996,14,-14.3741,88.1483
27.8996,15,-14.8340,88.3444
27.8996,16,-15.2999,88.5258
27.8996,17,-15.7705,88.6942
27.8996,18,-16.2469,88.8460
27.8996,19,-16.7292,88.9775
27.8996,20,-17.2158,89.0916
27.8996,21,-17.7074,89.1822
27.8996,22,-18.2035,89.2435
27.8996,23,-18.7018,89.2803
27.8996,24,-19.2015,89.2882
27.8996,25,-19.7003,89.2563
27.8996,26,-20.1956,89.1914
27.8996,27,-20.6852,89.0916
27.8996,28,-21.1642,88.9490
27.8996,29,-21.6301,88.7689
27.8996,30,-22.0815,88.5552
27.8996,31,-22.5135,88.3038
27.8996,32,-22.9241,88.0191
27.8996,33,-23.3166,87.7101
27.8996,34,-23.6840,87.3711
27.8996,35,-24.0313,87.0120
27.8996,36,-24.3637,86.6385
27.8996,37,-24.3985,86.5986
28.9496,0,-16.4977,88.9266
28.9496,1,-16.9733,89.0803
28.9496,2,-17.4567,89.2057
28.9496,3,-17.9480,89.2962
28.9496,4,-18.4455,89.3432
28.9496,5,-18.9448,89.3540
28.9496,6,-19.4434,89.3246
28.9496,7,-19.9380,89.2528
28.9496,8,-20.4248,89.1405
28.9496,9,-20.9021,88.9931
28.9496,10,-21.3676,88.8115
28.9496,11,-21.8195,88.5977
28.9496,12,-22.2559,88.3541
28.9496,13,-22.6782,88.0870
28.9496,14,-23.0862,87.7983
28.9496,15,-23.4787,87.4886
28.9496,16,-23.8568,87.1617
28.9496,17,-24.2219,86.8202
28.9496,18,-24.5742,86.4655
28.9496,19,-24.9126,86.0975
28.9496,20,-25.2399,85.7197
28.9496,21,-25.5566,85.3328
28.9496,22,-25.8614,84.9365
28.9496,23,-26.1565,84.5329
28.9496,24,-26.4422,84.1227
28.9496,25,-26.7188,83.7062
28.9496,26,-26.9884,83.2851
28.9496,27,-27.2503,82.8592
28.9496,28,-27.5033,82.4280
28.9496,29,-27.7507,81.9935
28.9496,30,-27.9926,81.5560
28.9496,31,-28.2304,81.1162
28.9496,32,-28.4325,80.7359
28.9496,33,-28.5270,80.5597
28.9496,34,-28.5733,80.4731
29.9994,0,-22.6302,87.7822
29.9994,1,-23.0432,87.5004
29.9994,2,-23.4469,87.2056
29.9994,3,-23.8407,86.8976
29.9994,4,-24.2216,86.5738
29.9994,5,-24.5934,86.2397
29.9994,6,-24.9553,85.8948
29.9994,7,-25.3038,85.5363
29.9994,8,-25.6429,85.1689
29.9994,9,-25.9716,84.7922
29.9994,10,-26.2864,84.4039
29.9994,11,-26.5915,84.0078
29.9994,12,-26.8854,83.6034
29.9994,13,-27.1656,83.1893
29.9994,14,-27.4354,82.7685
29.9994,15,-27.6930,82.3400
29.9994,16,-27.9369,81.9036
29.9994,17,-28.1698,81.4612
29.9994,18,-28.3888,81.0117
29.9994,19,-28.5940,80.5558
29.9994,20,-28.7873,80.0948
29.9994,21,-28.9652,79.6275
29.9994,22,-29.1290,79.1552
29.9994,23,-29.2801,78.6787
29.9994,24,-29.4141,78.1970
29.9994,25,-29.5339,77.7117
29.9994,26,-29.6401,77.2231
29.9994,27,-29.7274,76.7309
29.9994,28,-29.8002,76.2363
29.9994,29,-29.8581,75.7397
29.9994,30,-29.8950,75.2411
29.9994,31,-29.9169,74.7417
29.9994,32,-29.9234,74.2418
29.9994,33,-29.9080,73.7421
29.9994,34,-29.8772,73.2432
29.9994,35,-29.8305,72.7454
29.9994,36,-29.7663,72.2635
29.9994,37,-29.7290,72.0670
29.9994,38,-29.6856,71.8718
29.9994,39,-29.6304,71.6796
29.9994,40,-29.5693,71.4893
29.9994,41,-29.5015,71.3011
29.9994,42,-29.4225,71.1174
29.9994,43,-29.3380,70.9362
29.9994,44,-29.2462,70.7586
29.9994,45,-29.2306,70.7284
31.0499,0,-28.3857,80.8970
31.0499,1,-28.6109,80.4506
31.0499,2,-28.8192,79.9962
31.0499,3,-29.0106,79.5344
31.0499,4,-29.1839,79.0654
31.0499,5,-29.3385,78.5900
31.0499,6,-29.4766,78.1095
31.0499,7,-29.5979,77.6245
31.0499,8,-29.6987,77.1348
31.0499,9,-29.7833,76.6421
31.0499,10,-29.8512,76.1468
31.0499,11,-29.8992,75.6491
31.0499,12,-29.9300,75.1501
31.0499,13,-29.9434,74.6503
31.0499,14,-29.9384,74.1504
31.0499,15,-29.9145,73.6510
31.0499,16,-29.8724,73.1529
31.0499,17,-29.8130,72.6564
31.0499,18,-29.7333,72.1629
31.0499,19,-29.6343,71.6729
31.0499,20,-29.5175,71.1867
31.0499,21,-29.3817,70.7056
31.0499,22,-29.2248,70.2309
31.0499,23,-29.0493,69.7628
31.0499,24,-28.8563,69.3016
31.0499,25,-28.6406,68.8505
31.0499,26,-28.4056,68.4093
31.0499,27,-28.1532,67.9778
31.0499,28,-27.8796,67.5594
31.0499,29,-27.5850,67.1555
31.0499,30,-27.2742,66.7640
31.0499,31,-26.9462,66.3867
31.0499,32,-26.5970,66.0289
31.0499,33,-26.2340,65.6852
31.0499,34,-25.9183,65.4058
32.0996,0,-29.8137,73.1167
32.0996,1,-29.7814,72.6177
32.0996,2,-29.7261,72.1210
32.0996,3,-29.6446,71.6279
32.0996,4,-29.5362,71.1398
32.0996,5,-29.4037,70.6578
32.0996,6,-29.2477,70.1830
32.0996,7,-29.0687,69.7162
32.0996,8,-28.8654,69.2594
32.0996,9,-28.6420,68.8122
32.0996,10,-28.3983,68.3758
32.0996,11,-28.1339,67.9514
32.0996,12,-27.8514,67.5390
32.0996,13,-27.5505,67.1398
32.0996,14,-27.2336,66.7531
32.0996,15,-26.8995,66.3812
32.0996,16,-26.5498,66.0240
32.0996,17,-26.1869,65.6801
32.0996,18,-25.8092,65.3525
32.0996,19,-25.4180,65.0413
32.0996,20,-25.0152,64.7452
32.0996,21,-24.6010,64.4652
32.0996,22,-24.1745,64.2043
32.0996,23,-23.7382,63.9603
32.0996,24,-23.2933,63.7322
32.0996,25,-22.8380,63.5257
32.0996,26,-22.3746,63.3380
32.0996,27,-21.9041,63.1693
32.0996,28,-21.4253,63.0253
32.0996,29,-20.9400,62.9055
32.0996,30,-20.4507,62.8036
32.0996,31,-19.9575,62.7221
32.0996,32,-19.4606,62.6673
32.0996,33,-19.0132,62.6334
32.0996,34,-18.8391,62.6238
33.1495,0,-27.6465,67.3753
33.1495,1,-27.3572,66.9675
33.1495,2,-27.0543,66.5700
33.1495,3,-26.7305,66.1891
33.1495,4,-26.3892,65.8240
33.1495,5,-26.0316,65.4748
33.1495,6,-25.6521,65.1494
33.1495,7,-25.2589,64.8410
33.1495,8,-24.8501,64.5534
33.1495,9,-24.4249,64.2905
33.1495,10,-23.9884,64.0473
33.1495,11,-23.5401,63.8261
33.1495,12,-23.0806,63.6293
33.1495,13,-22.6134,63.4516
33.1495,14,-22.1388,63.2944
33.1495,15,-21.6575,63.1594
33.1495,16,-21.1719,63.0411
33.1495,17,-20.6822,62.9403
33.1495,18,-20.1891,62.8579
33.1495,19,-19.6939,62.7892
33.1495,20,-19.1969,62.7351
33.1495,21,-18.6985,62.6950
33.1495,22,-18.1994,62.6656
33.1495,23,-17.6998,62.6483
33.1495,24,-17.1998,62.6409
33.1495,25,-16.6999,62.6417
33.1495,26,-16.2000,62.6520
33.1495,27,-15.7003,62.6690
33.1495,28,-15.2008,62.6922
33.1495,29,-14.7017,62.7220
33.1495,30,-14.2029,62.7561
33.1495,31,-13.7044,62.7949
33.1495,32,-13.2062,62.8371
33.1495,33,-12.7082,62.8820
33.1495,34,-12.2105,62.9294
33.1495,35,-11.7129,62.9780
33.1495,36,-11.2153,63.0275
33.1495,37,-10.7178,63.0768
33.1495,38,-10.2201,63.1253
33.1495,39,-9.7223,63.1723
33.1495,40,-9.2243,63.2166
33.1495,41,-8.7260,63.2579
33.1495,42,-8.2274,63.2948
33.1495,43,-7.7284,63.3263
33.1495,44,-7.2291,63.3520
33.1495,45,-6.7294,63.3710
33.1495,46,-6.6485,63.3738
34.1497,0,-23.2909,63.8891
34.1497,1,-22.8393,63.6746
34.1497,2,-22.3799,63.4777
34.1497,3,-21.9126,63.3002
34.1497,4,-21.4369,63.1463
34.1497,5,-20.9558,63.0109
34.1497,6,-20.4697,62.8942
34.1497,7,-19.9791,62.7978
34.1497,8,-19.4853,62.7200
34.1497,9,-18.9892,62.6583
34.1497,10,-18.4914,62.6123
34.1497,11,-17.9923,62.5835
34.1497,12,-17.4926,62.5670
34.1497,13,-16.9927,62.5624
34.1497,14,-16.4928,62.5709
34.1497,15,-15.9931,62.5889
34.1497,16,-15.4938,62.6152
34.1497,17,-14.9950,62.6501
34.1497,18,-14.4968,62.6918
34.1497,19,-13.9990,62.7385
34.1497,20,-13.5017,62.7901
34.1497,21,-13.0047,62.8455
34.1497,22,-12.5081,62.9030
34.1497,23,-12.0116,62.9621
34.1497,24,-11.5152,63.0219
34.1497,25,-11.0187,63.0811
34.1497,26,-10.5221,63.1391
34.1497,27,-10.0251,63.1942
34.1497,28,-9.5278,63.2462
34.1497,29,-9.0301,63.2940
34.1497,30,-8.5319,63.3358
34.1497,31,-8.0332,63.3713
34.1497,32,-7.5340,63.3997
34.1497,33,-7.0344,63.4187
34.1497,34,-6.5345,63.4282
34.1497,35,-6.0345,63.4271
34.1497,36,-5.5347,63.4137
34.1497,37,-5.0355,63.3868
34.1497,38,-4.5372,63.3461
34.1497,39,-4.0404,63.2905
34.1497,40,-3.5458,63.2171
34.1497,41,-3.0540,63.1278
34.1497,42,-2.6021,63.0345
35.1995,0,-15.7673,62.8225
35.1995,1,-15.2684,62.8561
35.1995,2,-14.7696,62.8905
35.1995,3,-14.2709,62.9253
35.1995,4,-13.7721,62.9600
35.1995,5,-13.2733,62.9945
35.1995,6,-12.7744,63.0283
35.1995,7,-12.2755,63.0612
35.1995,8,-11.7765,63.0927
35.1995,9,-11.2774,63.1227
35.1995,10,-10.7782,63.1508
35.1995,11,-10.2788,63.1765
35.1995,12,-9.7794,63.1998
35.1995,13,-9.2798,63.2203
35.1995,14,-8.7801,63.2373
35.1995,15,-8.2803,63.2511
35.1995,16,-7.7804,63.2613
35.1995,17,-7.2804,63.2668
35.1995,18,-6.7805,63.2681
35.1995,19,-6.2805,63.2651
35.1995,20,-5.7806,63.2562
35.1995,21,-5.2808,63.2422
35.1995,22,-4.7811,63.2231
35.1995,23,-4.2818,63.1970
35.1995,24,-3.7829,63.1648
35.1995,25,-3.2843,63.1267
35.1995,26,-2.7865,63.0807
35.1995,27,-2.2893,63.0273
35.1995,28,-1.7930,62.9673
35.1995,29,-1.2977,62.8986
35.1995,30,-0.8037,62.8214
35.1995,31,-0.3110,62.7366
35.1995,32,0.1801,62.6428
35.1995,33,0.6692,62.5390
35.1995,34,1.1565,62.4271
35.1995,35,1.6415,62.3058
35.1995,36,2.1237,62.1735
35.1995,37,2.6033,62.0324
35.1995,38,3.0801,61.8817
35.1995,39,3.5529,61.7193
35.1995,40,4.0225,61.5478
35.1995,41,4.4886,61.3668
35.1995,42,4.9501,61.1743
35.1995,43,5.1636,61.0842
36.2002,0,-5.5408,63.3077
36.2002,1,-5.0414,63.2841
36.2002,2,-4.5424,63.2534
36.2002,3,-4.0439,63.2142
36.2002,4,-3.5462,63.1666
36.2002,5,-3.0492,63.1119
36.2002,6,-2.5532,63.0485
36.2002,7,-2.0583,62.9780
36.2002,8,-1.5643,62.9005
36.2002,9,-1.0717,62.8146
36.2002,10,-0.5804,62.7224
36.2002,11,-0.0902,62.6235
36.2002,12,0.3984,62.5173
36.2002,13,0.8855,62.4049
36.2002,14,1.3712,62.2862
36.2002,15,1.8553,62.1611
36.2002,16,2.3379,62.0305
36.2002,17,2.8188,61.8935
36.2002,18,3.2981,61.7511
36.2002,19,3.7759,61.6039
36.2002,20,4.2518,61.4505
36.2002,21,4.7261,61.2923
36.2002,22,5.1989,61.1295
36.2002,23,5.6698,60.9616
36.2002,24,6.1392,60.7894
36.2002,25,6.6070,60.6127
36.2002,26,7.0730,60.4316
36.2002,27,7.5377,60.2469
36.2002,28,8.0005,60.0578
36.2002,29,8.4618,59.8650
36.2002,30,8.9218,59.6690
36.2002,31,9.3800,59.4689
36.2002,32,9.8370,59.2659
36.2002,33,10.2925,59.0599
36.2002,34,10.7465,58.8504
36.2002,35,11.1994,58.6385
36.2002,36,11.6508,58.4235
36.2002,37,12.1010,58.2060
36.2002,38,12.5500,57.9860
36.2002,39,12.9971,57.7620
36.2002,40,13.4427,57.5353
36.2002,41,13.8870,57.3060
36.2002,42,14.3304,57.0749
36.2002,43,14.7728,56.8419
36.2002,44,15.2142,56.6071
36.2002,45,15.4500,56.4809
36.2002,46,15.6189,56.3901
37.2495,0,5.3353,60.9977
37.2495,1,5.7995,60.8118
37.2495,2,6.2648,60.6290
37.2495,3,6.7311,60.4486
37.2495,4,7.1981,60.2699
37.2495,5,7.6654,60.0923
37.2495,6,8.1328,59.9147
37.2495,7,8.6000,59.7366
37.2495,8,9.0669,59.5575
37.2495,9,9.5330,59.3766
37.2495,10,9.9982,59.1935
37.2495,11,10.4625,59.0079
37.2495,12,10.9252,58.8183
37.2495,13,11.3863,58.6251
37.2495,14,11.8457,58.4277
37.2495,15,12.3027,58.2247
37.2495,16,12.7571,58.0163
37.2495,17,13.2089,57.8021
37.2495,18,13.6572,57.5806
37.2495,19,14.1016,57.3516
37.2495,20,14.5421,57.1149
37.2495,21,14.9776,56.8694
37.2495,22,15.4075,56.6141
37.2495,23,15.8313,56.3488
37.2495,24,16.2486,56.0735
37.2495,25,16.6571,55.7852
37.2495,26,17.0570,55.4851
37.2495,27,17.4473,55.1727
37.2495,28,17.8262,54.8464
37.2495,29,18.1917,54.5054
37.2495,30,18.5432,54.1500
37.2495,31,18.8789,53.7795
37.2495,32,19.1962,53.3932
37.2495,33,19.4928,52.9907
37.2495,34,19.7667,52.5726
37.2495,35,20.0172,52.1401
37.2495,36,20.2433,51.6941
37.2495,37,20.4395,51.2344
37.2495,38,20.6058,50.7631
37.2495,39,20.7451,50.2832
37.2495,40,20.8392,49.7923
37.2495,41,20.8785,49.2943
37.2495,42,20.8720,48.7956
37.2495,43,20.8513,48.2965
37.2495,44,20.7975,47.8000
37.2495,45,20.7399,47.4508
37.2495,46,20.7089,47.2533
37.2495,47,20.6633,47.0586
37.2495,48,20.6369,46.9454
38.2509,0,14.7164,57.0185
38.2509,1,15.1588,56.7856
38.2509,2,15.5936,56.5392
38.2509,3,16.0203,56.2788
38.2509,4,16.4376,56.0035
38.2509,5,16.8448,55.7136
38.2509,6,17.2418,55.4098
38.2509,7,17.6277,55.0920
38.2509,8,18.0001,54.7585
38.2509,9,18.3592,54.4107
38.2509,10,18.7048,54.0495
38.2509,11,19.0317,53.6713
38.2509,12,19.3407,53.2785
38.2509,13,19.6323,52.8724
38.2509,14,19.8997,52.4501
38.2509,15,20.1419,52.0130
38.2509,16,20.3604,51.5635
38.2509,17,20.5511,51.1015
38.2509,18,20.7067,50.6266
38.2509,19,20.8320,50.1429
38.2509,20,20.9256,49.6520
38.2509,21,20.9795,49.1551
38.2509,22,20.9969,48.6558
38.2509,23,20.9817,48.1564
38.2509,24,20.9294,47.6593
38.2509,25,20.8396,47.1677
38.2509,26,20.7219,46.6821
38.2509,27,20.5758,46.2040
38.2509,28,20.5392,46.0859
39.3004,0,19.3093,53.1336
39.3004,1,19.6841,52.8314
39.3004,2,19.9711,52.4240
39.3004,3,20.2072,51.9848
39.3004,4,20.4052,51.5269
39.3004,5,20.5678,51.0548
39.3004,6,20.6973,50.5721
39.3004,7,20.7939,50.0817
39.3004,8,20.8603,49.5864
39.3004,9,20.8987,49.0881
39.3004,10,20.9080,48.5886
39.3004,11,20.8885,48.0893
39.3004,12,20.8435,47.5915
39.3004,13,20.7720,47.0969
39.3004,14,20.6753,46.6065
39.3004,15,20.5557,46.1212
39.3004,16,20.4162,45.6412
39.3004,17,20.2593,45.1665
39.3004,18,20.0864,44.6974
39.3004,19,19.8984,44.2341
39.3004,20,19.6987,43.7758
39.3004,21,19.4893,43.3218
39.3004,22,19.2723,42.8714
39.3004,23,19.0816,42.4763
39.3004,24,19.0597,42.4274
40.3510,0,20.6589,48.0713
40.3510,1,20.6731,47.5716
40.3510,2,20.6620,47.0721
40.3510,3,20.6212,46.5739
40.3510,4,20.5493,46.0793
40.3510,5,20.4509,45.5894
40.3510,6,20.3240,45.1059
40.3510,7,20.1676,44.6311
40.3510,8,19.9863,44.1654
40.3510,9,19.7804,43.7099
40.3510,10,19.5472,43.2676
40.3510,11,19.2925,42.8377
40.3510,12,19.0173,42.4203
40.3510,13,18.7193,42.0189
40.3510,14,18.4030,41.6319
40.3510,15,18.0702,41.2589
40.3510,16,17.7195,40.9026
40.3510,17,17.3533,40.5623
40.3510,18,16.9742,40.2364
40.3510,19,16.5810,39.9277
40.3510,20,16.1751,39.6359
40.3510,21,15.7590,39.3588
40.3510,22,15.3315,39.0995
40.3510,23,14.8939,38.8579
