t,idx,x,y
40.3510,24,14.4485,38.6308
40.3510,25,13.9940,38.4226
40.3510,26,13.5317,38.2325
40.3510,27,13.0636,38.0571
40.3510,28,12.5895,37.8983
40.3510,29,12.1092,37.7603
40.3510,30,11.6215,37.6534
40.3510,31,11.1277,37.5843
40.3510,32,10.9277,37.5445
40.3510,33,10.7307,37.5104
40.3510,34,10.5321,37.4867
40.3510,35,10.3329,37.4694
40.3510,36,10.1573,37.4585
41.4003,0,18.6622,42.2075
41.4003,1,18.3639,41.8064
41.4003,2,18.0494,41.4180
41.4003,3,17.7174,41.0442
41.4003,4,17.3657,40.6890
41.4003,5,16.9981,40.3503
41.4003,6,16.6160,40.0280
41.4003,7,16.2187,39.7245
41.4003,8,15.8067,39.4414
41.4003,9,15.3833,39.1757
41.4003,10,14.9495,38.9273
41.4003,11,14.5052,38.6981
41.4003,12,14.0516,38.4879
41.4003,13,13.5910,38.2936
41.4003,14,13.1241,38.1150
41.4003,15,12.6510,37.9534
41.4003,16,12.1728,37.8076
41.4003,17,11.6908,37.6747
41.4003,18,11.2054,37.5551
41.4003,19,10.7167,37.4491
41.4003,20,10.2257,37.3549
41.4003,21,9.7328,37.2712
41.4003,22,9.2383,37.1977
41.4003,23,8.7422,37.1349
41.4003,24,8.2453,37.0802
41.4003,25,7.7474,37.0339
41.4003,26,7.2489,36.9952
41.4003,27,6.7499,36.9638
41.4003,28,6.2506,36.9385
41.4003,29,5.7510,36.9188
41.4003,30,5.2512,36.9049
41.4003,31,4.7513,36.8955
41.4003,32,4.2513,36.8900
41.4003,33,3.7513,36.8883
41.4003,34,3.2513,36.8898
41.4003,35,2.7513,36.8937
41.4003,36,2.2514,36.8997
41.4003,37,1.7514,36.9072
41.4003,38,1.2515,36.9156
41.4003,39,0.7516,36.9246
41.4003,40,0.2517,36.9332
41.4003,41,-0.2483,36.9406
41.4003,42,-0.7482,36.9463
41.4003,43,-1.2482,36.9501
41.4003,44,-1.7482,36.9507
41.4003,45,-2.2482,36.9476
41.4003,46,-2.7302,36.9422
41.4003,47,-2.9220,36.9368
42.4496,0,12.9834,38.2605
42.4496,1,12.5103,38.0987
42.4496,2,12.0338,37.9474
42.4496,3,11.5537,37.8076
42.4496,4,11.0705,37.6793
42.4496,5,10.5846,37.5615
42.4496,6,10.0963,37.4541
42.4496,7,9.6059,37.3567
42.4496,8,9.1136,37.2694
42.4496,9,8.6197,37.1911
42.4496,10,8.1246,37.1214
42.4496,11,7.6283,37.0608
42.4496,12,7.1311,37.0078
42.4496,13,6.6332,36.9625
42.4496,14,6.1347,36.9243
42.4496,15,5.6357,36.8928
42.4496,16,5.1363,36.8678
42.4496,17,4.6367,36.8482
42.4496,18,4.1369,36.8342
42.4496,19,3.6370,36.8254
42.4496,20,3.1371,36.8205
42.4496,21,2.6371,36.8203
42.4496,22,2.1371,36.8238
42.4496,23,1.6372,36.8303
42.4496,24,1.1372,36.8398
42.4496,25,0.6374,36.8520
42.4496,26,0.1376,36.8661
42.4496,27,-0.3621,36.8819
42.4496,28,-0.8618,36.8992
42.4496,29,-1.3615,36.9174
42.4496,30,-1.8612,36.9361
42.4496,31,-2.3608,36.9550
42.4496,32,-2.8605,36.9737
42.4496,33,-3.3601,36.9918
42.4496,34,-3.8598,37.0088
42.4496,35,-4.3596,37.0244
42.4496,36,-4.8594,37.0384
42.4496,37,-5.3592,37.0499
42.4496,38,-5.8591,37.0587
42.4496,39,-6.3590,37.0649
42.4496,40,-6.8589,37.0675
42.4496,41,-7.3589,37.0685
42.4496,42,-7.8588,37.0732
42.4496,43,-8.3588,37.0705
42.4496,44,-8.8585,37.0583
42.4496,45,-9.0725,37.0564
42.4496,46,-9.2725,37.0537
42.4496,47,-9.4724,37.0484
42.4496,48,-9.6723,37.0415
42.4496,49,-9.8465,37.0343
43.4502,0,2.7132,36.8559
43.4502,1,2.2132,36.8601
43.4502,2,1.7132,36.8653
43.4502,3,1.2133,36.8714
43.4502,4,0.7133,36.8784
43.4502,5,0.2134,36.8862
43.4502,6,-0.2865,36.8946
43.4502,7,-0.7865,36.9037
43.4502,8,-1.2864,36.9133
43.4502,9,-1.7863,36.9233
43.4502,10,-2.2862,36.9337
43.4502,11,-2.7860,36.9444
43.4502,12,-3.2859,36.9553
43.4502,13,-3.7858,36.9663
43.4502,14,-4.2857,36.9773
43.4502,15,-4.7856,36.9883
43.4502,16,-5.2854,36.9991
43.4502,17,-5.7853,37.0097
43.4502,18,-6.2852,37.0200
43.4502,19,-6.7851,37.0299
43.4502,20,-7.2850,37.0394
43.4502,21,-7.7850,37.0484
43.4502,22,-8.2849,37.0566
43.4502,23,-8.7848,37.0643
43.4502,24,-9.2848,37.0710
43.4502,25,-9.7847,37.0769
43.4502,26,-10.2847,37.0820
43.4502,27,-10.7847,37.0859
43.4502,28,-11.2847,37.0887
43.4502,29,-11.7847,37.0904
43.4502,30,-12.2847,37.0907
43.4502,31,-12.7847,37.0896
43.4502,32,-13.2847,37.0873
43.4502,33,-13.7847,37.0832
43.4502,34,-14.2846,37.0776
43.4502,35,-14.7846,37.0705
43.4502,36,-15.2845,37.0614
43.4502,37,-15.7844,37.0498
43.4502,38,-16.2841,37.0352
43.4502,39,-16.7838,37.0175
43.4502,40,-17.2835,36.9992
43.4502,41,-17.7830,36.9777
43.4502,42,-18.0197,36.9672
43.4502,43,-18.2195,36.9580
43.4502,44,-18.4192,36.9480
43.4502,45,-18.4291,36.9475
44.4995,0,-12.3102,37.0715
44.4995,1,-12.8098,37.0520
44.4995,2,-13.3095,37.0362
44.4995,3,-13.8093,37.0239
44.4995,4,-14.3092,37.0152
44.4995,5,-14.8091,37.0079
44.4995,6,-15.3091,37.0019
44.4995,7,-15.8090,36.9968
44.4995,8,-16.3090,36.9916
44.4995,9,-16.8090,36.9858
44.4995,10,-17.3089,36.9787
44.4995,11,-17.8088,36.9700
44.4995,12,-18.3087,36.9586
44.4995,13,-18.8085,36.9445
44.4995,14,-19.3082,36.9269
44.4995,15,-19.8077,36.9048
44.4995,16,-20.3070,36.8787
44.4995,17,-20.8060,36.8466
44.4995,18,-21.3045,36.8086
44.4995,19,-21.8026,36.7651
44.4995,20,-22.2998,36.7125
44.4995,21,-22.7962,36.6531
44.4995,22,-23.2916,36.5850
44.4995,23,-23.7853,36.5066
44.4995,24,-24.2776,36.4194
44.4995,25,-24.7675,36.3194
44.4995,26,-25.2550,36.2084
44.4995,27,-25.7397,36.0858
44.4995,28,-26.2199,35.9468
44.4995,29,-26.6963,35.7952
44.4995,30,-27.1673,35.6276
44.4995,31,-27.6306,35.4398
44.4995,32,-28.0867,35.2353
44.4995,33,-28.5347,35.0133
44.4995,34,-28.9719,34.7710
44.4995,35,-29.3983,34.5103
44.4995,36,-29.8092,34.2258
44.4995,37,-30.2006,33.9152
44.4995,38,-30.5726,33.5820
44.4995,39,-30.9234,33.2265
44.4995,40,-31.2628,32.8596
44.4995,41,-31.5846,32.4776
44.4995,42,-31.8806,32.0749
44.4995,43,-32.1624,31.6624
44.4995,44,-32.3393,31.3781
44.4995,45,-32.4381,31.2043
44.4995,46,-32.5211,31.0550
45.5496,0,-23.4051,36.6345
45.5496,1,-23.9034,36.5943
45.5496,2,-24.3996,36.5353
45.5496,3,-24.8930,36.4557
45.5496,4,-25.3824,36.3534
45.5496,5,-25.8666,36.2293
45.5496,6,-26.3450,36.0847
45.5496,7,-26.8170,35.9201
45.5496,8,-27.2804,35.7324
45.5496,9,-27.7351,35.5249
45.5496,10,-28.1806,35.2982
45.5496,11,-28.6157,35.0520
45.5496,12,-29.0387,34.7855
45.5496,13,-29.4496,34.5010
45.5496,14,-29.8481,34.1993
45.5496,15,-30.2323,33.8793
45.5496,16,-30.6018,33.5427
45.5496,17,-30.9568,33.1908
45.5496,18,-31.2969,32.8244
45.5496,19,-31.6192,32.4422
45.5496,20,-31.9259,32.0476
45.5496,21,-32.2168,31.6410
45.5496,22,-32.4899,31.2223
45.5496,23,-32.7455,30.7927
45.5496,24,-32.9846,30.3537
45.5496,25,-33.2070,29.9060
45.5496,26,-33.4102,29.4492
45.5496,27,-33.5983,28.9861
45.5496,28,-33.7711,28.5170
45.5496,29,-33.9276,28.0421
45.5496,30,-34.0695,27.5628
45.5496,31,-34.1977,27.0796
45.5496,32,-34.3122,26.5929
45.5496,33,-34.4129,26.1032
45.5496,34,-34.5014,25.6112
45.5496,35,-34.5782,25.1171
45.5496,36,-34.6421,24.6212
45.5496,37,-34.6951,24.1241
45.5496,38,-34.7376,23.6260
45.5496,39,-34.7694,23.1270
45.5496,40,-34.7941,22.6276
45.5496,41,-34.8102,22.1279
45.5496,42,-34.8143,21.6280
45.5496,43,-34.8097,21.1282
45.5496,44,-34.7989,20.6284
45.5496,45,-34.7781,20.1811
45.5496,46,-34.7742,19.9812
45.5496,47,-34.7689,19.7813
45.5496,48,-34.7642,19.6319
46.5506,0,-29.7405,34.1807
46.5506,1,-30.1388,33.8785
46.5506,2,-30.5240,33.5600
46.5506,3,-30.8928,33.2225
46.5506,4,-31.2431,32.8659
46.5506,5,-31.5771,32.4939
46.5506,6,-31.8926,32.1063
46.5506,7,-32.1894,31.7039
46.5506,8,-32.4670,31.2882
46.5506,9,-32.7267,30.8610
46.5506,10,-32.9687,30.4236
46.5506,11,-33.1905,29.9755
46.5506,12,-33.3961,29.5199
46.5506,13,-33.5848,29.0569
46.5506,14,-33.7567,28.5874
46.5506,15,-33.9130,28.1125
46.5506,16,-34.0541,27.6329
46.5506,17,-34.1815,27.1495
46.5506,18,-34.2945,26.6624
46.5506,19,-34.3946,26.1726
46.5506,20,-34.4837,25.6806
46.5506,21,-34.5597,25.1864
46.5506,22,-34.6249,24.6907
46.5506,23,-34.6809,24.1939
46.5506,24,-34.7259,23.6959
46.5506,25,-34.7616,23.1972
46.5506,26,-34.7896,22.6980
46.5506,27,-34.8085,22.1984
46.5506,28,-34.8192,21.6985
46.5506,29,-34.8237,21.1986
46.5506,30,-34.8204,20.6986
46.5506,31,-34.8103,20.1987
46.5506,32,-34.7948,19.6989
46.5506,33,-34.7729,19.1994
46.5506,34,-34.7453,18.7002
46.5506,35,-34.7132,18.2012
46.5506,36,-34.6760,17.7026
46.5506,37,-34.6338,17.2044
46.5506,38,-34.5880,16.7065
46.5506,39,-34.5383,16.2090
46.5506,40,-34.4846,15.7119
46.5506,41,-34.4281,15.2151
46.5506,42,-34.3810,14.8136
47.5992,0,-33.7233,28.0189
47.5992,1,-33.8711,27.5412
47.5992,2,-34.0094,27.0608
47.5992,3,-34.1372,26.5774
47.5992,4,-34.2539,26.0912
47.5992,5,-34.3611,25.6028
47.5992,6,-34.4581,25.1124
47.5992,7,-34.5444,24.6199
47.5992,8,-34.6213,24.1258
47.5992,9,-34.6884,23.6304
47.5992,10,-34.7453,23.1336
47.5992,11,-34.7928,22.6359
47.5992,12,-34.8310,22.1374
47.5992,13,-34.8595,21.6382
47.5992,14,-34.8787,21.1386
47.5992,15,-34.8890,20.6387
47.5992,16,-34.8903,20.1387
47.5992,17,-34.8823,19.6388
47.5992,18,-34.8661,19.1391
47.5992,19,-34.8412,18.6397
47.5992,20,-34.8074,18.1408
47.5992,21,-34.7657,17.6426
47.5992,22,-34.7159,17.1451
47.5992,23,-34.6573,16.6485
47.5992,24,-34.5910,16.1530
47.5992,25,-34.5173,15.6584
47.5992,26,-34.4348,15.1653
47.5992,27,-34.3449,14.6735
47.5992,28,-34.2480,14.1829
47.5992,29,-34.1424,13.6942
47.5992,30,-34.0295,13.2071
47.5992,31,-33.9102,12.7216
47.5992,32,-33.7821,12.2383
47.5992,33,-33.6470,11.7569
47.5992,34,-33.5056,11.2773
47.5992,35,-33.3552,10.8005
47.5992,36,-33.1975,10.3260
47.5992,37,-33.0336,9.8536
47.5992,38,-32.8608,9.3844
47.5992,39,-32.6807,8.9180
47.5992,40,-32.4947,8.4539
47.5992,41,-32.3008,7.9930
47.5992,42,-32.1004,7.5350
47.5992,43,-31.9612,7.2235
48.5994,0,-34.7765,18.1885
48.5994,1,-34.7471,17.6894
48.5994,2,-34.7110,17.1907
48.5994,3,-34.6673,16.6926
48.5994,4,-34.6140,16.1955
48.5994,5,-34.5537,15.6992
48.5994,6,-34.4848,15.2040
48.5994,7,-34.4073,14.7100
48.5994,8,-34.3224,14.2173
48.5994,9,-34.2267,13.7266
48.5994,10,-34.1239,13.2373
48.5994,11,-34.0115,12.7501
48.5994,12,-33.8890,12.2654
48.5994,13,-33.7590,11.7826
48.5994,14,-33.6169,11.3032
48.5994,15,-33.4655,10.8267
48.5994,16,-33.3045,10.3534
48.5994,17,-33.1315,9.8844
48.5994,18,-32.9487,9.4190
48.5994,19,-32.7530,8.9589
48.5994,20,-32.5465,8.5036
48.5994,21,-32.3287,8.0536
48.5994,22,-32.0956,7.6113
48.5994,23,-31.8519,7.1748
48.5994,24,-31.5945,6.7462
48.5994,25,-31.3222,6.3270
48.5994,26,-31.0378,5.9158
48.5994,27,-30.7378,5.5159
48.5994,28,-30.4236,5.1271
48.5994,29,-30.0963,4.7492
48.5994,30,-29.7514,4.3873
48.5994,31,-29.3940,4.0379
48.5994,32,-29.0223,3.7037
48.5994,33,-28.6337,3.3892
48.5994,34,-28.2334,3.0899
48.5994,35,-27.8200,2.8087
48.5994,36,-27.3926,2.5496
48.5994,37,-26.9550,2.3082
48.5994,38,-26.5059,2.0886
48.5994,39,-26.0465,1.8918
48.5994,40,-25.5776,1.7191
48.5994,41,-25.0978,1.5792
48.5994,42,-24.6139,1.4545
48.5994,43,-24.1247,1.3523
48.5994,44,-23.6313,1.2727
48.5994,45,-23.1362,1.2114
48.5994,46,-22.9370,1.1939
48.5994,47,-22.7635,1.1796
49.5996,0,-33.0156,9.3866
49.5996,1,-32.8572,8.9124
49.5996,2,-32.6836,8.4437
49.5996,3,-32.4884,7.9835
49.5996,4,-32.2727,7.5327
49.5996,5,-32.0383,7.0912
49.5996,6,-31.7787,6.6640
49.5996,7,-31.5013,6.2482
49.5996,8,-31.2057,5.8451
49.5996,9,-30.8866,5.4603
49.5996,10,-30.5517,5.0893
49.5996,11,-30.2012,4.7329
49.5996,12,-29.8314,4.3965
49.5996,13,-29.4486,4.0751
49.5996,14,-29.0534,3.7690
49.5996,15,-28.6436,3.4826
49.5996,16,-28.2240,3.2109
49.5996,17,-27.7952,2.9539
49.5996,18,-27.3558,2.7154
49.5996,19,-26.9096,2.4901
49.5996,20,-26.4568,2.2781
49.5996,21,-25.9966,2.0828
49.5996,22,-25.5317,1.8988
49.5996,23,-25.0623,1.7268
49.5996,24,-24.5880,1.5687
49.5996,25,-24.1105,1.4203
49.5996,26,-23.6298,1.2828
49.5996,27,-23.1462,1.1560
49.5996,28,-22.6605,1.0376
49.5996,29,-22.1724,0.9291
49.5996,30,-21.6827,0.8284
49.5996,31,-21.1915,0.7349
49.5996,32,-20.6988,0.6501
49.5996,33,-20.2050,0.5712
49.5996,34,-19.7104,0.4985
49.5996,35,-19.2148,0.4324
49.5996,36,-18.7185,0.3711
49.5996,37,-18.2217,0.3149
49.5996,38,-17.7244,0.2632
49.5996,39,-17.2267,0.2152
49.5996,40,-16.7287,0.1712
49.5996,41,-16.2303,0.1303
49.5996,42,-15.7318,0.0922
49.5996,43,-15.2331,0.0562
49.5996,44,-14.7342,0.0225
49.5996,45,-14.4038,0.0011
50.6496,0,-29.1344,3.9874
50.6496,1,-28.9988,3.6481
50.6496,2,-28.6173,3.3315
50.6496,3,-28.1953,3.0646
50.6496,4,-27.7580,2.8226
50.6496,5,-27.3090,2.6034
50.6496,6,-26.8537,2.3973
50.6496,7,-26.3920,2.2055
50.6496,8,-25.9266,2.0231
50.6496,9,-25.4569,1.8517
50.6496,10,-24.9836,1.6904
50.6496,11,-24.5076,1.5377
50.6496,12,-24.0279,1.3966
50.6496,13,-23.5459,1.2640
50.6496,14,-23.0614,1.1405
50.6496,15,-22.5745,1.0271
50.6496,16,-22.0857,0.9220
50.6496,17,-21.5953,0.8245
50.6496,18,-21.1032,0.7362
50.6496,19,-20.6098,0.6550
50.6496,20,-20.1155,0.5801
50.6496,21,-19.6203,0.5109
50.6496,22,-19.1243,0.4477
50.6496,23,-18.6279,0.3885
50.6496,24,-18.1310,0.3326
50.6496,25,-17.6338,0.2798
50.6496,26,-17.1363,0.2299
50.6496,27,-16.6386,0.1824
50.6496,28,-16.1407,0.1371
50.6496,29,-15.6425,0.0946
50.6496,30,-15.1442,0.0541
50.6496,31,-14.6457,0.0154
50.6496,32,-14.1470,-0.0210
50.6496,33,-13.6483,-0.0556
50.6496,34,-13.1494,-0.0887
50.6496,35,-12.6504,-0.1198
50.6496,36,-12.1513,-0.1494
50.6496,37,-11.6521,-0.1779
50.6496,38,-11.1528,-0.2047
50.6496,39,-10.6534,-0.2294
50.6496,40,-10.1539,-0.2518
50.6496,41,-9.6543,-0.2719
50.6496,42,-9.1547,-0.2904
50.6496,43,-8.6550,-0.3075
50.6496,44,-8.1552,-0.3231
50.6496,45,-7.6554,-0.3364
50.6496,46,-7.1555,-0.3436
50.6496,47,-6.8874,-0.3439
50.6496,48,-6.6874,-0.3414
50.6496,49,-6.6325,-0.3407
51.6997,0,-22.1882,1.1038
51.6997,1,-21.7007,0.9925
51.6997,2,-21.2120,0.8868
51.6997,3,-20.7221,0.7868
51.6997,4,-20.2312,0.6923
51.6997,5,-19.7390,0.6039
51.6997,6,-19.2460,0.5205
51.6997,7,-18.7522,0.4421
51.6997,8,-18.2576,0.3688
51.6997,9,-17.7623,0.3005
51.6997,10,-17.2664,0.2367
51.6997,11,-16.7700,0.1770
51.6997,12,-16.2730,0.1221
51.6997,13,-15.7756,0.0713
51.6997,14,-15.2779,0.0241
51.6997,15,-14.7798,-0.0191
51.6997,16,-14.2813,-0.0586
51.6997,17,-13.7826,-0.0947
51.6997,18,-13.2837,-0.1278
51.6997,19,-12.7846,-0.1573
51.6997,20,-12.2853,-0.1839
51.6997,21,-11.7859,-0.2078
51.6997,22,-11.2863,-0.2289
51.6997,23,-10.7867,-0.2474
51.6997,24,-10.2870,-0.2637
51.6997,25,-9.7871,-0.2777
51.6997,26,-9.2873,-0.2894
51.6997,27,-8.7874,-0.2994
51.6997,28,-8.2875,-0.3076
51.6997,29,-7.7875,-0.3139
51.6997,30,-7.2875,-0.3188
51.6997,31,-6.7875,-0.3224
51.6997,32,-6.2875,-0.3246
51.6997,33,-5.7875,-0.3257
51.6997,34,-5.2875,-0.3260
51.6997,35,-4.7875,-0.3254
51.6997,36,-4.2876,-0.3240
51.6997,37,-3.7876,-0.3222
51.6997,38,-3.2876,-0.3199
51.6997,39,-2.7876,-0.3173
51.6997,40,-2.2876,-0.3138
51.6997,41,-1.7877,-0.3058
51.6997,42,-1.2878,-0.2967
51.6997,43,-0.7879,-0.2876
51.6997,44,-0.5363,-0.2827
51.6997,45,-0.3364,-0.2785
51.6997,46,-0.1364,-0.2741
51.6997,47,0.0635,-0.2697
51.6997,48,0.2635,-0.2653
51.6997,49,0.2654,-0.2653
52.7492,0,-11.8406,-0.1906
52.7492,1,-11.3412,-0.2153
52.7492,2,-10.8418,-0.2378
52.7492,3,-10.3422,-0.2580
52.7492,4,-9.8425,-0.2758
52.7492,5,-9.3427,-0.2915
52.7492,6,-8.8429,-0.3051
52.7492,7,-8.3431,-0.3166
52.7492,8,-7.8431,-0.3261
52.7492,9,-7.3432,-0.3336
52.7492,10,-6.8432,-0.3394
52.7492,11,-6.3432,-0.3432
52.7492,12,-5.8433,-0.3452
52.7492,13,-5.3433,-0.3457
52.7492,14,-4.8433,-0.3444
52.7492,15,-4.3433,-0.3415
52.7492,16,-3.8433,-0.3373
52.7492,17,-3.3433,-0.3314
52.7492,18,-2.8434,-0.3241
52.7492,19,-2.3434,-0.3157
52.7492,20,-1.8435,-0.3059
52.7492,21,-1.3437,-0.2948
52.7492,22,-0.8438,-0.2827
52.7492,23,-0.3440,-0.2695
52.7492,24,0.1558,-0.2552
52.7492,25,0.6556,-0.2400
52.7492,26,1.1553,-0.2239
52.7492,27,1.6550,-0.2069
52.7492,28,2.1547,-0.1892
52.7492,29,2.6544,-0.1708
52.7492,30,3.1540,-0.1516
52.7492,31,3.6536,-0.1319
52.7492,32,4.1532,-0.1118
52.7492,33,4.6528,-0.0911
52.7492,34,5.1523,-0.0699
52.7492,35,5.6519,-0.0485
52.7492,36,6.1514,-0.0269
52.7492,37,6.6509,-0.0050
52.7492,38,7.1505,0.0171
52.7492,39,7.6500,0.0392
52.7492,40,8.1495,0.0613
52.7492,41,8.6490,0.0834
52.7492,42,9.1229,0.1043
52.7492,43,9.1455,0.1053
53.7498,0,1.4051,-0.2295
53.7498,1,1.9048,-0.2134
53.7498,2,2.4045,-0.1968
53.7498,3,2.9042,-0.1794
53.7498,4,3.4039,-0.1614
53.7498,5,3.9035,-0.1426
53.7498,6,4.4032,-0.1230
53.7498,7,4.9027,-0.1026
53.7498,8,5.4023,-0.0811
53.7498,9,5.9018,-0.0588
53.7498,10,6.4012,-0.0355
53.7498,11,6.9006,-0.0112
53.7498,12,7.4000,0.0143
53.7498,13,7.8993,0.0409
53.7498,14,8.3985,0.0685
53.7498,15,8.8977,0.0976
53.7498,16,9.3968,0.1279
53.7498,17,9.8958,0.1594
53.7498,18,10.3947,0.1924
53.7498,19,10.8935,0.2268
53.7498,20,11.3922,0.2626
53.7498,21,11.8908,0.2999
53.7498,22,12.3893,0.3389
53.7498,23,12.8876,0.3795
53.7498,24,13.3859,0.4215
53.7498,25,13.8839,0.4654
53.7498,26,14.3818,0.5112
53.7498,27,14.8796,0.5586
53.7498,28,15.3772,0.6077
53.7498,29,15.8745,0.6590
53.7498,30,16.3717,0.7121
53.7498,31,16.8687,0.7671
53.7498,32,17.3654,0.8242
53.7498,33,17.8618,0.8836
53.7498,34,18.3581,0.9450
53.7498,35,18.8540,1.0085
53.7498,36,19.3496,1.0744
53.7498,37,19.8450,1.1425
53.7498,38,20.3400,1.2128
53.7498,39,20.8347,1.2851
53.7498,40,21.3294,1.3577
53.7498,41,21.8237,1.4330
53.7498,42,22.3174,1.5122
53.7498,43,22.6812,1.5721
53.7498,44,22.8787,1.6037
53.7498,45,23.0761,1.6360
53.7498,46,23.2733,1.6693
53.7498,47,23.4704,1.7035
53.7498,48,23.5911,1.7246
54.7993,0,15.7868,0.6346
54.7993,1,16.2827,0.6979
54.7993,2,16.7787,0.7617
54.7993,3,17.2745,0.8260
54.7993,4,17.7703,0.8908
54.7993,5,18.2660,0.9561
54.7993,6,18.7616,1.0221
54.7993,7,19.2572,1.0887
54.7993,8,19.7526,1.1559
54.7993,9,20.2480,1.2239
54.7993,10,20.7432,1.2926
54.7993,11,21.2384,1.3621
54.7993,12,21.7334,1.4324
54.7993,13,22.2283,1.5036
54.7993,14,22.7231,1.5757
54.7993,15,23.2178,1.6486
54.7993,16,23.7123,1.7226
54.7993,17,24.2066,1.7975
54.7993,18,24.7008,1.8734
54.7993,19,25.1948,1.9505
54.7993,20,25.6887,2.0286
54.7993,21,26.1824,2.1079
54.7993,22,26.6759,2.1883
54.7993,23,27.1691,2.2700
54.7993,24,27.6622,2.3529
54.7993,25,28.1551,2.4369
54.7993,26,28.6477,2.5225
54.7993,27,29.1401,2.6094
54.7993,28,29.6323,2.6975
54.7993,29,30.1242,2.7873
54.7993,30,30.6158,2.8784
54.7993,31,31.1072,2.9709
54.7993,32,31.5982,3.0652
54.7993,33,32.0889,3.1610
54.7993,34,32.5794,3.2581
54.7993,35,33.0694,3.3575
54.7993,36,33.5591,3.4587
54.7993,37,34.0484,3.5614
54.7993,38,34.5372,3.6665
54.7993,39,35.0258,3.7730
54.7993,40,35.5139,3.8813
54.7993,41,36.0015,3.9920
54.7993,42,36.4887,4.1045
54.7993,43,36.7316,4.1614
55.7996,0,29.3350,2.6342
55.7996,1,29.8266,2.7258
55.7996,2,30.3178,2.8189
55.7996,3,30.8088,2.9133
55.7996,4,31.2995,3.0094
55.7996,5,31.7898,3.1074
55.7996,6,32.2798,3.2070
55.7996,7,32.7694,3.3082
55.7996,8,33.2587,3.4113
55.7996,9,33.7475,3.5164
55.7996,10,34.2359,3.6233
55.7996,11,34.7240,3.7319
55.7996,12,35.2115,3.8427
55.7996,13,35.6987,3.9555
55.7996,14,36.1853,4.0700
55.7996,15,36.6716,4.1866
55.7996,16,37.1572,4.3055
55.7996,17,37.6424,4.4263
55.7996,18,38.1271,4.5490
55.7996,19,38.6112,4.6740
55.7996,20,39.0948,4.8011
55.7996,21,39.5779,4.9301
55.7996,22,40.0603,5.0614
55.7996,23,40.5422,5.1949
55.7996,24,41.0234,5.3306
55.7996,25,41.5038,5.4690
55.7996,26,41.9829,5.6121
55.7996,27,42.4604,5.7601
55.7996,28,42.9359,5.9145
55.7996,29,43.4083,6.0782
55.7996,30,43.8775,6.2509
55.7996,31,44.3425,6.4346
55.7996,32,44.8018,6.6321
55.7996,33,45.2539,6.8456
55.7996,34,45.6978,7.0753
55.7996,35,46.1314,7.3240
55.7996,36,46.5524,7.5938
55.7996,37,46.9567,7.8874
55.7996,38,47.3418,8.2052
55.7996,39,47.6886,8.5646
55.7996,40,47.9775,8.9711
55.7996,41,48.2015,9.4160
55.7996,42,48.3729,9.8831
55.7996,43,48.5283,10.3568
55.7996,44,48.6116,10.8011
55.7996,45,48.6466,10.9980
55.7996,46,48.6672,11.1966
55.7996,47,48.6784,11.3878
56.8498,0,40.2066,5.1774
56.8498,1,40.6553,5.3809
56.8498,2,41.0944,5.5936
56.8498,3,41.5588,5.7619
56.8498,4,42.0391,5.8983
56.8498,5,42.5256,6.0108
56.8498,6,43.0120,6.1195
56.8498,7,43.4977,6.2281
56.8498,8,43.9813,6.3457
56.8498,9,44.4615,6.4736
56.8498,10,44.9350,6.6294
56.8498,11,45.4007,6.8063
56.8498,12,45.8533,7.0169
56.8498,13,46.2864,7.2659
56.8498,14,46.6988,7.5473
56.8498,15,47.0830,7.8668
56.8498,16,47.4288,8.2274
56.8498,17,47.7373,8.6199
56.8498,18,48.0060,9.0407
56.8498,19,48.2326,9.4862
56.8498,20,48.4214,9.9491
56.8498,21,48.5811,10.4227
56.8498,22,48.7138,10.9046
56.8498,23,48.8238,11.3923
56.8498,24,48.9157,11.8837
56.8498,25,48.9933,12.3775
56.8498,26,49.0592,12.8730
56.8498,27,49.1143,13.3699
56.8498,28,49.1612,13.8675
56.8498,29,49.2013,14.3658
56.8498,30,49.2348,14.8646
56.8498,31,49.2642,15.3637
56.8498,32,49.2908,15.8630
56.8498,33,49.3154,16.3624
56.8498,34,49.3391,16.8618
56.8498,35,49.3617,17.3613
56.8498,36,49.3824,17.8608
56.8498,37,49.4001,18.3604
56.8498,38,49.4146,18.8602
56.8498,39,49.4255,19.3600
56.8498,40,49.4322,19.8600
56.8498,41,49.4373,20.3600
56.8498,42,49.4436,20.8599
56.8498,43,49.4559,21.3597
56.8498,44,49.4719,21.7892
56.8498,45,49.4753,21.9892
56.8498,46,49.4802,22.1891
56.8498,47,49.4867,22.3890
56.8498,48,49.4948,22.5888
56.8498,49,49.5048,22.7886
56.8498,50,49.5056,22.8057
57.8499,0,46.4099,7.5202
57.8499,1,46.8210,7.8042
57.8499,2,47.2043,8.1234
57.8499,3,47.5510,8.4823
57.8499,4,47.8523,8.8811
57.8499,5,48.1158,9.3051
57.8499,6,48.3409,9.7509
57.8499,7,48.5284,10.2142
57.8499,8,48.6830,10.6894
57.8499,9,48.8119,11.1723
57.8499,10,48.9175,11.6609
57.8499,11,49.0023,12.1536
57.8499,12,49.0726,12.6486
57.8499,13,49.1296,13.1453
57.8499,14,49.1750,13.6432
57.8499,15,49.2119,14.1418
57.8499,16,49.2412,14.6409
57.8499,17,49.2650,15.1404
57.8499,18,49.2851,15.6400
