# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
28.9994,-17.0851,88.9842,2.92730,6.357,6.510,9.250,0.0394,12.444,0.5038,0.161446,0.0000,0,0,,0.0406,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0497,-17.4579,89.0328,2.96324,6.254,6.466,9.002,0.0391,13.212,0.6810,0.157107,0.0000,0,0,,0.0447,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0993,-17.8092,89.0691,2.99718,6.174,6.430,9.610,0.0859,14.546,0.7417,0.167734,0.0000,0,0,,0.0438,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.1495,-18.1151,89.0865,3.02713,6.074,6.430,13.118,0.0478,16.102,0.4532,0.228953,0.0000,0,0,,0.0448,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.1999,-18.3114,89.0901,3.04648,5.975,6.401,8.877,-0.0386,12.928,0.7624,0.154926,0.0000,0,0,,0.0435,,,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.2494,-18.6616,89.0864,3.08423,5.915,6.382,13.454,-0.0674,16.590,0.6448,0.234810,0.0000,0,0,,0.0403,,,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.2997,-19.0023,89.0697,3.12448,5.887,6.382,14.828,-0.0901,17.122,0.5312,0.258790,0.0000,0,0,,0.0397,,,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.3494,-19.3733,89.0359,-3.11413,5.814,6.379,13.178,-0.1074,17.158,0.8521,0.229999,0.0000,0,0,,0.0443,,,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.3992,-19.6956,88.9867,-3.07279,5.768,6.401,14.578,-0.1061,17.662,0.6949,0.254442,0.0000,0,0,,0.0432,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.4498,-19.8832,88.9485,-3.04545,5.817,6.401,9.230,-0.1155,14.289,1.0525,0.161090,0.0000,0,0,,0.0447,,,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.4994,-20.2122,88.8672,-2.99454,5.798,6.460,12.636,-0.0732,17.145,0.8947,0.220532,0.0000,0,0,,0.0441,,,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5496,-20.3931,88.8128,-2.96506,5.699,6.569,6.569,-0.0551,12.954,1.1966,0.114647,0.0000,0,0,,0.0447,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5992,-20.7077,88.7162,-2.91523,5.744,6.569,12.260,-0.0068,16.981,0.8342,0.213975,0.0000,0,0,,0.0426,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.6493,-21.0386,88.6020,-2.86489,5.758,6.731,12.956,0.0239,17.221,0.7089,0.226131,0.0000,0,0,,0.0414,,,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.6997,-21.3815,88.4720,-2.81860,5.811,6.947,13.390,0.0609,18.965,0.8835,0.233700,0.0000,0,0,,0.0436,,,0.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7496,-21.6818,88.3326,-2.77876,5.913,7.214,15.473,0.0519,20.215,0.7525,0.270048,0.0000,0,0,,0.0450,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7994,-21.8391,88.2499,-2.75601,6.025,7.214,13.452,-0.0689,18.316,0.9471,0.234776,0.0000,0,0,,0.0438,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.8496,-22.1409,88.0731,-2.70774,6.139,7.525,10.890,-0.1235,15.275,0.9384,0.190062,0.0000,0,0,,0.0440,,,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.8995,-22.4355,87.8775,-2.65384,6.281,7.870,9.617,-0.1171,12.759,0.7091,0.167855,0.0000,0,0,,0.0435,,,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.9494,-22.6100,87.7516,-2.62073,6.448,7.870,3.997,-0.1106,9.992,1.1948,0.069768,0.0000,0,0,,0.0442,,,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.9994,-22.8871,87.5428,-2.56921,6.708,8.235,5.608,-0.0672,9.149,0.7052,0.097877,0.0000,0,0,,0.0390,,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0500,-23.2168,87.2794,-2.51319,7.032,8.610,1.856,-0.0192,6.940,0.9113,0.032388,0.0000,0,0,,0.0447,,,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0994,-23.3656,87.1614,-2.49205,7.159,8.610,1.871,-0.0173,5.284,0.6168,0.032663,0.0000,0,0,,0.0409,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1492,-23.7156,86.8566,-2.44621,7.436,8.942,1.308,0.0261,5.049,0.6220,0.022822,0.0000,0,0,,0.0393,,,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.1994,-24.0568,86.5558,-2.41255,7.741,9.219,1.225,0.0374,4.605,0.5472,0.021381,0.0000,0,0,,0.0440,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2493,-24.3934,86.2441,-2.38743,8.041,9.440,1.829,0.0345,4.737,0.4694,0.031917,0.0000,0,0,,0.0442,,,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.2996,-24.5564,86.0879,-2.37763,8.183,9.608,4.999,0.0817,7.640,0.3720,0.087252,0.0000,0,0,,0.0433,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.3493,-24.9124,85.7334,-2.35964,8.489,9.724,4.395,0.0237,6.497,0.3420,0.076702,0.0000,0,0,,0.0439,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.3992,-25.2816,85.3429,-2.34181,8.798,9.789,4.127,-0.0108,6.301,0.3904,0.072031,0.0000,0,0,,0.0448,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.4494,-25.4350,85.1718,-2.33300,8.914,9.789,3.867,-0.0249,5.649,0.3362,0.067496,0.0000,0,0,,0.0452,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.4997,-25.7915,84.7605,-2.30951,9.211,9.772,3.585,-0.0305,6.313,0.5060,0.062570,0.0000,0,0,,0.0440,,,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5494,-26.1167,84.3697,-2.28605,9.446,9.691,4.746,-0.0349,6.598,0.3566,0.082836,0.0000,0,0,,0.0448,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5993,-26.3158,84.1212,-2.27121,9.551,9.691,4.506,-0.0356,7.429,0.5438,0.078650,0.0000,0,0,,0.0434,,,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.6492,-26.6730,83.6583,-2.24428,9.661,9.514,4.106,-0.0498,6.880,0.5309,0.071656,0.0000,0,0,,0.0428,,,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.6996,-26.9714,83.2461,-2.22005,9.633,9.419,5.746,-0.0497,7.386,0.3331,0.100286,0.0000,0,0,,0.0444,,,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7500,-27.1527,82.9831,-2.20403,9.579,9.419,5.210,-0.0483,8.256,0.5772,0.090936,0.0000,0,0,,0.0441,,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7993,-27.4442,82.5441,-2.17699,9.436,9.222,5.618,-0.0631,7.533,0.3946,0.098059,0.0000,0,0,,0.0413,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.8493,-27.7435,82.0543,-2.14551,9.216,9.119,5.691,-0.0668,7.779,0.4297,0.099328,0.0000,0,0,,0.0447,,,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.9004,-27.8947,81.7916,-2.12769,9.088,9.119,5.498,-0.0651,8.882,0.6551,0.095962,0.0000,0,0,,0.0442,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.9497,-28.1260,81.3661,-2.09797,8.900,8.913,6.167,-0.0697,8.211,0.4271,0.107637,0.0000,0,0,,0.0409,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.9993,-28.3651,80.8867,-2.06303,8.704,8.809,5.011,-0.0640,8.022,0.5915,0.087457,0.0000,0,0,,0.0429,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0499,-28.4654,80.6727,-2.04728,8.646,8.809,4.836,-0.0665,7.025,0.4510,0.084406,0.0000,0,0,,0.0447,,,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0998,-28.6697,80.1992,-2.01107,8.508,8.707,5.687,-0.0524,8.063,0.4698,0.099263,0.0000,0,0,,0.0404,,,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1501,-28.8667,79.7046,-1.97334,8.393,8.607,4.668,-0.0453,7.875,0.6079,0.081468,0.0000,0,0,,0.0436,,,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.1992,-29.0404,79.2162,-1.93720,8.312,8.414,4.223,-0.0412,7.821,0.6723,0.073705,0.0000,0,0,,0.0430,,,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.2494,-29.1132,78.9900,-1.92043,8.244,8.414,3.520,-0.0454,6.788,0.6196,0.061430,0.0000,0,0,,0.0449,,,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.2999,-29.2574,78.5153,-1.88636,8.186,8.322,3.932,-0.0299,7.424,0.6421,0.068631,0.0000,0,0,,0.0447,,,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3493,-29.3207,78.2914,-1.87065,8.170,8.236,3.886,-0.0289,6.380,0.4668,0.067824,0.0000,0,0,,0.0432,,,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.3993,-29.4564,77.7696,-1.83700,8.080,8.155,3.737,-0.0262,7.469,0.6802,0.065227,0.0000,0,0,,0.0432,,,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4496,-29.5031,77.5724,-1.82531,7.995,8.155,5.154,-0.0323,6.798,0.3229,0.089946,0.0000,0,0,,0.0441,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4997,-29.6116,77.0557,-1.79597,7.866,8.080,5.681,-0.0367,8.219,0.4843,0.099145,0.0000,0,0,,0.0433,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5497,-29.6523,76.8443,-1.78360,7.881,8.012,5.720,-0.0459,7.264,0.3211,0.099830,0.0000,0,0,,0.0444,,,0.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5993,-29.7332,76.3330,-1.75418,7.768,7.953,6.008,-0.0501,9.077,0.5928,0.104866,0.0000,0,0,,0.0435,,,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6497,-29.7608,76.1266,-1.74224,7.662,7.953,6.526,-0.0615,7.935,0.3170,0.113892,0.0000,0,0,,0.0448,,,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6996,-29.8136,75.6220,-1.70960,7.550,7.869,6.922,-0.0613,9.756,0.5663,0.120808,0.0000,0,0,,0.0441,,,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7495,-29.8308,75.4145,-1.69468,7.579,7.869,7.013,-0.0737,8.730,0.3856,0.122405,0.0000,0,0,,0.0451,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7994,-29.8552,74.9509,-1.66128,7.500,7.843,7.033,-0.0735,9.853,0.5787,0.122743,0.0000,0,0,,0.0441,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8493,-29.8618,74.4898,-1.62498,7.440,7.826,6.789,-0.0682,10.152,0.6678,0.118485,0.0000,0,0,,0.0428,,,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8996,-29.8584,74.2623,-1.60719,7.346,7.816,5.743,-0.0677,8.655,0.5894,0.100231,0.0000,0,0,,0.0424,,,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9495,-29.8385,73.7956,-1.56810,7.311,7.809,6.398,-0.0508,9.702,0.6377,0.111665,0.0000,0,0,,0.0420,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.9996,-29.8231,73.5699,-1.54782,7.368,7.809,4.490,-0.0491,8.217,0.7091,0.078374,0.0000,0,0,,0.0435,,,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0493,-29.7809,73.1176,-1.50962,7.355,7.805,5.538,-0.0354,9.634,0.7571,0.096661,0.0000,0,0,,0.0433,,,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0996,-29.7557,72.9125,-1.49319,7.286,7.805,5.137,-0.0407,8.077,0.5622,0.089662,0.0000,0,0,,0.0438,,,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1494,-29.6921,72.4580,-1.45794,7.307,7.798,6.749,-0.0359,9.506,0.5244,0.117793,0.0000,0,0,,0.0436,,,0.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1993,-29.6509,72.2154,-1.43817,7.376,7.787,4.522,-0.0444,7.815,0.6278,0.078924,0.0000,0,0,,0.0429,,,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.2495,-29.6090,71.9894,-1.42229,7.298,7.787,6.257,-0.0512,8.034,0.3718,0.109214,0.0000,0,0,,0.0419,,,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.3001,-29.5578,71.7493,-1.40297,7.361,7.768,5.175,-0.0574,7.964,0.5554,0.090326,0.0000,0,0,,0.0418,,,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.3495,-29.4446,71.2735,-1.36599,7.377,7.737,7.394,-0.0563,9.473,0.4301,0.129044,0.0000,0,0,,0.0387,,,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.3994,-29.3814,71.0386,-1.34890,7.294,7.695,5.820,-0.0704,8.184,0.4974,0.101575,0.0000,0,0,,0.0419,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.4496,-29.3147,70.8017,-1.32960,7.379,7.695,6.384,-0.0791,8.193,0.4101,0.111420,0.0000,0,0,,0.0432,,,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.4998,-29.1626,70.3380,-1.29248,7.358,7.642,7.164,-0.0746,9.934,0.5728,0.125030,0.0000,0,0,,0.0422,,,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.5496,-29.0815,70.1089,-1.27457,7.289,7.579,7.128,-0.0869,8.805,0.3976,0.124403,0.0000,0,0,,0.0424,,,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.5994,-28.9955,69.8791,-1.25386,7.353,7.579,6.010,-0.0930,8.987,0.6309,0.104890,0.0000,0,0,,0.0426,,,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.6496,-28.8104,69.4341,-1.21429,7.310,7.508,8.463,-0.0884,10.597,0.4788,0.147711,0.0000,0,0,,0.0409,,,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.6999,-28.7108,69.2152,-1.19503,7.208,7.429,6.935,-0.1015,9.279,0.5329,0.121032,0.0000,0,0,,0.0423,,,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.7499,-28.6082,68.9955,-1.17323,7.270,7.429,6.722,-0.1091,9.245,0.5723,0.117316,0.0000,0,0,,0.0406,,,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.7996,-28.5008,68.7826,-1.15366,7.147,7.348,7.872,-0.1148,9.350,0.3988,0.137396,0.0000,0,0,,0.0422,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.8497,-28.3887,68.5703,-1.13162,7.198,7.348,6.826,-0.1165,9.307,0.5751,0.119138,0.0000,0,0,,0.0388,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.8996,-28.1547,68.1575,-1.08993,7.138,7.269,8.890,-0.1093,10.726,0.4548,0.155154,0.0000,0,0,,0.0369,,,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.9496,-28.0320,67.9583,-1.07012,7.014,7.198,7.431,-0.1180,9.601,0.5260,0.129688,0.0000,0,0,,0.0403,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.9995,-27.9052,67.7598,-1.04781,7.062,7.198,6.898,-0.1225,9.402,0.5890,0.120385,0.0000,0,0,,0.0424,,,0.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0496,-27.7748,67.5689,-1.02751,6.930,7.142,7.913,-0.1247,9.452,0.4257,0.138114,0.0000,0,0,,0.0422,,,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0996,-27.6390,67.3804,-1.00447,6.966,7.142,6.831,-0.1211,9.375,0.5961,0.119216,0.0000,0,0,,0.0402,,,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.1495,-27.3617,67.0149,-0.96029,6.903,7.105,8.887,-0.1060,10.701,0.4506,0.155114,0.0000,0,0,,0.0316,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.1995,-27.2193,66.8396,-0.93959,6.770,7.090,7.129,-0.1112,9.354,0.5315,0.124421,0.0000,0,0,,0.0436,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.2494,-27.0730,66.6656,-0.91664,6.816,7.090,6.693,-0.1107,9.368,0.6085,0.116814,0.0000,0,0,,0.0409,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.2996,-26.9243,66.4996,-0.89608,6.679,7.097,7.882,-0.1094,9.408,0.4088,0.137569,0.0000,0,0,,0.0401,,,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.3499,-26.7719,66.3347,-0.87311,6.730,7.097,6.581,-0.1053,9.270,0.6055,0.114857,0.0000,0,0,,0.0394,,,0.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.3994,-26.6189,66.1760,-0.85320,6.610,7.128,7.199,-0.1049,9.319,0.5078,0.125646,0.0000,0,0,,0.0311,,,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.4494,-26.3033,65.8679,-0.81117,6.547,7.181,8.743,-0.0888,10.651,0.4507,0.152595,0.0000,0,0,,0.0398,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.4994,-26.1411,65.7183,-0.78909,6.616,7.181,6.757,-0.1063,9.412,0.6030,0.117924,0.0000,0,0,,0.0427,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.5495,-25.9781,65.5752,-0.77010,6.504,7.256,8.192,-0.1177,9.688,0.4180,0.142983,0.0000,0,0,,0.0431,,,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.5992,-25.8093,65.4351,-0.74825,6.573,7.256,6.851,-0.1194,9.691,0.6532,0.119581,0.0000,0,0,,0.0430,,,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6495,-25.4665,65.1640,-0.70707,6.600,7.348,9.019,-0.1068,10.920,0.4722,0.157416,0.0000,0,0,,0.0405,,,0.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6995,-25.2910,65.0360,-0.68781,6.512,7.451,7.312,-0.1168,9.599,0.5546,0.127610,0.0000,0,0,,0.0408,,,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.7499,-25.1104,64.9079,-0.66594,6.637,7.451,7.120,-0.1200,9.419,0.5585,0.124262,0.0000,0,0,,0.0433,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.7995,-24.9269,64.7873,-0.64612,6.582,7.560,7.900,-0.1192,9.312,0.4036,0.137874,0.0000,0,0,,0.0424,,,0.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.8501,-24.5447,64.5496,-0.60366,6.758,7.671,7.710,-0.1011,10.256,0.5747,0.134565,0.0000,0,0,,0.0435,,,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.8994,-24.3456,64.4332,-0.58125,6.913,7.671,6.827,-0.1024,8.840,0.4807,0.119162,0.0000,0,0,,0.0391,,,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.9498,-24.1426,64.3226,-0.56052,6.931,7.780,6.319,-0.1001,8.860,0.5697,0.110295,0.0000,0,0,,0.0419,,,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.9995,-23.9333,64.2136,-0.53754,7.073,7.780,5.549,-0.0941,8.625,0.6534,0.096843,0.0000,0,0,,0.0433,,,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0493,-23.5027,64.0059,-0.49248,7.237,7.887,5.956,-0.0708,9.267,0.6639,0.103948,0.0000,0,0,,0.0429,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0994,-23.2822,63.9065,-0.47141,7.251,7.990,5.198,-0.0726,8.024,0.5812,0.090721,0.0000,0,0,,0.0431,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1497,-23.0573,63.8077,-0.44887,7.363,7.990,5.478,-0.0728,7.784,0.4895,0.095605,0.0000,0,0,,0.0420,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.2004,-22.6002,63.6257,-0.40785,7.425,8.090,6.255,-0.0919,9.179,0.6195,0.109167,0.0000,0,0,,0.0430,,,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.2495,-22.3688,63.5404,-0.38945,7.393,8.191,6.907,-0.1178,8.429,0.4060,0.120552,0.0000,0,0,,0.0409,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.2994,-22.1328,63.4583,-0.36899,7.491,8.191,5.689,-0.1230,8.229,0.5882,0.099294,0.0000,0,0,,0.0432,,,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.3496,-21.6547,63.3113,-0.33070,7.553,8.430,8.095,-0.0102,10.639,0.4560,0.141277,0.0000,0,0,,0.0411,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.3994,-21.4124,63.2463,-0.31197,7.519,8.430,6.818,-0.0707,9.332,0.5218,0.119001,0.0000,0,0,,0.0408,,,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.4494,-21.1658,63.1827,-0.29116,7.636,8.586,6.718,-0.1030,8.645,0.4555,0.117260,0.0000,0,0,,0.0428,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5003,-20.9186,63.1274,-0.27182,7.595,8.586,5.795,-0.1172,8.231,0.5614,0.101146,0.0000,0,0,,0.0416,,,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5496,-20.4117,63.0319,-0.22874,7.751,8.769,5.598,-0.1019,7.730,0.4884,0.097709,0.0000,0,0,,0.0379,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5994,-20.1522,62.9902,-0.20592,7.879,8.977,4.654,-0.0920,7.839,0.6595,0.081236,0.0000,0,0,,0.0419,,,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.6494,-19.8901,62.9525,-0.18460,7.937,8.977,4.310,-0.0869,7.304,0.6196,0.075229,0.0000,0,0,,0.0409,,,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.6996,-19.3547,62.8911,-0.14178,8.099,9.473,2.454,-0.0630,5.526,0.6053,0.042824,0.0000,0,0,,0.0427,,,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7497,-19.0815,62.8655,-0.12072,8.225,9.473,2.893,-0.0715,5.883,0.5995,0.050490,0.0000,0,0,,0.0402,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7992,-18.5262,62.8229,-0.08410,8.420,9.756,1.896,-0.0730,4.590,0.5477,0.033087,0.0000,0,0,,0.0402,,,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.8497,-18.2493,62.8063,-0.06929,8.522,10.058,2.475,-0.0303,4.697,0.4195,0.043204,0.0000,0,0,,0.0409,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.8993,-17.9594,62.7940,-0.05456,8.704,10.370,4.465,0.0942,6.920,0.3313,0.077937,0.0000,0,0,,0.0404,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.9496,-17.6639,62.7838,-0.04172,8.866,10.370,3.745,0.0029,5.881,0.3698,0.065363,0.0000,0,0,,0.0412,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.9997,-17.0551,62.7747,-0.01898,9.212,10.983,3.453,-0.0526,4.482,0.2311,0.060260,0.0000,0,0,,0.0374,,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0494,-16.7425,62.7801,-0.00718,9.378,10.983,2.513,-0.0688,4.040,0.3328,0.043862,0.0000,0,0,,0.0401,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0995,-16.4236,62.7894,0.00540,9.567,11.277,1.696,-0.0726,3.386,0.3636,0.029598,0.0000,0,0,,0.0418,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1497,-15.7671,62.8193,0.03172,9.954,11.564,-0.061,-0.0531,1.975,0.4038,-0.001058,0.0000,0,0,,0.0386,,,0.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
