t,idx,x,y
43.4003,32,5.1852,36.9056
43.4003,33,4.6853,36.8950
43.4003,34,4.1854,36.8892
43.4003,35,3.6854,36.8867
43.4003,36,3.1854,36.8870
43.4003,37,2.6854,36.8903
43.4003,38,2.1854,36.8954
43.4003,39,1.6855,36.9020
43.4003,40,1.1855,36.9097
43.4003,41,0.6856,36.9177
43.4003,42,0.1857,36.9261
43.4003,43,-0.3143,36.9318
43.4003,44,-0.8143,36.9312
43.4003,45,-1.0311,36.9328
43.4003,46,-1.2311,36.9336
43.4003,47,-1.4311,36.9327
43.4003,48,-1.6311,36.9301
43.4003,49,-1.7888,36.9271
44.4508,0,14.2477,38.7709
44.4508,1,13.7938,38.5614
44.4508,2,13.3343,38.3642
44.4508,3,12.8691,38.1811
44.4508,4,12.3982,38.0132
44.4508,5,11.9231,37.8574
44.4508,6,11.4440,37.7145
44.4508,7,10.9608,37.5860
44.4508,8,10.4748,37.4688
44.4508,9,9.9861,37.3628
44.4508,10,9.4949,37.2698
44.4508,11,9.0018,37.1869
44.4508,12,8.5073,37.1135
44.4508,13,8.0112,37.0512
44.4508,14,7.5141,36.9977
44.4508,15,7.0162,36.9519
44.4508,16,6.5175,36.9152
44.4508,17,6.0184,36.8858
44.4508,18,5.5189,36.8626
44.4508,19,5.0192,36.8464
44.4508,20,4.5193,36.8360
44.4508,21,4.0194,36.8301
44.4508,22,3.5194,36.8296
44.4508,23,3.0194,36.8332
44.4508,24,2.5194,36.8400
44.4508,25,2.0195,36.8505
44.4508,26,1.5197,36.8635
44.4508,27,1.0199,36.8785
44.4508,28,0.5202,36.8954
44.4508,29,0.0205,36.9133
44.4508,30,-0.4791,36.9320
44.4508,31,-0.9788,36.9509
44.4508,32,-1.4784,36.9694
44.4508,33,-1.9781,36.9873
44.4508,34,-2.4778,37.0037
44.4508,35,-2.9776,37.0185
44.4508,36,-3.4774,37.0313
44.4508,37,-3.9773,37.0408
44.4508,38,-4.4773,37.0472
44.4508,39,-4.9773,37.0501
44.4508,40,-5.4773,37.0478
44.4508,41,-5.9772,37.0412
44.4508,42,-6.4771,37.0295
44.4508,43,-6.9767,37.0103
44.4508,44,-7.2342,36.9995
45.5012,0,5.4124,36.9560
45.5012,1,4.9127,36.9398
45.5012,2,4.4129,36.9259
45.5012,3,3.9130,36.9143
45.5012,4,3.4131,36.9053
45.5012,5,2.9132,36.8984
45.5012,6,2.4132,36.8935
45.5012,7,1.9132,36.8906
45.5012,8,1.4132,36.8896
45.5012,9,0.9132,36.8901
45.5012,10,0.4132,36.8922
45.5012,11,-0.0868,36.8960
45.5012,12,-0.5867,36.9009
45.5012,13,-1.0867,36.9070
45.5012,14,-1.5866,36.9143
45.5012,15,-2.0866,36.9225
45.5012,16,-2.5865,36.9315
45.5012,17,-3.0864,36.9412
45.5012,18,-3.5863,36.9515
45.5012,19,-4.0862,36.9623
45.5012,20,-4.5861,36.9734
45.5012,21,-5.0859,36.9847
45.5012,22,-5.5858,36.9961
45.5012,23,-6.0857,37.0075
45.5012,24,-6.5855,37.0188
45.5012,25,-7.0854,37.0297
45.5012,26,-7.5853,37.0402
45.5012,27,-8.0852,37.0503
45.5012,28,-8.5851,37.0597
45.5012,29,-9.0850,37.0682
45.5012,30,-9.5850,37.0760
45.5012,31,-10.0849,37.0827
45.5012,32,-10.5849,37.0882
45.5012,33,-11.0849,37.0926
45.5012,34,-11.5849,37.0957
45.5012,35,-12.0849,37.0971
45.5012,36,-12.5849,37.0970
45.5012,37,-13.0849,37.0953
45.5012,38,-13.5849,37.0915
45.5012,39,-14.0848,37.0859
45.5012,40,-14.5848,37.0785
45.5012,41,-15.0847,37.0689
45.5012,42,-15.2466,37.0659
46.5518,0,-8.4808,37.0402
46.5518,1,-8.9807,37.0397
46.5518,2,-9.4806,37.0405
46.5518,3,-9.9805,37.0426
46.5518,4,-10.4805,37.0462
46.5518,5,-10.9805,37.0501
46.5518,6,-11.4805,37.0546
46.5518,7,-11.9804,37.0593
46.5518,8,-12.4804,37.0636
46.5518,9,-12.9804,37.0676
46.5518,10,-13.4804,37.0706
46.5518,11,-13.9804,37.0726
46.5518,12,-14.4804,37.0730
46.5518,13,-14.9803,37.0717
46.5518,14,-15.4803,37.0686
46.5518,15,-15.9803,37.0627
46.5518,16,-16.4802,37.0545
46.5518,17,-16.9800,37.0433
46.5518,18,-17.4798,37.0286
46.5518,19,-17.9794,37.0107
46.5518,20,-18.4789,36.9885
46.5518,21,-18.9782,36.9624
46.5518,22,-19.4772,36.9321
46.5518,23,-19.9759,36.8958
46.5518,24,-20.4743,36.8554
46.5518,25,-20.9721,36.8095
46.5518,26,-21.4693,36.7567
46.5518,27,-21.9660,36.6990
46.5518,28,-22.4618,36.6344
46.5518,29,-22.9566,36.5625
46.5518,30,-23.4504,36.4843
46.5518,31,-23.9426,36.3968
46.5518,32,-24.4335,36.3019
46.5518,33,-24.9229,36.1997
46.5518,34,-25.4098,36.0867
46.5518,35,-25.8950,35.9666
46.5518,36,-26.3781,35.8384
46.5518,37,-26.8578,35.6986
46.5518,38,-27.1392,35.6061
46.5518,39,-27.3256,35.5335
46.5518,40,-27.5093,35.4545
46.5518,41,-27.6914,35.3719
46.5518,42,-27.8706,35.2831
46.5518,43,-28.0469,35.1888
46.5518,44,-28.2214,35.0911
46.5518,45,-28.3914,34.9857
46.5518,46,-28.4818,34.9296
47.6004,0,-20.6674,36.9139
47.6004,1,-21.1670,36.8937
47.6004,2,-21.6659,36.8636
47.6004,3,-22.1642,36.8221
47.6004,4,-22.6611,36.7676
47.6004,5,-23.1567,36.7022
47.6004,6,-23.6505,36.6237
47.6004,7,-24.1420,36.5321
47.6004,8,-24.6312,36.4291
47.6004,9,-25.1168,36.3103
47.6004,10,-25.5990,36.1781
47.6004,11,-26.0775,36.0333
47.6004,12,-26.5503,35.8709
47.6004,13,-27.0178,35.6938
47.6004,14,-27.4793,35.5016
47.6004,15,-27.9328,35.2912
47.6004,16,-28.3788,35.0655
47.6004,17,-28.8152,34.8216
47.6004,18,-29.2402,34.5584
47.6004,19,-29.6551,34.2797
47.6004,20,-30.0561,33.9812
47.6004,21,-30.4412,33.6626
47.6004,22,-30.8132,33.3287
47.6004,23,-31.1672,32.9758
47.6004,24,-31.5029,32.6055
47.6004,25,-31.8239,32.2223
47.6004,26,-32.1253,31.8235
47.6004,27,-32.4092,31.4120
47.6004,28,-32.6776,30.9903
47.6004,29,-32.9252,30.5560
47.6004,30,-33.1568,30.1130
47.6004,31,-33.3733,29.6624
47.6004,32,-33.5679,29.2019
47.6004,33,-33.7485,28.7358
47.6004,34,-33.9132,28.2638
47.6004,35,-34.0585,27.7854
47.6004,36,-34.1905,27.3033
47.6004,37,-34.3061,26.8169
47.6004,38,-34.4064,26.3271
47.6004,39,-34.4922,25.8347
47.6004,40,-34.5585,25.3391
47.6004,41,-34.6120,24.8421
47.6004,42,-34.6515,24.3437
47.6004,43,-34.6740,23.8443
47.6004,44,-34.6844,23.3445
47.6004,45,-34.6839,23.0813
47.6004,46,-34.6838,23.0244
48.6006,0,-27.7682,35.3497
48.6006,1,-28.2252,35.1471
48.6006,2,-28.6743,34.9276
48.6006,3,-29.1099,34.6823
48.6006,4,-29.5324,34.4153
48.6006,5,-29.9433,34.1304
48.6006,6,-30.3347,33.8194
48.6006,7,-30.7106,33.4901
48.6006,8,-31.0704,33.1430
48.6006,9,-31.4098,32.7760
48.6006,10,-31.7322,32.3940
48.6006,11,-32.0349,31.9961
48.6006,12,-32.3174,31.5837
48.6006,13,-32.5841,31.1609
48.6006,14,-32.8305,30.7258
48.6006,15,-33.0579,30.2807
48.6006,16,-33.2706,29.8282
48.6006,17,-33.4648,29.3675
48.6006,18,-33.6425,28.9003
48.6006,19,-33.8068,28.4280
48.6006,20,-33.9537,27.9501
48.6006,21,-34.0888,27.4688
48.6006,22,-34.2095,26.9836
48.6006,23,-34.3171,26.4954
48.6006,24,-34.4151,26.0051
48.6006,25,-34.4985,25.5121
48.6006,26,-34.5724,25.0176
48.6006,27,-34.6371,24.5218
48.6006,28,-34.6900,24.0247
48.6006,29,-34.7350,23.5267
48.6006,30,-34.7702,23.0280
48.6006,31,-34.7975,22.5287
48.6006,32,-34.8166,22.0291
48.6006,33,-34.8274,21.5292
48.6006,34,-34.8322,21.0293
48.6006,35,-34.8281,20.5293
48.6006,36,-34.8181,20.0294
48.6006,37,-34.8023,19.5297
48.6006,38,-34.7787,19.0302
48.6006,39,-34.7503,18.5310
48.6006,40,-34.7155,18.0323
48.6006,41,-34.6745,17.5340
48.6006,42,-34.6288,17.0361
48.6006,43,-34.5777,16.5387
48.6006,44,-34.5221,16.0418
48.6006,45,-34.4624,15.5454
48.6006,46,-34.4051,15.0989
48.6006,47,-34.3942,15.0121
49.6504,0,-32.5929,30.7709
49.6504,1,-32.8234,30.3274
49.6504,2,-33.0421,29.8779
49.6504,3,-33.2483,29.4224
49.6504,4,-33.4402,28.9608
49.6504,5,-33.6191,28.4940
49.6504,6,-33.7862,28.0228
49.6504,7,-33.9404,27.5472
49.6504,8,-34.0807,27.0673
49.6504,9,-34.2099,26.5844
49.6504,10,-34.3276,26.0985
49.6504,11,-34.4320,25.6095
49.6504,12,-34.5253,25.1183
49.6504,13,-34.6081,24.6253
49.6504,14,-34.6795,24.1305
49.6504,15,-34.7395,23.6341
49.6504,16,-34.7902,23.1367
49.6504,17,-34.8310,22.6384
49.6504,18,-34.8603,22.1393
49.6504,19,-34.8811,21.6398
49.6504,20,-34.8935,21.1400
49.6504,21,-34.8952,20.6400
49.6504,22,-34.8888,20.1401
49.6504,23,-34.8747,19.6404
49.6504,24,-34.8514,19.1409
49.6504,25,-34.8200,18.6419
49.6504,26,-34.7817,18.1434
49.6504,27,-34.7354,17.6456
49.6504,28,-34.6810,17.1486
49.6504,29,-34.6204,16.6523
49.6504,30,-34.5530,16.1568
49.6504,31,-34.4775,15.6626
49.6504,32,-34.3963,15.1692
49.6504,33,-34.3093,14.6769
49.6504,34,-34.2144,14.1860
49.6504,35,-34.1140,13.6962
49.6504,36,-34.0085,13.2075
49.6504,37,-33.8959,12.7205
49.6504,38,-33.7777,12.2347
49.6504,39,-33.6547,11.7502
49.6504,40,-33.5257,11.2672
49.6504,41,-33.4083,10.8489
49.6504,42,-33.3461,10.6588
49.6504,43,-33.2811,10.4697
49.6504,44,-33.2126,10.2818
49.6504,45,-33.1419,10.0947
49.6504,46,-33.0690,9.9085
49.6504,47,-32.9923,9.7238
49.6504,48,-32.9131,9.5401
49.6504,49,-32.8510,9.3989
50.6511,0,-34.6963,23.1617
50.6511,1,-34.7258,22.6626
50.6511,2,-34.7502,22.1632
50.6511,3,-34.7691,21.6636
50.6511,4,-34.7827,21.1639
50.6511,5,-34.7902,20.6639
50.6511,6,-34.7919,20.1640
50.6511,7,-34.7880,19.6640
50.6511,8,-34.7775,19.1641
50.6511,9,-34.7607,18.6644
50.6511,10,-34.7376,18.1650
50.6511,11,-34.7077,17.6659
50.6511,12,-34.6706,17.1672
50.6511,13,-34.6266,16.6692
50.6511,14,-34.5755,16.1718
50.6511,15,-34.5163,15.6754
50.6511,16,-34.4496,15.1799
50.6511,17,-34.3752,14.6855
50.6511,18,-34.2918,14.1925
50.6511,19,-34.2002,13.7010
50.6511,20,-34.1003,13.2112
50.6511,21,-33.9902,12.7235
50.6511,22,-33.8713,12.2379
50.6511,23,-33.7435,11.7545
50.6511,24,-33.6042,11.2744
50.6511,25,-33.4553,10.7971
50.6511,26,-33.2965,10.3231
50.6511,27,-33.1258,9.8531
50.6511,28,-32.9440,9.3874
50.6511,29,-32.7513,8.9261
50.6511,30,-32.5468,8.4698
50.6511,31,-32.3295,8.0196
50.6511,32,-32.1002,7.5753
50.6511,33,-31.8596,7.1371
50.6511,34,-31.6040,6.7074
50.6511,35,-31.3359,6.2856
50.6511,36,-31.0556,5.8717
50.6511,37,-30.7623,5.4670
50.6511,38,-30.4548,5.0732
50.6511,39,-30.1351,4.6893
50.6511,40,-29.8045,4.3148
50.6511,41,-29.5359,4.0371
50.6511,42,-29.3828,3.9085
50.6511,43,-29.2253,3.7854
50.6511,44,-29.0622,3.6696
50.6511,45,-28.8933,3.5627
50.6511,46,-28.7207,3.4617
50.6511,47,-28.5444,3.3673
50.6511,48,-28.3630,3.2832
50.6511,49,-28.2548,3.2338
51.7014,0,-34.1454,13.1680
51.7014,1,-34.0506,12.6771
51.7014,2,-33.9454,12.1884
51.7014,3,-33.8273,11.7026
51.7014,4,-33.6950,11.2205
51.7014,5,-33.5511,10.7417
51.7014,6,-33.3930,10.2674
51.7014,7,-33.2218,9.7977
51.7014,8,-33.0379,9.3328
51.7014,9,-32.8383,8.8744
51.7014,10,-32.6260,8.4218
51.7014,11,-32.4007,7.9755
51.7014,12,-32.1584,7.5382
51.7014,13,-31.9031,7.1084
51.7014,14,-31.6345,6.6868
51.7014,15,-31.3483,6.2768
51.7014,16,-31.0487,5.8767
51.7014,17,-30.7353,5.4872
51.7014,18,-30.4047,5.1121
51.7014,19,-30.0605,4.7497
51.7014,20,-29.7025,4.4007
51.7014,21,-29.3283,4.0693
51.7014,22,-28.9415,3.7527
51.7014,23,-28.5426,3.4513
51.7014,24,-28.1304,3.1685
51.7014,25,-27.7084,2.9005
51.7014,26,-27.2772,2.6475
51.7014,27,-26.8361,2.4123
51.7014,28,-26.3877,2.1913
51.7014,29,-25.9324,1.9847
51.7014,30,-25.4701,1.7943
51.7014,31,-25.0026,1.6172
51.7014,32,-24.5301,1.4538
51.7014,33,-24.0528,1.3050
51.7014,34,-23.5720,1.1682
51.7014,35,-23.0875,1.0447
51.7014,36,-22.6000,0.9336
51.7014,37,-22.1103,0.8330
51.7014,38,-21.6181,0.7453
51.7014,39,-21.1240,0.6688
51.7014,40,-20.6285,0.6022
51.7014,41,-20.1314,0.5484
51.7014,42,-19.6335,0.5040
51.7014,43,-19.1347,0.4692
51.7014,44,-18.6353,0.4450
51.7014,45,-18.4069,0.4352
52.7500,0,-31.7973,7.0170
52.7500,1,-31.5438,6.5861
52.7500,2,-31.2744,6.1651
52.7500,3,-30.9865,5.7565
52.7500,4,-30.6768,5.3640
52.7500,5,-30.3505,4.9854
52.7500,6,-30.0074,4.6220
52.7500,7,-29.6468,4.2758
52.7500,8,-29.2693,3.9480
52.7500,9,-28.8785,3.6364
52.7500,10,-28.4744,3.3422
52.7500,11,-28.0571,3.0668
52.7500,12,-27.6287,2.8094
52.7500,13,-27.1910,2.5678
52.7500,14,-26.7447,2.3426
52.7500,15,-26.2900,2.1348
52.7500,16,-25.8286,1.9422
52.7500,17,-25.3618,1.7633
52.7500,18,-24.8900,1.5980
52.7500,19,-24.4133,1.4472
52.7500,20,-23.9331,1.3079
52.7500,21,-23.4499,1.1796
52.7500,22,-22.9639,1.0623
52.7500,23,-22.4754,0.9556
52.7500,24,-21.9852,0.8573
52.7500,25,-21.4934,0.7673
52.7500,26,-21.0000,0.6861
52.7500,27,-20.5057,0.6116
52.7500,28,-20.0104,0.5432
52.7500,29,-19.5142,0.4813
52.7500,30,-19.0174,0.4246
52.7500,31,-18.5202,0.3724
52.7500,32,-18.0225,0.3246
52.7500,33,-17.5244,0.2805
52.7500,34,-17.0261,0.2393
52.7500,35,-16.5276,0.2006
52.7500,36,-16.0290,0.1641
52.7500,37,-15.5302,0.1289
52.7500,38,-15.0314,0.0946
52.7500,39,-14.5325,0.0608
52.7500,40,-14.0337,0.0269
52.7500,41,-13.5349,-0.0078
52.7500,42,-13.0362,-0.0442
52.7500,43,-12.5378,-0.0832
52.7500,44,-12.0395,-0.1253
52.7500,45,-11.5417,-0.1712
52.7500,46,-11.0442,-0.2215
52.7500,47,-10.7432,-0.2555
52.7500,48,-10.6688,-0.2641
53.7509,0,-27.6353,3.0282
53.7509,1,-27.1956,2.7902
53.7509,2,-26.7504,2.5627
53.7509,3,-26.2995,2.3468
53.7509,4,-25.8420,2.1451
53.7509,5,-25.3803,1.9534
53.7509,6,-24.9141,1.7726
53.7509,7,-24.4430,1.6052
53.7509,8,-23.9687,1.4472
53.7509,9,-23.4911,1.2991
53.7509,10,-23.0100,1.1631
53.7509,11,-22.5265,1.0358
53.7509,12,-22.0408,0.9173
53.7509,13,-21.5526,0.8093
53.7509,14,-21.0628,0.7090
53.7509,15,-20.5715,0.6163
53.7509,16,-20.0785,0.5326
53.7509,17,-19.5846,0.4554
53.7509,18,-19.0896,0.3845
53.7509,19,-18.5937,0.3210
53.7509,20,-18.0971,0.2628
53.7509,21,-17.5999,0.2097
53.7509,22,-17.1022,0.1625
53.7509,23,-16.6040,0.1195
53.7509,24,-16.1056,0.0804
53.7509,25,-15.6067,0.0459
53.7509,26,-15.1077,0.0144
53.7509,27,-14.6086,-0.0140
53.7509,28,-14.1092,-0.0394
53.7509,29,-13.6097,-0.0627
53.7509,30,-13.1102,-0.0841
53.7509,31,-12.6106,-0.1037
53.7509,32,-12.1109,-0.1222
53.7509,33,-11.6112,-0.1398
53.7509,34,-11.1115,-0.1568
53.7509,35,-10.6118,-0.1738
53.7509,36,-10.1121,-0.1910
53.7509,37,-9.6124,-0.2088
53.7509,38,-9.1128,-0.2276
53.7509,39,-8.6132,-0.2478
53.7509,40,-8.1137,-0.2699
53.7509,41,-7.6143,-0.2941
53.7509,42,-7.1150,-0.3208
53.7509,43,-6.6159,-0.3508
53.7509,44,-6.3345,-0.3684
54.8004,0,-20.4180,0.7403
54.8004,1,-19.9257,0.6528
54.8004,2,-19.4327,0.5697
54.8004,3,-18.9390,0.4908
54.8004,4,-18.4445,0.4168
54.8004,5,-17.9494,0.3469
54.8004,6,-17.4538,0.2808
54.8004,7,-16.9576,0.2194
54.8004,8,-16.4609,0.1617
54.8004,9,-15.9638,0.1076
54.8004,10,-15.4663,0.0578
54.8004,11,-14.9685,0.0112
54.8004,12,-14.4704,-0.0319
54.8004,13,-13.9719,-0.0712
54.8004,14,-13.4733,-0.1077
54.8004,15,-12.9744,-0.1409
54.8004,16,-12.4753,-0.1707
54.8004,17,-11.9760,-0.1982
54.8004,18,-11.4766,-0.2224
54.8004,19,-10.9771,-0.2438
54.8004,20,-10.4774,-0.2632
54.8004,21,-9.9777,-0.2795
54.8004,22,-9.4779,-0.2936
54.8004,23,-8.9781,-0.3058
54.8004,24,-8.4782,-0.3154
54.8004,25,-7.9782,-0.3232
54.8004,26,-7.4783,-0.3292
54.8004,27,-6.9783,-0.3330
54.8004,28,-6.4783,-0.3355
54.8004,29,-5.9783,-0.3364
54.8004,30,-5.4783,-0.3355
54.8004,31,-4.9783,-0.3335
54.8004,32,-4.4783,-0.3303
54.8004,33,-3.9783,-0.3258
54.8004,34,-3.4783,-0.3204
54.8004,35,-2.9784,-0.3140
54.8004,36,-2.4784,-0.3068
54.8004,37,-1.9785,-0.2987
54.8004,38,-1.4786,-0.2899
54.8004,39,-0.9787,-0.2805
54.8004,40,-0.4788,-0.2707
54.8004,41,0.0211,-0.2606
54.8004,42,0.5210,-0.2502
54.8004,43,1.0209,-0.2397
54.8004,44,1.5208,-0.2292
54.8004,45,1.6177,-0.2271
55.8499,0,-9.7833,-0.2910
55.8499,1,-9.2834,-0.3025
55.8499,2,-8.7835,-0.3127
55.8499,3,-8.2836,-0.3213
55.8499,4,-7.7837,-0.3281
55.8499,5,-7.2837,-0.3337
55.8499,6,-6.7837,-0.3378
55.8499,7,-6.2837,-0.3403
55.8499,8,-5.7837,-0.3417
55.8499,9,-5.2837,-0.3414
55.8499,10,-4.7837,-0.3399
55.8499,11,-4.2837,-0.3372
55.8499,12,-3.7837,-0.3330
55.8499,13,-3.2838,-0.3277
55.8499,14,-2.7838,-0.3212
55.8499,15,-2.2839,-0.3134
55.8499,16,-1.7839,-0.3046
55.8499,17,-1.2840,-0.2945
55.8499,18,-0.7842,-0.2834
55.8499,19,-0.2843,-0.2713
55.8499,20,0.2155,-0.2580
55.8499,21,0.7153,-0.2438
55.8499,22,1.2151,-0.2286
55.8499,23,1.7148,-0.2123
55.8499,24,2.2145,-0.1953
55.8499,25,2.7142,-0.1774
55.8499,26,3.2138,-0.1585
55.8499,27,3.7135,-0.1389
55.8499,28,4.2130,-0.1184
55.8499,29,4.7126,-0.0972
55.8499,30,5.2121,-0.0753
55.8499,31,5.7116,-0.0526
55.8499,32,6.2110,-0.0293
55.8499,33,6.7105,-0.0053
55.8499,34,7.2099,0.0194
55.8499,35,7.7092,0.0445
55.8499,36,8.2086,0.0703
55.8499,37,8.7079,0.0966
55.8499,38,9.2071,0.1235
55.8499,39,9.7064,0.1516
55.8499,40,10.2055,0.1803
55.8499,41,10.7047,0.2096
55.8499,42,11.2038,0.2392
55.8499,43,11.7029,0.2694
55.8499,44,12.2019,0.3000
55.8499,45,12.4501,0.3153
55.8499,46,12.6293,0.3264
56.8507,0,3.0956,-0.1755
56.8507,1,3.5953,-0.1585
56.8507,2,4.0950,-0.1406
56.8507,3,4.5946,-0.1216
56.8507,4,5.0942,-0.1013
56.8507,5,5.5937,-0.0800
56.8507,6,6.0932,-0.0575
56.8507,7,6.5927,-0.0337
56.8507,8,7.0920,-0.0088
56.8507,9,7.5914,0.0174
56.8507,10,8.0906,0.0450
56.8507,11,8.5898,0.0739
56.8507,12,9.0888,0.1040
56.8507,13,9.5878,0.1357
56.8507,14,10.0868,0.1687
56.8507,15,10.5856,0.2031
56.8507,16,11.0843,0.2390
56.8507,17,11.5829,0.2764
56.8507,18,12.0814,0.3153
56.8507,19,12.5797,0.3558
56.8507,20,13.0779,0.3978
56.8507,21,13.5760,0.4414
56.8507,22,14.0740,0.4868
56.8507,23,14.5718,0.5336
56.8507,24,15.0694,0.5822
56.8507,25,15.5669,0.6326
56.8507,26,16.0642,0.6846
56.8507,27,16.5612,0.7385
56.8507,28,17.0581,0.7942
56.8507,29,17.5548,0.8515
56.8507,30,18.0513,0.9110
56.8507,31,18.5475,0.9723
56.8507,32,19.0435,1.0351
56.8507,33,19.5393,1.1004
56.8507,34,20.0347,1.1675
56.8507,35,20.5300,1.2362
56.8507,36,21.0249,1.3071
56.8507,37,21.5197,1.3792
56.8507,38,22.0142,1.4534
56.8507,39,22.5082,1.5304
56.8507,40,23.0020,1.6086
56.8507,41,23.4956,1.6889
56.8507,42,23.9888,1.7710
56.8507,43,24.3178,1.8266
56.8507,44,24.5149,1.8603
56.8507,45,24.5602,1.8681
57.9002,0,16.8356,0.7607
57.9002,1,17.3311,0.8274
57.9002,2,17.8266,0.8944
57.9002,3,18.3220,0.9617
57.9002,4,18.8174,1.0292
57.9002,5,19.3128,1.0972
57.9002,6,19.8081,1.1655
57.9002,7,20.3033,1.2343
57.9002,8,20.7985,1.3037
57.9002,9,21.2936,1.3736
57.9002,10,21.7886,1.4441
57.9002,11,22.2835,1.5154
57.9002,12,22.7783,1.5875
57.9002,13,23.2729,1.6602
57.9002,14,23.7675,1.7339
57.9002,15,24.2619,1.8084
57.9002,16,24.7562,1.8839
57.9002,17,25.2503,1.9604
57.9002,18,25.7442,2.0380
57.9002,19,26.2380,2.1166
57.9002,20,26.7316,2.1964
57.9002,21,27.2249,2.2776
57.9002,22,27.7181,2.3599
57.9002,23,28.2111,2.4434
57.9002,24,28.7038,2.5286
57.9002,25,29.1963,2.6151
57.9002,26,29.6885,2.7029
57.9002,27,30.1804,2.7925
57.9002,28,30.6720,2.8836
57.9002,29,31.1634,2.9762
57.9002,30,31.6544,3.0706
57.9002,31,32.1450,3.1669
57.9002,32,32.6353,3.2648
57.9002,33,33.1253,3.3646
57.9002,34,33.6147,3.4667
57.9002,35,34.1038,3.5705
57.9002,36,34.5925,3.6764
57.9002,37,35.0807,3.7845
57.9002,38,35.5684,3.8946
57.9002,39,36.0556,4.0070
57.9002,40,36.5423,4.1215
57.9002,41,36.8967,4.2073
57.9002,42,37.0905,4.2567
57.9002,43,37.2840,4.3072
57.9002,44,37.4771,4.3593
57.9002,45,37.6700,4.4124
57.9002,46,37.8625,4.4665
57.9002,47,38.0545,4.5224
57.9002,48,38.2462,4.5794
57.9002,49,38.4062,4.6277
58.9006,0,29.1990,2.6085
58.9006,1,29.6906,2.6997
58.9006,2,30.1820,2.7923
58.9006,3,30.6731,2.8864
58.9006,4,31.1638,2.9822
58.9006,5,31.6542,3.0797
58.9006,6,32.1443,3.1788
58.9006,7,32.6340,3.2796
58.9006,8,33.1233,3.3824
58.9006,9,33.6122,3.4870
58.9006,10,34.1008,3.5934
58.9006,11,34.5889,3.7016
58.9006,12,35.0766,3.8120
58.9006,13,35.5638,3.9242
58.9006,14,36.0506,4.0383
58.9006,15,36.5369,4.1545
58.9006,16,37.0227,4.2727
58.9006,17,37.5081,4.3930
58.9006,18,37.9929,4.5152
58.9006,19,38.4772,4.6397
58.9006,20,38.9609,4.7661
58.9006,21,39.4441,4.8946
58.9006,22,39.9267,5.0254
58.9006,23,40.4088,5.1581
58.9006,24,40.8902,5.2931
58.9006,25,41.3708,5.4307
58.9006,26,41.8504,5.5722
58.9006,27,42.3284,5.7186
58.9006,28,42.8046,5.8709
58.9006,29,43.2781,6.0316
58.9006,30,43.7482,6.2017
58.9006,31,44.2145,6.3820
58.9006,32,44.6756,6.5752
58.9006,33,45.1298,6.7841
58.9006,34,45.5758,7.0100
58.9006,35,46.0133,7.2520
58.9006,36,46.4374,7.5167
58.9006,37,46.8456,7.8049
58.9006,38,47.2359,8.1166
58.9006,39,47.5914,8.4679
58.9006,40,47.8864,8.8705
58.9006,41,48.1170,9.3116
58.9006,42,48.2955,9.7751
58.9006,43,48.4666,10.2431
58.9006,44,48.5604,10.7276
58.9006,45,48.5999,10.9234
58.9006,46,48.6268,11.1213
58.9006,47,48.6387,11.3209
58.9006,48,48.6414,11.3676
59.9499,0,39.4991,4.9723
59.9499,1,39.9752,5.1248
59.9499,2,40.4540,5.2687
59.9499,3,40.9346,5.4067
59.9499,4,41.4163,5.5408
59.9499,5,41.8981,5.6744
59.9499,6,42.3794,5.8097
59.9499,7,42.8596,5.9490
59.9499,8,43.3378,6.0950
59.9499,9,43.8136,6.2487
59.9499,10,44.2853,6.4144
59.9499,11,44.7521,6.5933
59.9499,12,45.2128,6.7872
59.9499,13,45.6636,7.0034
59.9499,14,46.1029,7.2417
59.9499,15,46.5273,7.5051
59.9499,16,46.9300,7.8011
59.9499,17,47.3041,8.1321
59.9499,18,47.6455,8.4962
59.9499,19,47.9462,8.8945
59.9499,20,48.1997,9.3252
59.9499,21,48.4118,9.7773
59.9499,22,48.5880,10.2447
59.9499,23,48.7317,10.7234
59.9499,24,48.8435,11.2107
59.9499,25,48.9344,11.7021
59.9499,26,49.0067,12.1968
59.9499,27,49.0607,12.6939
59.9499,28,49.1032,13.1920
59.9499,29,49.1362,13.6909
59.9499,30,49.1606,14.1903
59.9499,31,49.1809,14.6899
59.9499,32,49.1986,15.1895
59.9499,33,49.2165,15.6892
59.9499,34,49.2373,16.1888
59.9499,35,49.2625,16.6881
59.9499,36,49.2936,17.1871
59.9499,37,49.3278,17.6860
59.9499,38,49.3632,18.1847
59.9499,39,49.3980,18.6835
59.9499,40,49.4300,19.1825
59.9499,41,49.4571,19.6817
59.9499,42,49.4786,20.1755
59.9499,43,49.4802,20.2031
60.9507,0,45.6802,6.9824
60.9507,1,46.1214,7.2171
60.9507,2,46.5434,7.4835
60.9507,3,46.9375,7.7906
60.9507,4,47.2972,8.1369
60.9507,5,47.6255,8.5128
60.9507,6,47.9159,8.9195
60.9507,7,48.1656,9.3521
60.9507,8,48.3830,9.8018
60.9507,9,48.5677,10.2662
60.9507,10,48.7180,10.7429
60.9507,11,48.8448,11.2263
60.9507,12,48.9485,11.7154
60.9507,13,49.0300,12.2086
60.9507,14,49.0971,12.7040
60.9507,15,49.1486,13.2013
60.9507,16,49.1888,13.6996
